,name,production,distributor,artist,st_day,ed_day,score,rank,장르,런타임,성별,활동유형
10539,꿈속에 너,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드,2019-08-25,2019-08-31,5694727,102,가요 / 발라드,04:12:00,남성,그룹
10540,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2019-08-25,2019-08-31,5692105,103,가요 / 발라드,04:41:00,남성,솔로
10541,Tempo,SM Entertainment,Dreamus,EXO,2019-08-25,2019-08-31,5598090,104,가요 / 댄스,03:45:00,남성,그룹
10542,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019-08-25,2019-08-31,5593382,105,POP / 팝,02:59:00,여성,솔로
10543,당신과는 천천히,버스커버스커,카카오 M,장범준,2019-08-25,2019-08-31,5548998,106,가요 / 락,04:00:00,남성,솔로
10544,뭐해,KONNECT ENTERTAINMENT,Sony Music,강다니엘,2019-08-25,2019-08-31,5485621,107,가요 / R&B/소울,03:03:00,남성,솔로
10545,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019-08-25,2019-08-31,5459608,108,가요 / 인디,03:39:00,남성,솔로
10546,초록빛,뉴런뮤직,카카오 M,폴킴,2019-08-25,2019-08-31,5309947,109,가요 / 발라드,03:46:00,남성,솔로
10547,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019-08-25,2019-08-31,5254170,110,POP / 팝,03:54:00,남성,솔로
10548,삐삐,카카오 M,카카오 M,아이유,2019-08-25,2019-08-31,5230279,111,가요 / R&B/소울,03:15:00,여성,솔로
10549,Uh-Oh,큐브엔터테인먼트,카카오 M,(여자)아이들,2019-08-25,2019-08-31,5161591,112,가요 / 랩/힙합,03:27:00,여성,그룹
10550,YES or YES,JYP Entertainment,Dreamus,TWICE,2019-08-25,2019-08-31,5141633,113,가요 / 댄스,03:58:00,여성,그룹
10551,Stand Up,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,5122737,114,가요 / 댄스,02:11:00,남성,그룹
10552,Dionysus,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,5119707,115,가요 / 랩/힙합,04:09:00,남성,그룹
10553,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019-08-25,2019-08-31,5110191,116,POP / 팝,03:27:00,여성,솔로
10554,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019-08-25,2019-08-31,5079493,117,POP / 팝,03:23:00,혼성,프로젝트
10555,진심이 담긴 노래,넥스타엔터테인먼트,카카오 M,케이시,2019-08-25,2019-08-31,5066248,118,가요 / 발라드,04:31:00,여성,솔로
10556,HIT,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019-08-25,2019-08-31,5065570,119,가요 / 댄스,03:24:00,남성,그룹
10557,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌,2019-08-25,2019-08-31,4991214,120,OST / 드라마,04:01:00,남성,솔로
10558,BIRTHDAY,The Black Label,YG PLUS,전소미,2019-08-25,2019-08-31,4968892,121,가요 / 댄스,03:06:00,여성,솔로
10559,신용재,인디안레이블,지니뮤직,하은,2019-08-25,2019-08-31,4964552,122,가요 / 발라드,03:34:00,남성,솔로
10560,열애중,메이저나인,지니뮤직,벤,2019-08-25,2019-08-31,4880007,123,가요 / 발라드,04:31:00,여성,솔로
10561,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019-08-25,2019-08-31,4873846,124,가요 / R&B/소울,03:53:00,여성,솔로
10562,Youth,Universal Music,Universal Music,Troye Sivan,2019-08-25,2019-08-31,4811397,125,POP / 팝,03:05:00,남성,솔로
10563,헤어질 걸 알아,뉴런뮤직,카카오 M,폴킴,2019-08-25,2019-08-31,4792831,126,가요 / R&B/소울,03:10:00,남성,솔로
10564,못 헤어져서 미안해,메이저나인,지니뮤직,김동준,2019-08-25,2019-08-31,4779225,127,가요 / 발라드,04:12:00,남성,솔로
10565,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019-08-25,2019-08-31,4736126,128,POP / R&B/소울,04:33:00,남성,솔로
10566,고백,브랜뉴뮤직,카카오 M,양다일,2019-08-25,2019-08-31,4722867,129,가요 / 발라드,03:31:00,남성,솔로
10567,"fuck, i`m lonely",뮤직테이블,NHN벅스,"Lauv, Anne-Marie",2019-08-25,2019-08-31,4637507,130,POP / 팝,03:19:00,남성,솔로
10568,멍청이,RBW,카카오 M,화사,2019-08-25,2019-08-31,4508646,131,가요 / 댄스,03:11:00,여성,솔로
10569,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019-08-25,2019-08-31,4415884,132,POP / 팝,03:11:00,남성,솔로
10570,조금 더 외로워지겠지,Stone Music Entertainment,지니뮤직,김나영,2019-08-25,2019-08-31,4397802,133,OST / 드라마,03:35:00,여성,솔로
10571,아주 NICE,플레디스,카카오 M,세븐틴,2019-08-25,2019-08-31,4370058,134,가요 / 댄스,03:12:00,남성,그룹
10572,Attention,Artist Partners,Warner Music,Charlie Puth,2019-08-25,2019-08-31,4345533,135,POP / 팝,03:32:00,남성,솔로
10573,신청곡,에르타알레,NHN벅스,이소라,2019-08-25,2019-08-31,4325276,136,가요 / 발라드,04:41:00,여성,솔로
10574,비올레타,"Stone Music Entertainment, OFF THE RECORD Entertainment","지니뮤직, Stone Music Entertainment",IZ*ONE,2019-08-25,2019-08-31,4307321,137,가요 / 댄스,03:21:00,여성,그룹
10575,띵,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019-08-25,2019-08-31,4271254,138,POP / 랩/힙합,02:57:00,남성,솔로
10576,Good Day,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피",2019-08-25,2019-08-31,4220740,139,가요 / 랩/힙합,04:27:00,남성,프로젝트
10577,SOLO,YG Entertainment,YG PLUS,제니,2019-08-25,2019-08-31,4120672,140,가요 / 랩/힙합,02:50:00,여성,솔로
10578,All Falls Down,MER Musikk,Sony Music,Alan Walker,2019-08-25,2019-08-31,4079154,141,POP / 일렉트로니카,03:19:00,남성,솔로
10579,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2019-08-25,2019-08-31,4075536,142,POP / 팝,03:37:00,여성,솔로
10580,취하고 싶다,678 MUSIC,뮤직파운드,황인욱,2019-08-25,2019-08-31,4068485,143,가요 / 발라드,03:44:00,남성,솔로
10581,flex,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스",2019-08-25,2019-08-31,4066280,144,가요 / 랩/힙합,03:46:00,남성,프로젝트
10582,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019-08-25,2019-08-31,4055091,145,POP / 일렉트로니카,03:14:00,남성,프로젝트
10583,가을 타나 봐,메이저나인,지니뮤직,바이브,2019-08-25,2019-08-31,4023365,146,가요 / 발라드,03:52:00,남성,그룹
10584,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019-08-25,2019-08-31,4017420,147,가요 / 인디,04:21:00,남성,듀엣
10585,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019-08-25,2019-08-31,3965569,148,가요 / 락,03:11:00,여성,그룹
10586,Summer Days,Epic Amsterdam,Sony Music,Martin Garrix,2019-08-25,2019-08-31,3959521,149,POP / 일렉트로니카,04:15:00,남성,솔로
10587,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019-08-25,2019-08-31,3947873,150,가요 / 발라드,04:03:00,남성,솔로
10588,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019-08-25,2019-08-31,3925851,151,가요 / 발라드,04:22:00,남성,그룹
10589,뚜두뚜두,YG Entertainment,YG PLUS,BLACKPINK,2019-08-25,2019-08-31,3894296,152,가요 / 댄스,03:29:00,여성,그룹
10590,뜨거운 여름밤은 가고 남은 건 볼품없지만,페포니 뮤직,카카오 M,잔나비,2019-08-25,2019-08-31,3868850,153,가요 / 발라드,04:03:00,남성,밴드
10591,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019-08-25,2019-08-31,3859139,154,가요 / 발라드,04:09:00,남성,솔로
10592,이뻐이뻐,Stone Music Entertainment,지니뮤직,크레파스,2019-08-25,2019-08-31,3813200,155,가요 / 댄스,03:33:00,남성,그룹
10593,Prince Ali,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019-08-25,2019-08-31,3786019,156,OST / 해외영화,03:30:00,남성,솔로
10594,술이 달다,OURS Co.,카카오 M,에픽하이,2019-08-25,2019-08-31,3761607,157,가요 / 랩/힙합,04:11:00,남성,그룹
10595,Goodbyes,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Post Malone,2019-08-25,2019-08-31,3725607,158,POP / 랩/힙합,02:55:00,남성,솔로
10596,미안해,브랜뉴뮤직,카카오 M,양다일,2019-08-25,2019-08-31,3725321,159,가요 / R&B/소울,03:49:00,남성,솔로
10597,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019-08-25,2019-08-31,3714597,160,POP / 락,03:07:00,남성,그룹
10598,다섯 번째 계절,WM엔터테인먼트,카카오 M,오마이걸,2019-08-25,2019-08-31,3634217,161,가요 / 댄스,04:00:00,여성,그룹
10599,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019-08-25,2019-08-31,3632537,162,가요 / 발라드,04:12:00,남성,솔로
10600,고고베베,RBW,카카오 M,마마무,2019-08-25,2019-08-31,3583625,163,가요 / 댄스,03:16:00,여성,그룹
10601,Arabian Nights,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019-08-25,2019-08-31,3572903,164,OST / 해외영화,03:13:00,남성,솔로
10602,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019-08-25,2019-08-31,3541611,165,POP / 팝,03:13:00,혼성,밴드
10603,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019-08-25,2019-08-31,3531896,166,POP / 팝,02:43:00,남성,프로젝트
10604,Roller Coaster,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-08-25,2019-08-31,3476911,167,가요 / 댄스,03:33:00,여성,솔로
10605,눈,Stone Music Entertainment,지니뮤직,강현준,2019-08-25,2019-08-31,3433785,168,가요 / 전체,03:25:00,혼성,그룹
10606,What a life,SM Entertainment,Dreamus,세훈&찬열,2019-08-25,2019-08-31,3432617,169,가요 / 랩/힙합,03:24:00,남성,그룹
10607,Closer,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019-08-25,2019-08-31,3427760,170,POP / 팝,04:06:00,남성,듀엣
10608,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2019-08-25,2019-08-31,3421804,171,가요 / 발라드,05:03:00,남성,솔로
10609,GIDDY UP,"딩고뮤직, H1GHR MUSIC",카카오 M,Sik-K,2019-08-25,2019-08-31,3378362,172,가요 / 랩/힙합,03:21:00,남성,프로젝트
10610,비도 오고 그래서,Stone Music Entertainment,지니뮤직,헤이즈,2019-08-25,2019-08-31,3367697,173,가요 / 랩/힙합,03:25:00,여성,솔로
10611,그날처럼,리메즈,카카오 M,장덕철,2019-08-25,2019-08-31,3356374,174,가요 / 발라드,03:53:00,남성,그룹
10612,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019-08-25,2019-08-31,3350615,175,POP / 팝,03:20:00,남성,솔로
10613,빨간 맛,SM Entertainment,Dreamus,레드벨벳,2019-08-25,2019-08-31,3316450,176,가요 / 댄스,03:11:00,여성,그룹
10614,Sunflower,Universal Music,Universal Music,Post Malone & Swae Lee,2019-08-25,2019-08-31,3258073,177,OST / 애니메이션/게임,02:38:00,남성,프로젝트
10615,The Ocean,DF Records,Sony Music,Mike Perry,2019-08-25,2019-08-31,3224270,178,POP / 일렉트로니카,03:03:00,남성,솔로
10616,움직여,Stone Music Entertainment,지니뮤직,SIXC,2019-08-25,2019-08-31,3223063,179,가요 / 댄스,03:05:00,남성,그룹
10617,Faded,MER Musikk,Sony Music,Alan Walker,2019-08-25,2019-08-31,3204128,180,POP / 일렉트로니카,03:33:00,남성,솔로
10618,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019-08-25,2019-08-31,3196867,181,POP / 팝,03:54:00,남성,솔로
10619,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-08-25,2019-08-31,3178200,182,POP / 락,03:24:00,여성,솔로
10620,We Don`t Talk Anymore,Artist Partners,Warner Music,Charlie Puth,2019-08-25,2019-08-31,3130138,183,POP / 팝,03:38:00,남성,솔로
10621,아낙네,YG Entertainment,YG PLUS,송민호,2019-08-25,2019-08-31,3112128,184,가요 / 랩/힙합,03:28:00,남성,솔로
10622,친구로 지내자면서,678 MUSIC,뮤직파운드,황인욱,2019-08-25,2019-08-31,3101001,185,가요 / 발라드,03:55:00,남성,솔로
10623,Sucker,Jonas Brothers Recording,Universal Music,Jonas Brothers,2019-08-25,2019-08-31,3100314,186,POP / 팝,03:01:00,남성,그룹
10624,파티피플,린치핀뮤직,카카오 M,기리보이,2019-08-25,2019-08-31,3021574,187,가요 / 랩/힙합,03:22:00,남성,솔로
10625,안녕하세요,스윙엔터테인먼트,"지니뮤직, Stone Music Entertainment",김재환,2019-08-25,2019-08-31,3018291,188,가요 / 발라드,03:53:00,남성,솔로
10626,Home,플레디스,카카오 M,세븐틴,2019-08-25,2019-08-31,2987141,189,가요 / R&B/소울,03:24:00,남성,그룹
10627,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019-08-25,2019-08-31,2986668,190,POP / 팝,04:07:00,남성,프로젝트
10628,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리,2019-08-25,2019-08-31,2947631,191,OST / 드라마,03:50:00,여성,솔로
10629,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,2920189,192,가요 / 랩/힙합,04:02:00,남성,그룹
10630,이별하긴 하겠지,미스틱스토리,Dreamus,"김필, 천단비, 윤종신",2019-08-25,2019-08-31,2901158,193,가요 / 발라드,05:10:00,혼성,프로젝트
10631,Sugar,Interscope Records,Universal Music,Maroon 5,2019-08-25,2019-08-31,2893808,194,POP / 락,03:56:00,남성,밴드
10632,Someone Like You,XL Recordings,강앤뮤직,Adele,2019-08-25,2019-08-31,2874418,195,POP / R&B/소울,04:46:00,여성,솔로
10633,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,2869501,196,가요 / 랩/힙합,03:43:00,남성,그룹
10634,비가 오잖아,"스타쉽엔터테인먼트, 로맨틱팩토리",카카오 M,소유,2019-08-25,2019-08-31,2868649,197,가요 / R&B/소울,03:44:00,혼성,프로젝트
10635,어쩌나,플레디스,카카오 M,세븐틴,2019-08-25,2019-08-31,2846807,198,가요 / 댄스,03:15:00,남성,그룹
10636,I Like Me Better,뮤직테이블,NHN벅스,Lauv,2019-08-25,2019-08-31,2844236,199,POP / 팝,03:18:00,남성,솔로
10637,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...,페포니 뮤직,지니뮤직,잔나비,2019-08-25,2019-08-31,2838614,200,가요 / 인디,03:22:00,남성,밴드
10638,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019-09-01,2019-09-07,45394784,1,OST / 드라마,03:45:00,남성,솔로
10639,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019-09-01,2019-09-07,38398367,2,OST / 드라마,03:49:00,여성,솔로
10640,오늘도 빛나는 너에게,MAKTUB Company,Warner Music,마크툽,2019-09-01,2019-09-07,33607299,3,가요 / 인디,04:26:00,남성,솔로
10641,그대라는 시,냠냠엔터테인먼트,카카오 M,태연,2019-09-01,2019-09-07,31230498,4,OST / 드라마,03:30:00,여성,솔로
10642,Done For Me,냠냠엔터테인먼트,카카오 M,펀치,2019-09-01,2019-09-07,29518673,5,OST / 드라마,03:52:00,여성,솔로
10643,헤어지자,RBW,카카오 M,휘인,2019-09-01,2019-09-07,28875668,6,가요 / 발라드,04:13:00,여성,솔로
10644,나빠,피네이션,Dreamus,크러쉬,2019-09-01,2019-09-07,28725846,7,가요 / R&B/소울,03:14:00,남성,솔로
10645,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019-09-01,2019-09-07,27443013,8,가요 / 발라드,03:19:00,여성,솔로
10646,니 소식,더하기미디어,카카오 M,송하예,2019-09-01,2019-09-07,26396435,9,가요 / 발라드,04:00:00,여성,솔로
10647,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019-09-01,2019-09-07,25734291,10,가요 / 발라드,03:54:00,남성,솔로
10648,날라리,메이크어스엔터테인먼트,카카오 M,선미,2019-09-01,2019-09-07,25397662,11,가요 / 댄스,02:55:00,여성,솔로
10649,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤,2019-09-01,2019-09-07,24994451,12,OST / 드라마,04:32:00,여성,솔로
10650,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019-09-01,2019-09-07,24679866,13,가요 / 발라드,04:07:00,혼성,프로젝트
10651,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019-09-01,2019-09-07,22242489,14,POP / 팝,03:07:00,여성,솔로
10652,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈,2019-09-01,2019-09-07,22086409,15,OST / 드라마,03:46:00,여성,솔로
10653,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019-09-01,2019-09-07,21087771,16,OST / 드라마,03:31:00,남성,솔로
10654,사랑에 연습이 있었다면,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019-09-01,2019-09-07,20926460,17,가요 / 발라드,04:16:00,남성,솔로
10655,헤어져줘서 고마워,메이저나인,지니뮤직,벤,2019-09-01,2019-09-07,20853249,18,가요 / 발라드,04:14:00,여성,솔로
10656,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019-09-01,2019-09-07,18989860,19,OST / 드라마,02:49:00,남성,솔로
10657,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-09-01,2019-09-07,18297312,20,POP / 락,03:14:00,여성,솔로
10658,ICY,JYP Entertainment,Dreamus,ITZY,2019-09-01,2019-09-07,18235095,21,가요 / 댄스,03:11:00,여성,그룹
10659,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시,2019-09-01,2019-09-07,18160526,22,가요 / 발라드,04:14:00,여성,솔로
10660,음파음파,SM Entertainment,Dreamus,레드벨벳,2019-09-01,2019-09-07,17712020,23,가요 / 댄스,03:40:00,여성,그룹
10661,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019-09-01,2019-09-07,17698083,24,POP / 팝,03:11:00,혼성,프로젝트
10662,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019-09-01,2019-09-07,17698083,24,POP / 팝,03:11:00,혼성,프로젝트
10663,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈,2019-09-01,2019-09-07,16485027,25,가요 / 발라드,03:41:00,남성,솔로
10664,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈,2019-09-01,2019-09-07,16451012,26,OST / 드라마,03:38:00,혼성,프로젝트
10665,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019-09-01,2019-09-07,16247577,27,가요 / 발라드,03:33:00,남성,그룹
10666,작은 것들을 위한 시,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-09-01,2019-09-07,16111797,28,가요 / 랩/힙합,03:50:00,남성,그룹
