,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
4732,EX,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Kiana Lede,2019.11.10~2019.11.16,3770867,133,POP / R&B/소울,03:42,여성,솔로
4733,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.11.10~2019.11.16,3682894,134,가요 / 발라드,04:22,남성,그룹
4734,Love You Like Crazy,SM Entertainment,Dreamus,태연 ,2019.11.10~2019.11.16,3677746,135,가요 / 댄스,03:00,여성,솔로
4735,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.11.10~2019.11.16,3607455,136,POP / 팝,03:15,남성,솔로
4736,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019.11.10~2019.11.16,3590414,137,POP / 일렉트로니카,03:14,남성,프로젝트
4737,혼코노 ,인디안레이블,지니뮤직,하은 ,2019.11.10~2019.11.16,3433187,138,가요 / 인디,04:05,남성,솔로
4738,안녕이라는 말,뮤직디자인,카카오 M,송이한,2019.11.10~2019.11.16,3432287,139,가요 / 인디,03:39,남성,솔로
4739,정말 헤어지는 거야 ,325 이엔씨,카카오 M,린 ,2019.11.10~2019.11.16,3417752,140,가요 / 발라드,04:06,여성,솔로
4740,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.11.10~2019.11.16,3381146,141,가요 / 발라드,05:07,남성,솔로
4741,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.11.10~2019.11.16,3379465,142,가요 / 발라드,03:52,남성,그룹
4742,고백,브랜뉴뮤직,카카오 M,양다일,2019.11.10~2019.11.16,3354792,143,가요 / 발라드,03:31,남성,솔로
4743,나만 아픈 일,Stone Music Entertainment,지니뮤직,이해리,2019.11.10~2019.11.16,3354111,144,가요 / 발라드,03:33,여성,솔로
4744,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.10~2019.11.16,3348693,145,가요 / 인디,03:41,여성,솔로
4745,뱃노래,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.10~2019.11.16,3314576,146,가요 / 발라드,02:18,혼성,듀엣
4746,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.11.10~2019.11.16,3314146,147,POP / 일렉트로니카,03:19,남성,솔로
4747,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.10~2019.11.16,3287841,148,POP / 팝,02:59,여성,솔로
4748,Find Me,SM Entertainment,Dreamus,태연 ,2019.11.10~2019.11.16,3265736,149,가요 / 락,04:08,여성,솔로
4749,존버 ,밀리언마켓,Dreamus,MC몽,2019.11.10~2019.11.16,3256552,150,가요 / 랩/힙합,03:32,남성,솔로
4750,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.11.10~2019.11.16,3250108,151,가요 / 랩/힙합,03:09,여성,그룹
4751,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.11.10~2019.11.16,3245883,152,가요 / 발라드,03:44,남성,솔로
4752,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.10~2019.11.16,3234445,153,가요 / 인디,04:21,남성,듀엣
4753,Love Shot,SM Entertainment,Dreamus,EXO,2019.11.10~2019.11.16,3223994,154,가요 / 댄스,03:20,남성,그룹
4754,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.11.10~2019.11.16,3209004,155,POP / 팝,02:46,여성,솔로
4755,180도,메이저나인,지니뮤직,벤 ,2019.11.10~2019.11.16,3174166,156,가요 / 발라드,03:49,여성,솔로
4756,FREEDOM,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.10~2019.11.16,3164639,157,가요 / 락,03:34,혼성,듀엣
4757,Honesty,"Human Re Sources, LLC",Warner Music,Pink Sweat$,2019.11.10~2019.11.16,3135400,158,POP / R&B/소울,03:09,남성,솔로
4758,밤 끝없는 밤,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.10~2019.11.16,3107564,159,가요 / 블루스/포크,03:01,혼성,듀엣
4759,열애중,메이저나인,지니뮤직,벤 ,2019.11.10~2019.11.16,3098116,160,가요 / 발라드,04:31,여성,솔로
4760,막차,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.10~2019.11.16,3091009,161,가요 / 발라드,04:40,여성,솔로
4761,everything i wanted,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.10~2019.11.16,3086799,162,POP / 락,04:06,여성,솔로
4762,물 만난 물고기,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.10~2019.11.16,3073351,163,가요 / 블루스/포크,03:37,혼성,듀엣
4763,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019.11.10~2019.11.16,3039130,164,POP / R&B/소울,04:33,남성,솔로
4764,보통날의 기적 ,GRDL,카카오 M,스텔라장 ,2019.11.10~2019.11.16,3024532,165,가요 / 인디,04:03,여성,솔로
4765,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.11.10~2019.11.16,2990279,166,가요 / 댄스,03:58,여성,그룹
4766,우린 결국 다시 만날 운명이었지 ,RBW,카카오 M,마마무 ,2019.11.10~2019.11.16,2985810,167,가요 / 전체,04:08,여성,그룹
4767,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.11.10~2019.11.16,2980286,168,OST / 드라마,04:01,남성,솔로
4768,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.11.10~2019.11.16,2977574,169,POP / 팝,03:37,여성,솔로
4769,XX,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.10~2019.11.16,2964734,170,가요 / 인디,03:15,여성,솔로
4770,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.11.10~2019.11.16,2947861,171,OST / 드라마,03:50,여성,솔로
4771,이상한 사람,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,존박,2019.11.10~2019.11.16,2946033,172,OST / 드라마,03:46,남성,솔로
4772,그날처럼,리메즈,카카오 M,장덕철,2019.11.10~2019.11.16,2901560,173,가요 / 발라드,03:53,남성,그룹
4773,Empty Head,앰비션뮤직,"지니뮤직, Stone Music Entertainment",ASH ISLAND,2019.11.10~2019.11.16,2866232,174,가요 / 랩/힙합,03:06,남성,솔로
4774,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.11.10~2019.11.16,2862287,175,POP / 팝,03:11,남성,솔로
4775,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.11.10~2019.11.16,2855913,176,가요 / 댄스,03:01,여성,그룹
4776,알아 ,밀리언마켓,Dreamus,MC몽,2019.11.10~2019.11.16,2851783,177,가요 / 랩/힙합,03:58,남성,솔로
4777,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.10~2019.11.16,2803552,178,가요 / 인디,03:21,여성,솔로
4778,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.11.10~2019.11.16,2800887,179,가요 / 락,04:00,남성,솔로
4779,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.11.10~2019.11.16,2799993,180,가요 / 랩/힙합,02:46,남성,솔로
4780,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.10~2019.11.16,2798470,181,POP / 락,03:24,여성,솔로
4781,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.11.10~2019.11.16,2793653,182,가요 / 발라드,04:03,남성,솔로
4782,Wine,SM Entertainment,Dreamus,태연 ,2019.11.10~2019.11.16,2784375,183,가요 / R&B/소울,03:57,여성,솔로
4783,All I Want For Christmas Is You,Columbia/Legacy,Sony Music,Mariah Carey,2019.11.10~2019.11.16,2772824,184,그외장르 / 캐롤,04:02,여성,솔로
4784,우리 사랑했던 추억을 아직 잊지 말아요,C9엔터테인먼트,카카오 M,이석훈,2019.11.10~2019.11.16,2771859,185,가요 / 발라드,04:06,남성,솔로
4785,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.11.10~2019.11.16,2770701,186,가요 / R&B/소울,03:53,여성,솔로
4786,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.11.10~2019.11.16,2770565,187,POP / 팝,03:54,남성,솔로
4787,그 끝에 그대,냠냠엔터테인먼트,카카오 M,청하,2019.11.10~2019.11.16,2767000,188,OST / 드라마,03:44,여성,솔로
4788,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.11.10~2019.11.16,2766183,189,가요 / 랩/힙합,04:27,남성,프로젝트
4789,미안해,브랜뉴뮤직,카카오 M,양다일,2019.11.10~2019.11.16,2764048,190,가요 / R&B/소울,03:49,남성,솔로
4790,BUNGEE ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.11.10~2019.11.16,2753774,191,가요 / 댄스,02:57,여성,그룹
4791,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.11.10~2019.11.16,2739337,192,POP / R&B/소울,04:46,여성,솔로
4792,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.11.10~2019.11.16,2734910,193,가요 / 발라드,05:03,남성,솔로
4793,열 밤 ,RBW,카카오 M,마마무 ,2019.11.10~2019.11.16,2729312,194,가요 / 댄스,03:38,여성,그룹
4794,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.11.10~2019.11.16,2727703,195,POP / 팝,03:36,여성,솔로
4795,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.11.10~2019.11.16,2701916,196,POP / 팝,04:06,남성,듀엣
4796,SOSO,YG Entertainment,YG PLUS,WINNER,2019.11.10~2019.11.16,2693710,197,가요 / 댄스,03:18,남성,그룹
4797,신용재,인디안레이블,지니뮤직,하은 ,2019.11.10~2019.11.16,2683092,198,가요 / 발라드,03:34,남성,솔로
4798,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.11.10~2019.11.16,2679735,199,POP / 팝,03:38,남성,솔로
4799,Circles,Republic Records,Universal Music,Post Malone,2019.11.10~2019.11.16,2679383,200,POP / 랩/힙합,03:35,남성,솔로
4800,Blueming,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,64133366,1,가요 / 락,03:37,여성,솔로
4801,Love poem,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,52417406,2,가요 / 발라드,04:18,여성,솔로
4802,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,카카오 M,노을,2019.11.17~2019.11.23,50960308,3,가요 / 발라드,03:36,남성,그룹
4803,이 번호로 전화해줘,메이저나인,지니뮤직,바이브 ,2019.11.17~2019.11.23,40560655,4,가요 / 발라드,03:13,남성,그룹
4804,시간의 바깥,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,38995917,5,가요 / 발라드,05:01,여성,솔로
4805,HIP,RBW,카카오 M,마마무 ,2019.11.17~2019.11.23,38855268,6,가요 / 댄스,03:15,여성,그룹
4806,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,35137847,7,가요 / 발라드,04:50,혼성,듀엣
4807,unlucky,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,33471306,8,가요 / 발라드,03:51,여성,솔로
4808,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019.11.17~2019.11.23,29974845,9,OST / 드라마,02:49,남성,솔로
4809,그 사람,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,28587451,10,가요 / 발라드,03:51,여성,솔로
4810,새 사랑,더하기미디어,카카오 M,송하예,2019.11.17~2019.11.23,28429757,11,가요 / 발라드,03:38,여성,솔로
4811,인기 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,28125071,12,가요 / 랩/힙합,04:02,남성,솔로
4812,조금 취했어 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.17~2019.11.23,26829160,13,가요 / 인디,04:18,남성,솔로
4813,자장가,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,26118284,14,가요 / 발라드,04:22,여성,솔로
4814,불티 ,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,25964158,15,가요 / 댄스,03:38,여성,솔로
4815,사랑이란 멜로는 없어,스튜디오 오드리,카카오 M,전상근,2019.11.17~2019.11.23,25127113,16,가요 / 발라드,04:35,남성,솔로
4816,있어줘요,리메즈,카카오 M,장덕철,2019.11.17~2019.11.23,22943094,17,가요 / 인디,03:36,남성,그룹
4817,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019.11.17~2019.11.23,22080944,18,OST / 드라마,03:45,남성,솔로
4818,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.11.17~2019.11.23,21904016,19,가요 / 인디,04:26,남성,솔로
4819,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.17~2019.11.23,20646643,20,가요 / 발라드,03:19,여성,솔로
4820,니 소식,더하기미디어,카카오 M,송하예,2019.11.17~2019.11.23,19797781,21,가요 / 발라드,04:00,여성,솔로
4821,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019.11.17~2019.11.23,19010015,22,가요 / 발라드,03:54,남성,솔로
4822,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,17926392,23,가요 / 인디,03:11,여성,솔로
4823,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.11.17~2019.11.23,17612154,24,POP / 팝,03:07,여성,솔로
4824,이별주,How엔터테인먼트,NHN벅스,황인욱,2019.11.17~2019.11.23,16945123,25,가요 / 발라드,03:25,남성,솔로
4825,샤넬 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,16939209,26,가요 / 랩/힙합,04:01,남성,솔로
4826,LION,Stone Music Entertainment,지니뮤직,(여자)아이들,2019.11.17~2019.11.23,16217893,27,가요 / 전체,03:31,여성,그룹
4827,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.17~2019.11.23,15986736,28,가요 / 발라드,04:16,남성,솔로
4828,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019.11.17~2019.11.23,15801162,29,OST / 드라마,03:49,여성,솔로
4829,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시 ,2019.11.17~2019.11.23,15439724,30,가요 / 발라드,04:14,여성,솔로
4830,허전해,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,15189677,31,가요 / R&B/소울,03:53,남성,솔로
4831,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.11.17~2019.11.23,15039463,32,OST / 드라마,03:31,남성,솔로
4832,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.11.17~2019.11.23,14835162,33,가요 / 발라드,03:41,남성,솔로
4833,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019.11.17~2019.11.23,14817282,34,POP / 팝,03:11,혼성,프로젝트
4834,차가워진 이 바람엔 우리가 써있어,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.17~2019.11.23,14633915,35,가요 / 발라드,03:33,여성,솔로
4835,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019.11.17~2019.11.23,14465928,36,가요 / 발라드,04:07,혼성,프로젝트
4836,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,14017028,37,POP / 락,03:14,여성,솔로
4837,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,13793077,38,가요 / 랩/힙합,03:50,남성,그룹
4838,5월의 밤,The Black Label,YG PLUS,자이언티,2019.11.17~2019.11.23,13634612,39,가요 / 발라드,03:17,남성,솔로
4839,그대라는 시,냠냠엔터테인먼트,카카오 M,태연 ,2019.11.17~2019.11.23,13373742,40,OST / 드라마,03:30,여성,솔로
4840,Feel Special,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,13105674,41,가요 / 댄스,03:27,여성,그룹
4841,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019.11.17~2019.11.23,13083047,42,가요 / 발라드,03:33,남성,그룹
4842,떨어지는 낙엽까지도,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,12907353,43,가요 / R&B/소울,03:23,여성,솔로
4843,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,12654869,44,가요 / 발라드,04:41,남성,솔로
4844,헤어지자 ,RBW,카카오 M,휘인,2019.11.17~2019.11.23,12609060,45,가요 / 발라드,04:13,여성,솔로
4845,사계 ,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,12211457,46,가요 / 발라드,03:08,여성,솔로
4846,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.11.17~2019.11.23,11734709,47,가요 / 랩/힙합,04:06,남성,프로젝트
4847,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.11.17~2019.11.23,11285505,48,POP / 팝,03:25,남성,솔로
4848,영화 속에 나오는 주인공처럼,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,펀치 ,2019.11.17~2019.11.23,11194614,49,OST / 드라마,03:55,여성,솔로
4849,헤어져줘서 고마워,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,11100225,50,가요 / 발라드,04:14,여성,솔로
4850,운명이 내게 말해요,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,헤이즈 ,2019.11.17~2019.11.23,10984384,51,OST / 드라마,03:18,여성,솔로
4851,이별은 늘 그렇게 ,플레이엠엔터테인먼트,카카오 M,허각,2019.11.17~2019.11.23,10785262,52,가요 / 발라드,04:05,남성,솔로
4852,우리 어떻게 할까요,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,10776266,53,가요 / 발라드,03:41,남성,솔로
4853,벗,리메즈,Universal Music,닐로 ,2019.11.17~2019.11.23,10549802,54,가요 / 발라드,04:30,남성,솔로
4854,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.11.17~2019.11.23,10482902,55,가요 / 발라드,03:55,여성,솔로
4855,내 생애 가장 행복한 시간 Part.2 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,10445631,56,가요 / 랩/힙합,04:42,남성,솔로
4856,Speechless ,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019.11.17~2019.11.23,10381517,57,OST / 해외영화,03:29,여성,솔로
4857,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019.11.17~2019.11.23,10351165,58,OST / 드라마,03:31,남성,솔로
4858,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019.11.17~2019.11.23,10192108,59,가요 / 발라드,03:21,여성,솔로
4859,FLOWER SHOWER,피네이션,카카오 M,현아 ,2019.11.17~2019.11.23,10117227,60,가요 / 댄스,03:08,여성,솔로
4860,꿈속에 너 ,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드 ,2019.11.17~2019.11.23,9904805,61,가요 / 발라드,04:12,남성,그룹
4861,천둥벌거숭이 ,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,9889002,62,가요 / 랩/힙합,04:12,남성,솔로
4862,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019.11.17~2019.11.23,9842036,63,가요 / 발라드,04:28,여성,듀엣
4863,노래방에서,버스커버스커,카카오 M,장범준,2019.11.17~2019.11.23,9643410,64,가요 / 락,04:00,남성,솔로
4864,가끔 이러다,냠냠엔터테인먼트,카카오 M,펀치 ,2019.11.17~2019.11.23,9129323,65,가요 / R&B/소울,03:41,여성,솔로
4865,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.11.17~2019.11.23,9096778,66,가요 / 인디,04:25,남성,밴드
4866,이별행동,케이에이치컴퍼니,카카오 M,이우,2019.11.17~2019.11.23,8982339,67,가요 / 발라드,03:43,남성,솔로
4867,Done For Me,냠냠엔터테인먼트,카카오 M,펀치 ,2019.11.17~2019.11.23,8721236,68,OST / 드라마,03:52,여성,솔로
4868,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤 ,2019.11.17~2019.11.23,8584696,69,OST / 드라마,04:32,여성,솔로
4869,내 안부,소리바다,소리바다,이우,2019.11.17~2019.11.23,8342347,70,가요 / 발라드,03:51,남성,솔로
4870,ICY,JYP Entertainment,Dreamus,ITZY ,2019.11.17~2019.11.23,8150962,71,가요 / 댄스,03:11,여성,그룹
4871,비,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,8139562,72,가요 / R&B/소울,03:58,남성,솔로
4872,Into the Unknown,Walt Disney Records,Universal Music,"Idina Menzel, AURORA",2019.11.17~2019.11.23,8119253,73,OST / 애니메이션/게임,03:15,여성,프로젝트
4873,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.11.17~2019.11.23,8047736,74,POP / 락,03:24,남성,그룹
4874,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈 ,2019.11.17~2019.11.23,8017838,75,OST / 드라마,03:46,여성,솔로
4875,FANCY,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,7988985,76,가요 / 댄스,03:34,여성,그룹
4876,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,7852733,77,가요 / 발라드,04:30,남성,솔로
4877,사람,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,7811835,78,가요 / 랩/힙합,03:58,남성,솔로
4878,인사,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,7736823,79,가요 / 발라드,03:41,남성,듀엣
4879,축제,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,7597810,80,가요 / 인디,04:34,남성,듀엣
4880,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,7532486,81,가요 / 댄스,04:34,남성,그룹
4881,을 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,7465321,82,가요 / 랩/힙합,02:59,남성,솔로
4882,Gravity,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,7465086,83,가요 / 발라드,04:00,여성,솔로
4883,남겨짐에 대해 ,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,7383939,84,가요 / 랩/힙합,03:39,남성,솔로
4884,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.11.17~2019.11.23,7098813,85,가요 / 발라드,04:17,남성,밴드
4885,Snapping,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.11.17~2019.11.23,6993963,86,가요 / 댄스,03:33,여성,솔로
4886,Lose You To Love Me,Interscope Records,Universal Music,Selena Gomez,2019.11.17~2019.11.23,6813940,87,POP / 팝,03:27,여성,솔로
4887,날라리 ,메이크어스엔터테인먼트,카카오 M,선미,2019.11.17~2019.11.23,6675554,88,가요 / 댄스,02:55,여성,솔로
4888,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,6499228,89,가요 / 랩/힙합,03:43,남성,그룹
4889,호랑이소굴 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,6490607,90,가요 / 랩/힙합,03:20,남성,솔로
4890,우린 결국 다시 만날 운명이었지 ,Stone Music Entertainment,지니뮤직,마마무,2019.11.17~2019.11.23,6353966,91,가요 / 전체,04:08,여성,그룹
4891,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.11.17~2019.11.23,6281074,92,가요 / 발라드,04:13,여성,솔로
4892,안녕이라는 말,뮤직디자인,카카오 M,송이한,2019.11.17~2019.11.23,6227210,93,가요 / 인디,03:39,남성,솔로
4893,Forever 84,"AOMG, 딩고뮤직, Hi-Lite Records, ILLIONAIRE RECORDS, VMC, YUMDDA",Dreamus,"염따, 딥플로우, 팔로알토 ",2019.11.17~2019.11.23,5979303,94,가요 / 랩/힙합,03:51,남성,프로젝트
4894,널 안지 않을 수 있어야지,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,5870341,95,가요 / 발라드,03:15,남성,솔로
4895,괜찮아도 괜찮아 ,SM Entertainment,Dreamus,디오 ,2019.11.17~2019.11.23,5849907,96,가요 / R&B/소울,03:41,남성,솔로
4896,가라사대,Dejavu Group,카카오 M,비와이,2019.11.17~2019.11.23,5664334,97,가요 / 랩/힙합,02:13,남성,솔로
4897,낙서 ,AOMG,카카오 M,펀치넬로 ,2019.11.17~2019.11.23,5502280,98,가요 / 랩/힙합,03:08,남성,솔로
4898,합정역 5번 출구,MBC,YG PLUS,유산슬,2019.11.17~2019.11.23,5458558,99,가요 / 트로트,03:07,남성,솔로
4899,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.11.17~2019.11.23,5398720,100,가요 / 댄스,03:20,여성,그룹
4900,나빠,피네이션,Dreamus,크러쉬 ,2019.11.17~2019.11.23,5389796,101,가요 / R&B/소울,03:14,남성,솔로
4901,everything i wanted,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,5252701,102,POP / 락,04:06,여성,솔로
4902,아퍼 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,5149457,103,가요 / 랩/힙합,05:16,남성,솔로
4903,달,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,5109851,104,가요 / 발라드,04:03,혼성,듀엣
4904,담아 ,Stone Music Entertainment,지니뮤직,스윙스,2019.11.17~2019.11.23,5087949,105,가요 / 랩/힙합,04:28,남성,프로젝트
4905,이루리,스타쉽엔터테인먼트,카카오 M,우주소녀,2019.11.17~2019.11.23,5057051,106,가요 / 댄스,03:16,여성,그룹
4906,이혼서류,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,5043063,107,가요 / 랩/힙합,03:56,남성,솔로
4907,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.11.17~2019.11.23,4962100,108,가요 / 일렉트로니카,03:34,남성,솔로
4908,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.11.17~2019.11.23,4807023,109,POP / 팝,03:02,남성,솔로
4909,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.11.17~2019.11.23,4736820,110,가요 / 락,03:31,남성,밴드
4910,겨울이 오면,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,김필,2019.11.17~2019.11.23,4694317,111,OST / 드라마,04:19,남성,솔로
4911,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019.11.17~2019.11.23,4677288,112,가요 / 발라드,04:48,남성,솔로
4912,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.11.17~2019.11.23,4674080,113,가요 / 발라드,04:07,남성,밴드
4913,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,4670943,114,가요 / 랩/힙합,03:44,남성,그룹
4914,숨겨진 세상 ,Walt Disney Records,Universal Music,태연 ,2019.11.17~2019.11.23,4666552,115,OST / 애니메이션/게임,03:09,여성,솔로
