,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
186,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.06.02~2019.06.08,3072549,187,POP / R&B/소울,04:46,여성,솔로
187,웃으며,엔에스씨컴퍼니,카카오 M,"임재현, 문성욱",2019.06.02~2019.06.08,3067805,188,가요 / 인디,05:10,남성,프로젝트
188,폰서트,매직스트로베리사운드,카카오 M,10cm,2019.06.02~2019.06.08,3066348,189,가요 / 인디,03:18,남성,솔로
189,처음이라서,Square record,Warner Music,정효빈,2019.06.02~2019.06.08,3052815,190,가요 / 발라드,04:18,여성,솔로
190,I Like Me Better,뮤직테이블,NHN벅스,Lauv,2019.06.02~2019.06.08,3021298,191,POP / 팝,03:18,남성,솔로
191,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.06.02~2019.06.08,2985975,192,가요 / 랩/힙합,03:55,남성,솔로
192,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.06.02~2019.06.08,2942336,193,가요 / 발라드,03:38,여성,솔로
193,알았다면,리메즈,카카오 M,장덕철,2019.06.02~2019.06.08,2932492,194,가요 / 발라드,04:03,남성,그룹
194,bury a friend,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.06.02~2019.06.08,2931573,195,POP / 팝,03:13,여성,솔로
195,마지막처럼,YG Entertainment,YG PLUS,BLACKPINK,2019.06.02~2019.06.08,2931336,196,가요 / 댄스,03:33,여성,그룹
196,Bellyache,Universal Music,Universal Music,Billie Eilish,2019.06.02~2019.06.08,2898332,197,POP / 팝,02:59,여성,솔로
197,행복,로맨틱팩토리,Warner Music,오반 ,2019.06.02~2019.06.08,2863944,198,가요 / 인디,04:07,남성,솔로
198,나들이 갈까,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.06.02~2019.06.08,2862674,199,가요 / 인디,03:05,여성,솔로
199,Stay,Interscope Records,Universal Music,"Zedd, Alessia Cara",2019.06.02~2019.06.08,2855831,200,POP / 일렉트로니카,03:30,혼성,프로젝트
200,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019.06.09~2019.06.15,48230368,1,가요 / 발라드,03:21,여성,솔로
201,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.06.09~2019.06.15,42146426,2,POP / 팝,03:07,여성,솔로
202,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.06.09~2019.06.15,40427761,3,가요 / 발라드,04:16,남성,솔로
203,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019.06.09~2019.06.15,35906703,4,가요 / 발라드,04:28,여성,듀엣
204,누구 없소 ,YG Entertainment,YG Plus,이하이,2019.06.09~2019.06.15,32235911,5,가요 / 댄스,03:15,여성,솔로
205,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.06.09~2019.06.15,32206664,6,POP / 락,03:14,여성,솔로
206,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,29907792,7,가요 / 랩/힙합,03:50,남성,그룹
207,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.06.09~2019.06.15,25634792,8,가요 / 인디,04:25,남성,밴드
208,FANCY,JYP Entertainment,Dreamus,TWICE,2019.06.09~2019.06.15,23456989,9,가요 / 댄스,03:34,여성,그룹
209,Speechless ,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019.06.09~2019.06.15,22312905,10,OST / 해외영화,03:29,여성,솔로
210,노래방에서,버스커버스커,카카오 M,장범준,2019.06.09~2019.06.15,21878230,11,가요 / 락,04:00,남성,솔로
211,사계 ,SM Entertainment,Dreamus,태연 ,2019.06.09~2019.06.15,21801659,12,가요 / 발라드,03:08,여성,솔로
212,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019.06.09~2019.06.15,21680499,13,가요 / 발라드,04:48,남성,솔로
213,서울 밤 ,메이크어스엔터테인먼트,카카오 M,어반 자카파 ,2019.06.09~2019.06.15,21309284,14,가요 / R&B/소울,03:25,혼성,그룹
214,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.06.09~2019.06.15,19963797,15,가요 / 인디,03:37,여성,솔로
215,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.06.09~2019.06.15,19673448,16,가요 / 발라드,03:41,남성,솔로
216,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.06.09~2019.06.15,19604650,17,가요 / 발라드,03:55,여성,솔로
217,AH YEAH ,YG Entertainment,YG Plus,WINNER,2019.06.09~2019.06.15,19282605,18,가요 / 댄스,02:57,남성,그룹
218,대충 입고 나와,인디안레이블,지니뮤직,우디,2019.06.09~2019.06.15,17956040,19,가요 / 인디,03:26,남성,솔로
219,Kill This Love,YG Entertainment,YG Plus,BLACKPINK,2019.06.09~2019.06.15,17508750,20,가요 / 랩/힙합,03:09,여성,그룹
220,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.06.09~2019.06.15,16971184,21,OST / 드라마,03:31,남성,솔로
221,니 소식,더하기미디어,카카오 M,송하예,2019.06.09~2019.06.15,16960254,22,가요 / 발라드,04:00,여성,솔로
222,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.06.09~2019.06.15,16915269,23,가요 / 발라드,04:41,남성,솔로
223,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019.06.09~2019.06.15,16870448,24,OST / 해외영화,02:56,혼성,그룹
224,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.06.09~2019.06.15,16189869,25,가요 / 발라드,04:30,남성,솔로
225,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.06.09~2019.06.15,16041985,26,가요 / 락,03:31,남성,밴드
226,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.06.09~2019.06.15,15983706,27,가요 / 발라드,04:17,남성,밴드
227,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.06.09~2019.06.15,15871920,28,가요 / 댄스,03:20,여성,그룹
228,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.06.09~2019.06.15,15286531,29,POP / 팝,03:25,남성,솔로
229,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.06.09~2019.06.15,14347335,30,가요 / 인디,03:21,여성,솔로
230,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.06.09~2019.06.15,14236762,31,가요 / 댄스,03:42,여성,솔로
231,아퍼 ,린치핀뮤직,카카오 M,기리보이,2019.06.09~2019.06.15,13826758,32,가요 / 랩/힙합,05:16,남성,솔로
232,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.06.09~2019.06.15,13739866,33,가요 / 발라드,04:07,남성,밴드
233,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.06.09~2019.06.15,13586035,34,가요 / 락,04:00,남성,솔로
234,교통정리 ,린치핀뮤직,카카오 M,기리보이,2019.06.09~2019.06.15,13264154,35,가요 / 랩/힙합,03:18,남성,솔로
235,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,12179249,36,가요 / 랩/힙합,03:44,남성,그룹
236,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.06.09~2019.06.15,12169031,37,가요 / 일렉트로니카,03:34,남성,솔로
237,비가 오잖아,"스타쉽엔터테인먼트, 로맨틱팩토리",카카오 M,소유 ,2019.06.09~2019.06.15,11944147,38,가요 / R&B/소울,03:44,혼성,프로젝트
238,오늘 밤에,뮤직K,카카오 M,홍진영,2019.06.09~2019.06.15,11886728,39,가요 / 트로트,03:01,여성,솔로
239,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,11809913,40,가요 / 댄스,04:34,남성,그룹
240,뜨거운 여름밤은 가고 남은 건 볼품없지만,페포니 뮤직,카카오 M,잔나비,2019.06.09~2019.06.15,11736883,41,가요 / 발라드,04:03,남성,밴드
241,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...,페포니 뮤직,지니뮤직,잔나비,2019.06.09~2019.06.15,11630259,42,가요 / 인디,03:22,남성,밴드
242,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.06.09~2019.06.15,11502140,43,가요 / 랩/힙합,02:46,남성,솔로
243,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.06.09~2019.06.15,11414745,44,가요 / R&B/소울,03:53,여성,솔로
244,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.06.09~2019.06.15,11254097,45,가요 / 인디,03:39,남성,솔로
245,진심이 담긴 노래 ,넥스타엔터테인먼트,카카오 M,케이시 ,2019.06.09~2019.06.15,11186493,46,가요 / 발라드,04:31,여성,솔로
246,다섯 번째 계절 ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.06.09~2019.06.15,10713089,47,가요 / 댄스,04:00,여성,그룹
247,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.06.09~2019.06.15,10665779,48,POP / 팝,02:59,여성,솔로
248,멍청이,RBW,카카오 M,화사,2019.06.09~2019.06.15,10502498,49,가요 / 댄스,03:11,여성,솔로
249,신용재,인디안레이블,지니뮤직,하은 ,2019.06.09~2019.06.15,10435982,50,가요 / 발라드,03:34,남성,솔로
250,BIRTHDAY,The Black Label,YG Plus,전소미,2019.06.09~2019.06.15,10405847,51,가요 / 댄스,03:06,여성,솔로
251,180도,메이저나인,지니뮤직,벤 ,2019.06.09~2019.06.15,10376471,52,가요 / 발라드,03:49,여성,솔로
252,비올레타,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.06.09~2019.06.15,10340063,53,가요 / 댄스,03:21,여성,그룹
253,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,10307986,54,가요 / 랩/힙합,03:46,남성,그룹
254,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,10302536,55,가요 / 랩/힙합,03:43,남성,그룹
255,고고베베 ,RBW,카카오 M,마마무 ,2019.06.09~2019.06.15,10098638,56,가요 / 댄스,03:16,여성,그룹
256,초록빛,뉴런뮤직,카카오 M,폴킴,2019.06.09~2019.06.15,10068513,57,가요 / 발라드,03:46,남성,솔로
257,술이 달다 ,OURS Co.,카카오 M,에픽하이 ,2019.06.09~2019.06.15,9954246,58,가요 / 랩/힙합,04:11,남성,그룹
258,비,뉴런뮤직,카카오 M,폴킴,2019.06.09~2019.06.15,9897320,59,가요 / R&B/소울,03:58,남성,솔로
259,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.06.09~2019.06.15,9863307,60,가요 / 발라드,05:07,남성,솔로
260,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.06.09~2019.06.15,9859810,61,POP / 팝,03:27,여성,솔로
261,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.06.09~2019.06.15,9763382,62,가요 / 댄스,03:58,여성,그룹
262,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.06.09~2019.06.15,9622672,63,OST / 드라마,04:01,남성,솔로
263,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.06.09~2019.06.15,9556655,64,POP / 팝,03:02,남성,솔로
264,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.06.09~2019.06.15,9442494,65,가요 / 발라드,04:41,남성,솔로
265,신청곡 ,에르타알레,NHN벅스,이소라,2019.06.09~2019.06.15,9405124,66,가요 / 발라드,04:41,여성,솔로
266,고백,브랜뉴뮤직,카카오 M,양다일,2019.06.09~2019.06.15,9348341,67,가요 / 발라드,03:31,남성,솔로
267,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.06.09~2019.06.15,9324558,68,가요 / 발라드,04:13,여성,솔로
268,삐삐,카카오 M,카카오 M,아이유 ,2019.06.09~2019.06.15,9216643,69,가요 / R&B/소울,03:15,여성,솔로
269,SOLO,YG Entertainment,YG PLUS,제니 ,2019.06.09~2019.06.15,9097561,70,가요 / 랩/힙합,02:50,여성,솔로
270,눈 ,Stone Music Entertainment,지니뮤직,강현준 ,2019.06.09~2019.06.15,9097167,71,가요 / 전체,03:25,혼성,그룹
271,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.06.09~2019.06.15,8878956,72,POP / 랩/힙합,02:57,남성,솔로
272,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.06.09~2019.06.15,8854483,73,가요 / 발라드,04:09,남성,솔로
273,봄 ,디네이션,NHN벅스,박봄,2019.06.09~2019.06.15,8832493,74,가요 / R&B/소울,04:03,여성,솔로
274,Dream Glow ,"TakeOne Company, 빅히트엔터테인먼트",카카오 M,"방탄소년단, Charli XCX",2019.06.09~2019.06.15,8820313,75,OST / 애니메이션/게임,03:08,혼성,프로젝트
275,Dionysus,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,8796085,76,가요 / 랩/힙합,04:09,남성,그룹
276,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.06.09~2019.06.15,8442798,77,가요 / 발라드,04:22,남성,그룹
277,도쿄 ,린치핀뮤직,카카오 M,기리보이,2019.06.09~2019.06.15,8250318,78,가요 / 랩/힙합,03:30,남성,솔로
278,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.06.09~2019.06.15,8122646,79,가요 / 댄스,03:01,여성,그룹
279,안녕하세요,스윙엔터테인먼트,"지니뮤직, Stone Music Entertainment",김재환,2019.06.09~2019.06.15,8107054,80,가요 / 발라드,03:53,남성,솔로
280,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.06.09~2019.06.15,8076004,81,가요 / 발라드,04:12,남성,솔로
281,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.06.09~2019.06.15,8061872,82,가요 / 인디,03:41,여성,솔로
282,열애중,메이저나인,지니뮤직,벤 ,2019.06.09~2019.06.15,7952024,83,가요 / 발라드,04:31,여성,솔로
283,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.06.09~2019.06.15,7916748,84,가요 / 인디,04:26,남성,솔로
284,Arabian Nights ,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019.06.09~2019.06.15,7818786,85,OST / 해외영화,03:13,남성,솔로
285,Love Shot,SM Entertainment,Dreamus,EXO,2019.06.09~2019.06.15,7761205,86,가요 / 댄스,03:20,남성,그룹
286,아낙네,YG Entertainment,YG PLUS,송민호,2019.06.09~2019.06.15,7685601,87,가요 / 랩/힙합,03:28,남성,솔로
287,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019.06.09~2019.06.15,7665254,88,POP / 팝,03:40,남성,프로젝트
288,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019.06.09~2019.06.15,7649739,89,가요 / 댄스,03:28,남성,그룹
289,이 밤,브랜뉴뮤직,카카오 M,양다일,2019.06.09~2019.06.15,7632891,90,가요 / 발라드,03:47,남성,솔로
290,HOME,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,7561293,91,가요 / 랩/힙합,03:54,남성,그룹
291,오월의 어느 봄날 ,모스트웍스,카카오 M,임한별,2019.06.09~2019.06.15,7481027,92,가요 / 발라드,04:13,남성,솔로
292,Gloomy Star ,에어뮤직,Warner Music,공기남,2019.06.09~2019.06.15,7273845,93,가요 / 인디,03:07,남성,솔로
293,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.06.09~2019.06.15,6772161,94,POP / 팝,03:23,혼성,프로젝트
294,Jamais Vu,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,6765765,95,가요 / 랩/힙합,03:47,남성,그룹
295,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.06.09~2019.06.15,6684365,96,POP / 락,03:24,남성,그룹
296,She ,페포니 뮤직,카카오 M,잔나비,2019.06.09~2019.06.15,6494057,97,가요 / 인디,03:14,남성,밴드
297,Prince Ali,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019.06.09~2019.06.15,6435155,98,OST / 해외영화,03:30,남성,솔로
298,사랑에 연습이 있었다면 ,"꿈의엔진, 디원미디어",카카오 M,히키,2019.06.09~2019.06.15,6397721,99,가요 / 인디,04:14,여성,솔로
299,Don`t Know What To Do,YG Entertainment,YG Plus,BLACKPINK,2019.06.09~2019.06.15,6250298,100,가요 / 댄스,03:21,여성,그룹
300,아름답고도 아프구나,큐브엔터테인먼트,카카오 M,비투비 ,2019.06.09~2019.06.15,6129304,101,가요 / 발라드,04:00,남성,그룹
301,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.06.09~2019.06.15,5999374,102,POP / 팝,03:54,남성,솔로
302,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2019.06.09~2019.06.15,5914294,103,가요 / 발라드,03:57,남성,그룹
303,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비 ,2019.06.09~2019.06.15,5878394,104,가요 / 발라드,03:47,남성,그룹
304,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.06.09~2019.06.15,5754028,105,가요 / 발라드,04:03,남성,솔로
305,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.06.09~2019.06.15,5734630,106,가요 / 랩/힙합,04:06,남성,프로젝트
306,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.06.09~2019.06.15,5654776,107,가요 / 댄스,03:29,여성,그룹
307,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.06.09~2019.06.15,5617076,108,가요 / 발라드,03:52,남성,그룹
308,Attention,Artist Partners,Warner Music,Charlie Puth,2019.06.09~2019.06.15,5598016,109,POP / 팝,03:32,남성,솔로
309,BREATHE,브랜뉴뮤직,Warner Music,AB6IX ,2019.06.09~2019.06.15,5519756,110,가요 / 댄스,03:38,남성,그룹
310,Youth,Universal Music,Universal Music,Troye Sivan,2019.06.09~2019.06.15,5423044,111,POP / 팝,03:05,남성,솔로
311,잘 살고 있지롱,"매직스트로베리 사운드, 딴딴한 피플",카카오 M,윤딴딴,2019.06.09~2019.06.15,5387135,112,가요 / 인디,03:08,남성,솔로
312,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.06.09~2019.06.15,5352734,113,가요 / 랩/힙합,04:27,남성,프로젝트
313,Tempo,SM Entertainment,Dreamus,EXO,2019.06.09~2019.06.15,5339010,114,가요 / 댄스,03:45,남성,그룹
314,Intro _ Persona,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.09~2019.06.15,5244012,115,가요 / 랩/힙합,02:51,남성,그룹
315,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.06.09~2019.06.15,5220471,116,POP / 락,03:24,여성,솔로
316,그러나,매직스트로베리사운드,카카오 M,10cm,2019.06.09~2019.06.15,5191723,117,가요 / 인디,03:51,남성,솔로
317,있어줄래,뮤직웍스,지니뮤직,길구봉구,2019.06.09~2019.06.15,5186750,118,가요 / 발라드,03:55,남성,그룹
318,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.06.09~2019.06.15,5177791,119,POP / 팝,03:11,남성,솔로
319,여자친구,"인디안레이블, 메이저나인",지니뮤직,하은요셉,2019.06.09~2019.06.15,5165976,120,가요 / 인디,03:14,남성,그룹
320,미안해,브랜뉴뮤직,카카오 M,양다일,2019.06.09~2019.06.15,5075861,121,가요 / R&B/소울,03:49,남성,솔로
321,SHE`S FINE,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.06.09~2019.06.15,4998392,122,가요 / R&B/소울,02:31,여성,솔로
322,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019.06.09~2019.06.15,4906622,123,POP / 팝,02:43,남성,프로젝트
323,Friend Like Me,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019.06.09~2019.06.15,4756414,124,OST / 해외영화,02:36,남성,솔로
324,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.06.09~2019.06.15,4728703,125,가요 / 인디,04:21,남성,듀엣
325,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.06.09~2019.06.15,4688252,126,POP / 락,03:07,남성,그룹
326,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.06.09~2019.06.15,4661722,127,가요 / 랩/힙합,03:46,남성,프로젝트
