,name,production,distributor,artist,time,score,rank,name_artist,장르,런타임,성별,활동유형
155,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.04.29~2018.05.05,10517911,56,"방탄소년단,봄날",가요 / 댄스,04:34,남성,그룹
156,내가 더 나빠,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.04.29~2018.05.05,10365522,57,"헤이즈 ,내가 더 나빠",가요 / R&B/소울,03:58,여성,솔로
157,주인공,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018.04.29~2018.05.05,10264363,58,"선미,주인공",가요 / 댄스,03:15,여성,솔로
158,미안해,브랜뉴뮤직,카카오 M,양다일,2018.04.29~2018.05.05,10252508,59,"양다일,미안해",가요 / R&B/소울,03:49,남성,솔로
159,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2018.04.29~2018.05.05,10168564,60,"비투비 ,그리워하다",가요 / 발라드,03:57,남성,그룹
160,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018.04.29~2018.05.05,10055325,61,"Shawn Mendes,There`s Nothing Holdin` Me Back",POP / 팝,03:20,남성,솔로
161,짙어져,스페이스오디티,카카오 M,멜로망스,2018.04.29~2018.05.05,10029901,62,"멜로망스,짙어져",OST / 드라마,04:38,남성,듀엣
162,약속해요 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.04.29~2018.05.05,9875608,63,"Wanna One ,약속해요 ",가요 / 댄스,03:41,남성,그룹
163,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리 ,2018.04.29~2018.05.05,9826185,64,"에일리 ,첫눈처럼 너에게 가겠다",OST / 드라마,03:50,여성,솔로
164,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018.04.29~2018.05.05,9806217,65,"Imagine Dragons,Thunder",POP / 락,03:07,남성,그룹
165,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.04.29~2018.05.05,9743817,66,"Wanna One ,에너제틱 ",가요 / 댄스,03:09,남성,그룹
166,Like It ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.04.29~2018.05.05,9636917,67,"배연서 ,Like It ",가요 / 전체,03:40,혼성,그룹
167,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.04.29~2018.05.05,9573878,68,"볼빨간사춘기,썸 탈꺼야",가요 / 인디,03:01,여성,솔로
168,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018.04.29~2018.05.05,9464676,69,"BLACKPINK,마지막처럼",가요 / 댄스,03:33,여성,그룹
169,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.04.29~2018.05.05,9404185,70,"Wanna One ,Beautiful",가요 / 발라드,03:17,남성,그룹
170,노력,메이크어스엔터테인먼트,카카오 M,박원,2018.04.29~2018.05.05,9339203,71,"박원,노력",가요 / 발라드,04:23,남성,솔로
171,Stand By Your Man,Universal Music,Universal Music,Carla Bruni,2018.04.29~2018.05.05,9002992,72,"Carla Bruni,Stand By Your Man",POP / 팝,02:44,여성,솔로
172,EASY ,RBW,카카오 M,휘인,2018.04.29~2018.05.05,8871809,73,"휘인,EASY ",가요 / R&B/소울,03:09,여성,솔로
173,애쓰지 마요,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,박보람,2018.04.29~2018.05.05,8618297,74,"박보람,애쓰지 마요",가요 / 발라드,03:49,여성,솔로
174,Adios ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.04.29~2018.05.05,8606668,75,"김하온 ,Adios ",가요 / 랩/힙합,03:02,남성,솔로
175,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018.04.29~2018.05.05,8552389,76,"Sondia,어른",OST / 드라마,04:19,여성,솔로
176,기억의 빈자리,"인넥스트트렌드, 롱플레이뮤직",Stone Music Entertainment,나얼,2018.04.29~2018.05.05,8314189,77,"나얼,기억의 빈자리",가요 / R&B/소울,04:38,남성,솔로
177,나타나줘 ,AOMG,카카오 M,로꼬 ,2018.04.29~2018.05.05,8016654,78,"로꼬 ,나타나줘 ",가요 / 랩/힙합,03:47,남성,솔로
178,피카부 ,SM Entertainment,Dreamus,레드벨벳,2018.04.29~2018.05.05,8000289,79,"레드벨벳,피카부 ",가요 / 댄스,03:09,여성,그룹
179,"별, 그대 ",How엔터테인먼트,NHN벅스,황치열,2018.04.29~2018.05.05,7862052,80,"황치열,별, 그대 ",가요 / 발라드,03:53,남성,솔로
180,그날의 너,울림 엔터테인먼트,카카오 M,러블리즈,2018.04.29~2018.05.05,7795861,81,"러블리즈,그날의 너",가요 / 댄스,03:15,여성,그룹
181,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,길구봉구,2018.04.29~2018.05.05,7741209,82,"길구봉구,바람이 불었으면 좋겠어",가요 / R&B/소울,03:52,남성,그룹
182,Universe,SM Entertainment,Dreamus,EXO,2018.04.29~2018.05.05,7680721,83,"EXO,Universe",가요 / 발라드,04:24,남성,그룹
183,좋아,미스틱스토리,Stone Music Entertainment,"윤종신, 민서",2018.04.29~2018.05.05,7524592,84,"윤종신, 민서,좋아",가요 / 발라드,05:10,혼성,프로젝트
184,빛나리,큐브엔터테인먼트,카카오 M,펜타곤 ,2018.04.29~2018.05.05,7478379,85,"펜타곤 ,빛나리",가요 / 댄스,03:19,남성,그룹
185,달리 ,브리지,NHN벅스,효린,2018.04.29~2018.05.05,7218845,86,"효린,달리 ",가요 / 랩/힙합,03:23,여성,솔로
186,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2018.04.29~2018.05.05,7140558,87,"The Chainsmokers,Closer ",POP / 팝,04:06,남성,듀엣
187,AIR,YG Entertainment,지니뮤직,WINNER,2018.04.29~2018.05.05,7000403,88,"WINNER,AIR",가요 / 댄스,03:45,남성,그룹
188,뒤집어버려,AOMG,카카오 M,"박재범,사이먼 도미닉 ",2018.04.29~2018.05.05,6882503,89,"박재범,사이먼 도미닉 ,뒤집어버려",가요 / 랩/힙합,03:41,남성,프로젝트
189,폰서트,매직스트로베리사운드,카카오 M,10cm,2018.04.29~2018.05.05,6843557,90,"10cm,폰서트",가요 / 인디,03:18,남성,솔로
190,바보야,플레이엠엔터테인먼트,카카오 M,허각,2018.04.29~2018.05.05,6674259,91,"허각,바보야",가요 / 발라드,04:24,남성,솔로
191,Playdate,SM Entertainment,Dreamus,EXO-CBX ,2018.04.29~2018.05.05,6343556,92,"EXO-CBX ,Playdate",가요 / 댄스,03:31,남성,그룹
192,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2018.04.29~2018.05.05,6308716,93,"아이유 ,팔레트 ",가요 / 발라드,03:38,여성,솔로
193,비,뉴런뮤직,NHN벅스,폴킴,2018.04.29~2018.05.05,6258424,94,"폴킴,비",가요 / R&B/소울,03:58,남성,솔로
194,벚꽃 엔딩,Stone Music Entertainment,Stone Music Entertainment,버스커 버스커 ,2018.04.29~2018.05.05,6183314,95,"버스커 버스커 ,벚꽃 엔딩",가요 / 락,04:21,남성,밴드
195,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.04.29~2018.05.05,6160792,96,"볼빨간사춘기,나의 사춘기에게",가요 / 인디,03:43,여성,솔로
196,우리 둘만 아는,센토엔터테인먼트,지니뮤직,윤건,2018.04.29~2018.05.05,6097741,97,"윤건,우리 둘만 아는",가요 / 발라드,03:27,남성,솔로
197,가시나,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018.04.29~2018.05.05,6023178,98,"선미,가시나",가요 / 댄스,03:00,여성,솔로
198,"그때의 나, 그때의 우리",메이크어스엔터테인먼트,카카오 M,어반 자카파 ,2018.04.29~2018.05.05,6019862,99,"어반 자카파 ,그때의 나, 그때의 우리",가요 / R&B/소울,03:18,혼성,그룹
199,고민보다 Go,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.04.29~2018.05.05,5982479,100,"방탄소년단,고민보다 Go",가요 / 랩/힙합,03:56,남성,그룹
200,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018.05.06~2018.05.12,47592596,1,"로꼬, 화사,주지마",가요 / 발라드,03:52,혼성,프로젝트
201,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2018.05.06~2018.05.12,37282709,2,"닐로 ,지나오다",가요 / 발라드,04:41,남성,솔로
202,잊을만하면,아메바컬쳐,Stone Music Entertainment,크러쉬 ,2018.05.06~2018.05.12,35755320,3,"크러쉬 ,잊을만하면",가요 / R&B/소울,03:57,남성,솔로
203,You,JTBC,인터파크,멜로망스,2018.05.06~2018.05.12,33343638,4,"멜로망스,You",가요 / 발라드,04:32,남성,듀엣
204,What is Love?,JYP Entertainment,Dreamus,TWICE,2018.05.06~2018.05.12,32233526,5,"TWICE,What is Love?",가요 / 댄스,03:28,여성,그룹
205,밤 ,쏘스뮤직,카카오 M,여자친구 ,2018.05.06~2018.05.12,28488642,6,"여자친구 ,밤 ",가요 / 댄스,03:47,여성,그룹
206,붕붕 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.06~2018.05.12,28189663,7,"김하온 ,붕붕 ",가요 / 랩/힙합,03:55,남성,솔로
207,사랑을 했다 ,YG Entertainment,지니뮤직,iKON,2018.05.06~2018.05.12,27131234,8,"iKON,사랑을 했다 ",가요 / 랩/힙합,03:30,남성,그룹
208,별이 빛나는 밤,RBW,카카오 M,마마무 ,2018.05.06~2018.05.12,24806153,9,"마마무 ,별이 빛나는 밤",가요 / 댄스,03:31,여성,그룹
209,욕심,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.06~2018.05.12,24373897,10,"멜로망스,욕심",가요 / 인디,04:01,남성,듀엣
210,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2018.05.06~2018.05.12,23497798,11,"모모랜드 ,뿜뿜",가요 / 댄스,03:29,여성,그룹
211,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018.05.06~2018.05.12,23301060,12,"이수,My Way",OST / 드라마,04:39,남성,솔로
212,그날처럼,리메즈,카카오 M,장덕철,2018.05.06~2018.05.12,22122358,13,"장덕철,그날처럼",가요 / 발라드,03:53,남성,그룹
213,꽃 길,YG Entertainment,지니뮤직,빅뱅,2018.05.06~2018.05.12,21748273,14,"빅뱅,꽃 길",가요 / 트로트,03:18,여성,솔로
214,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018.05.06~2018.05.12,20505271,15,"로이킴,그때 헤어지면 돼",가요 / 발라드,04:09,남성,솔로
215,바코드 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.06~2018.05.12,20476522,16,"김하온 ,바코드 ",가요 / 랩/힙합,03:43,남성,프로젝트
216,EVERYDAY,YG Entertainment,지니뮤직,WINNER,2018.05.06~2018.05.12,20462305,17,"WINNER,EVERYDAY",가요 / 랩/힙합,03:26,남성,그룹
217,소나기 ,어라운드 어스,카카오 M,용준형,2018.05.06~2018.05.12,20142615,18,"용준형,소나기 ",가요 / 랩/힙합,03:25,남성,솔로
218,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.06~2018.05.12,18462155,19,"멜로망스,선물",가요 / 인디,04:21,남성,듀엣
219,Roller Coaster,MNH Entertainment,Stone Music Entertainment,청하,2018.05.06~2018.05.12,17934070,20,"청하,Roller Coaster",가요 / 댄스,03:33,여성,솔로
220,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018.05.06~2018.05.12,17745415,21,"Fitz & The Tantrums,HandClap",POP / 팝,03:13,혼성,밴드
221,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2018.05.06~2018.05.12,16796737,22,"폴킴,모든 날, 모든 순간 ",OST / 드라마,03:31,남성,솔로
222,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2018.05.06~2018.05.12,15965532,23,"Camila Cabello,Havana ",POP / 팝,03:37,여성,솔로
223,북 ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.06~2018.05.12,15227494,24,"배연서 ,북 ",가요 / 랩/힙합,03:33,남성,프로젝트
224,전혀 ,Stone Music Entertainment,Stone Music Entertainment,이병재 ,2018.05.06~2018.05.12,14674592,25,"이병재 ,전혀 ",가요 / 랩/힙합,03:41,남성,솔로
225,비행운,덕선레코드,미러볼뮤직,문문 ,2018.05.06~2018.05.12,14566772,26,"문문 ,비행운",가요 / 인디,02:59,남성,솔로
226,별 시 ,글러브엔터테인먼트,Stone Music Entertainment,박효신,2018.05.06~2018.05.12,14452057,27,"박효신,별 시 ",가요 / 발라드,04:42,남성,솔로
227,Jenga ,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.06~2018.05.12,14067735,28,"헤이즈 ,Jenga ",가요 / R&B/소울,03:30,여성,솔로
228,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로 ,2018.05.06~2018.05.12,13735562,29,"닐로 ,넋두리",가요 / 발라드,05:07,남성,솔로
229,어린 왕자 ,Stone Music Entertainment,Stone Music Entertainment,김하온,2018.05.06~2018.05.12,13530838,30,"김하온,어린 왕자 ",가요 / 랩/힙합,02:44,남성,프로젝트
230,Bad Boy,SM Entertainment,Dreamus,레드벨벳,2018.05.06~2018.05.12,13352734,31,"레드벨벳,Bad Boy",가요 / 댄스,03:31,여성,그룹
231,이 별,뮤직웍스,지니뮤직,길구봉구,2018.05.06~2018.05.12,12992547,32,"길구봉구,이 별",가요 / 발라드,03:58,남성,그룹
232,花요일 ,SM Entertainment,Dreamus,EXO-CBX ,2018.05.06~2018.05.12,12872096,33,"EXO-CBX ,花요일 ",가요 / 댄스,03:20,남성,그룹
233,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2018.05.06~2018.05.12,12832751,34,"먼데이 키즈 ,가을 안부",가요 / 발라드,05:03,남성,솔로
234,LATATA,큐브엔터테인먼트,카카오 M,(여자)아이들,2018.05.06~2018.05.12,12149754,35,"(여자)아이들,LATATA",가요 / 댄스,03:23,여성,그룹
235,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2018.05.06~2018.05.12,12033536,36,"Ed Sheeran,Shape of You",POP / 팝,03:54,남성,솔로
236,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2018.05.06~2018.05.12,12019933,37,"아이유 ,밤편지",가요 / 발라드,04:13,여성,솔로
237,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2018.05.06~2018.05.12,12001866,38,"DEAN,instagram",가요 / R&B/소울,04:16,남성,솔로
238,무슨 말이 필요해 ,어라운드 어스,카카오 M,용준형,2018.05.06~2018.05.12,11872342,39,"용준형,무슨 말이 필요해 ",가요 / 댄스,03:25,남성,솔로
239,밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,펀치 ,2018.05.06~2018.05.12,11869447,40,"펀치 ,밤이 되니까",가요 / R&B/소울,03:26,여성,솔로
240,눈사람,안테나뮤직,지니뮤직,정승환,2018.05.06~2018.05.12,11821161,41,"정승환,눈사람",가요 / 발라드,03:56,남성,솔로
241,BOOMERANG ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,11676710,42,"Wanna One ,BOOMERANG ",가요 / 댄스,03:04,남성,그룹
242,빛나리,큐브엔터테인먼트,카카오 M,펜타곤 ,2018.05.06~2018.05.12,11547448,43,"펜타곤 ,빛나리",가요 / 댄스,03:19,남성,그룹
243,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2018.05.06~2018.05.12,11524591,44,"TWICE,Heart Shaker",가요 / 댄스,03:07,여성,그룹
244,비도 오고 그래서 ,Stone Music Entertainment,Stone Music Entertainment,헤이즈 ,2018.05.06~2018.05.12,11409182,45,"헤이즈 ,비도 오고 그래서 ",가요 / 랩/힙합,03:25,여성,솔로
245,좋니,미스틱스토리,카카오 M,윤종신,2018.05.06~2018.05.12,11337825,46,"윤종신,좋니",가요 / 발라드,05:28,남성,솔로
246,시차 ,AOMG,Stone Music Entertainment,우원재,2018.05.06~2018.05.12,11180125,47,"우원재,시차 ",가요 / 랩/힙합,03:16,남성,솔로
247,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.06~2018.05.12,11161775,48,"방탄소년단,DNA",가요 / 랩/힙합,03:43,남성,그룹
248,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2018.05.06~2018.05.12,11056703,49,"박원,all of my life",가요 / 발라드,04:09,남성,솔로
249,이로한 ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.06~2018.05.12,10728157,50,"배연서 ,이로한 ",가요 / 랩/힙합,03:33,남성,프로젝트
250,결혼,Stone Music Entertainment,Stone Music Entertainment,문문 ,2018.05.06~2018.05.12,10437030,51,"문문 ,결혼",OST / 드라마,03:24,남성,솔로
251,LIKEY,JYP Entertainment,Dreamus,TWICE,2018.05.06~2018.05.12,10336417,52,"TWICE,LIKEY",가요 / 댄스,03:28,여성,그룹
252,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.06~2018.05.12,10318178,53,"방탄소년단,봄날",가요 / 댄스,04:34,남성,그룹
253,REALLY REALLY,YG Entertainment,지니뮤직,WINNER,2018.05.06~2018.05.12,10122659,54,"WINNER,REALLY REALLY",가요 / 댄스,03:23,남성,그룹
254,눈 떠보니 이별이더라,메이저나인,카카오 M,포맨 ,2018.05.06~2018.05.12,10076620,55,"포맨 ,눈 떠보니 이별이더라",가요 / 발라드,04:43,남성,듀엣
255,빨간 맛 ,SM Entertainment,Dreamus,레드벨벳,2018.05.06~2018.05.12,10071560,56,"레드벨벳,빨간 맛 ",가요 / 댄스,03:11,여성,그룹
256,미안해,브랜뉴뮤직,카카오 M,양다일,2018.05.06~2018.05.12,9917856,57,"양다일,미안해",가요 / R&B/소울,03:49,남성,솔로
257,#첫사랑,"쇼파르뮤직, 딩고뮤직",카카오 M,볼빨간사춘기,2018.05.06~2018.05.12,9690874,58,"볼빨간사춘기,#첫사랑",가요 / 인디,03:28,여성,솔로
258,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018.05.06~2018.05.12,9499803,59,"Sondia,어른",OST / 드라마,04:19,여성,솔로
259,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2018.05.06~2018.05.12,9389398,60,"비투비 ,그리워하다",가요 / 발라드,03:57,남성,그룹
260,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018.05.06~2018.05.12,9362048,61,"Imagine Dragons,Thunder",POP / 락,03:07,남성,그룹
261,탓 ,Stone Music Entertainment,Stone Music Entertainment,이병재 ,2018.05.06~2018.05.12,9327625,62,"이병재 ,탓 ",가요 / 랩/힙합,03:29,남성,솔로
262,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리 ,2018.05.06~2018.05.12,9317356,63,"에일리 ,첫눈처럼 너에게 가겠다",OST / 드라마,03:50,여성,솔로
263,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018.05.06~2018.05.12,9270429,64,"Shawn Mendes,There`s Nothing Holdin` Me Back",POP / 팝,03:20,남성,솔로
264,짙어져,스페이스오디티,카카오 M,멜로망스,2018.05.06~2018.05.12,9131767,65,"멜로망스,짙어져",OST / 드라마,04:38,남성,듀엣
265,주인공,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018.05.06~2018.05.12,8980059,66,"선미,주인공",가요 / 댄스,03:15,여성,솔로
266,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,8973543,67,"Wanna One ,에너제틱 ",가요 / 댄스,03:09,남성,그룹
267,내가 더 나빠,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.06~2018.05.12,8857583,68,"헤이즈 ,내가 더 나빠",가요 / R&B/소울,03:58,여성,솔로
268,노력,메이크어스엔터테인먼트,카카오 M,박원,2018.05.06~2018.05.12,8724779,69,"박원,노력",가요 / 발라드,04:23,남성,솔로
269,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018.05.06~2018.05.12,8699402,70,"BLACKPINK,마지막처럼",가요 / 댄스,03:33,여성,그룹
270,약속해요 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,8644758,71,"Wanna One ,약속해요 ",가요 / 댄스,03:41,남성,그룹
