st_day,dc_total_numb,dc_mean_reccomend,dc_mean_views,artist
2020-04-05,659,2.5864909390444812,391.5634266886326,DAY6
2020-04-12,873,1.9109159347553324,341.0100376411543,DAY6
2020-04-19,1808,1.5726762320648784,375.6606363069245,DAY6
2020-04-26,4284,1.0751445086705202,283.4732344810254,DAY6
2020-05-03,1040,1.2439281942977825,423.4361140443506,DAY6
2018-03-25,2,0,58.5,EXID
2018-04-01,8076,0.7478471474703983,50.86558127018299,EXID
2018-04-08,3800,1.2754662840746054,81.88091822094691,EXID
2018-04-15,3059,1.6718861209964413,87.4459074733096,EXID
2018-04-22,2278,2.0014104372355432,104.48142924306535,EXID
2018-04-29,3298,1.218791064388962,72.16622864651774,EXID
2018-05-06,3029,0.7558600793364587,72.59177785791562,EXID
2018-05-13,1462,1.2244444444444444,106.5362962962963,EXID
2018-05-20,3066,0.5735745988391943,60.37453055650393,EXID
2018-05-27,1925,1.3541076487252124,85.06062322946175,EXID
2018-06-03,1410,1.8643659711075442,85.2728731942215,EXID
2018-06-10,1568,1.591160220994475,79.7817679558011,EXID
2018-06-17,3535,0.8969226172691963,45.37974305348073,EXID
2018-06-24,1802,1.25639500297442,76.70136823319453,EXID
2018-07-01,1548,1.1010452961672474,82.74912891986062,EXID
2018-07-08,1231,0.8964285714285715,82.91964285714286,EXID
2018-07-15,3493,0.3944259315358982,48.196607088760985,EXID
2018-07-22,1891,1.1491384432560903,138.96850861556743,EXID
2018-07-29,2710,1.4358372456964006,109.65610328638498,EXID
2018-08-05,2170,1.528264132066033,113.32916458229114,EXID
2018-08-12,2900,1.193121693121693,85.53363567649282,EXID
2018-08-19,3039,1.0553221288515406,69.20098039215686,EXID
2018-08-26,1574,1.3795470144131778,89.91283459162663,EXID
2018-09-02,1666,1.1797323135755258,89.86870618228171,EXID
2018-09-09,1950,1.5544444444444445,101.57722222222222,EXID
2018-09-16,1417,1.4313725490196079,93.93725490196078,EXID
2018-09-23,1556,1.2084241103848947,85.80392156862744,EXID
2018-09-30,1389,2.609854604200323,102.45718901453958,EXID
2018-10-07,1567,2.0876826722338206,101.32011134307585,EXID
2018-10-14,1584,2.123152709359606,95.80014074595356,EXID
2018-10-21,2582,2.3261512463033376,92.35530207013096,EXID
2018-10-28,1761,2.0293933708567855,92.80050031269543,EXID
2018-11-04,1917,1.5037463976945245,91.99884726224784,EXID
2018-11-11,3241,1.6096785588131401,86.83468738961497,EXID
2018-11-18,5635,1.278036476523089,66.09157935584012,EXID
2018-11-25,5250,1.2428945777061076,74.86031042128603,EXID
2018-12-02,3094,1.7780859916782248,80.12031900138696,EXID
2018-12-09,2957,1.3971479500891266,65.32263814616756,EXID
2018-12-16,1545,1.6682692307692308,90.8076923076923,EXID
2018-12-23,1350,2.5384006334125098,104.18685669041963,EXID
2018-12-30,1412,1.5503003003003002,88.98273273273273,EXID
2019-01-06,2169,0.9090457256461233,49.0337972166998,EXID
2019-01-13,1536,0.907202216066482,69.46468144044321,EXID
2019-01-20,1304,1.2329545454545454,85.62094155844156,EXID
2019-01-27,844,1.631055900621118,106.6608695652174,EXID
2019-02-03,985,2.016429353778751,100.55859802847755,EXID
2019-02-10,1376,1.7452033768227169,78.46891788181121,EXID
2019-02-17,702,2.8580152671755723,149.65648854961833,EXID
2019-02-24,742,2.656934306569343,148.07153284671534,EXID
2019-03-03,687,2.1228346456692915,129.7732283464567,EXID
2019-03-10,953,1.477667493796526,129.70223325062034,EXID
2019-03-17,978,1.1408602150537634,101.01397849462366,EXID
2019-03-24,686,2.0090771558245084,140.7609682299546,EXID
2019-03-31,940,1.748564867967853,111.26406429391504,EXID
2019-04-07,765,1.6401673640167365,84.18270571827057,EXID
2019-04-14,1015,1.7726315789473683,63.35473684210526,EXID
2019-04-21,1272,1.2529711375212225,49.601867572156195,EXID
2019-04-28,2631,1.0177966101694915,78.18474576271187,EXID
2019-05-05,2358,1.5674080798910577,63.53835678620064,EXID
2019-05-12,4510,1.0251806948006528,46.380275122406154,EXID
2019-05-19,1830,2.385471587580551,88.60339777387229,EXID
2019-05-26,1669,1.926140012845215,77.4155427103404,EXID
2019-06-02,1566,1.4853963838664812,50.18984700973574,EXID
2019-06-09,1187,1.5343721356553621,57.74243813015582,EXID
2019-06-16,929,1.4988505747126437,49.02643678160919,EXID
2019-06-23,1169,1.7383093525179856,41.53687050359712,EXID
2019-06-30,1656,0.9553686934023286,27.23868046571798,EXID
2019-07-07,859,1.4936224489795917,48.97704081632653,EXID
2019-07-14,2217,0.772705196697426,27.414764448761535,EXID
2019-07-21,1078,1.3186372745490982,48.08617234468938,EXID
2019-07-28,1099,1.2071357779980179,46.00495540138751,EXID
2019-08-04,909,1.4637146371463714,48.34686346863469,EXID
2019-08-11,1207,1.1402597402597403,42.917748917748916,EXID
2019-08-18,1676,0.7506361323155216,29.478371501272264,EXID
2019-08-25,575,2.5992438563327034,69.30434782608695,EXID
2019-09-01,622,2.608133086876155,73.29390018484288,EXID
2019-09-08,467,1.9217002237136465,75.67785234899328,EXID
2019-09-15,634,1.698360655737705,66.7,EXID
2019-09-22,653,1.9502407704654896,68.31460674157303,EXID
2019-09-29,470,1.9380530973451326,70.24557522123894,EXID
2019-10-06,491,1.8989473684210527,65.12210526315789,EXID
2019-10-13,557,2.0388888888888888,66.2537037037037,EXID
2019-10-20,698,1.8014598540145985,51.097810218978104,EXID
2019-10-27,547,1.7627118644067796,50.14124293785311,EXID
2019-11-03,425,2.7965686274509802,82.8406862745098,EXID
2019-11-10,462,2.4327354260089686,80.30269058295964,EXID
2019-11-17,464,2.5701559020044544,77.09354120267261,EXID
2019-11-24,544,2.459357277882798,76.23251417769376,EXID
2019-12-01,456,2.873589164785553,79.64559819413093,EXID
2019-12-08,936,1.5863192182410424,56.42671009771987,EXID
2019-12-15,495,2.280334728033473,75.64435146443515,EXID
2019-12-22,811,1.4942675159235668,51.97579617834395,EXID
2019-12-29,434,3.2052505966587113,76.97136038186157,EXID
2020-01-05,1019,1.6693794506612412,52.66531027466938,EXID
2020-01-12,1056,1.809242871189774,110.69813176007867,EXID
2020-01-19,642,2.233788395904437,79.44539249146757,EXID
2020-01-26,594,2.4700374531835205,91.9625468164794,EXID
2020-02-02,477,2.915929203539823,106.93141592920354,EXID
2020-02-09,412,3.282115869017632,88.51385390428212,EXID
2020-02-16,434,2.3434579439252334,138.6658878504673,EXID
2020-02-23,453,2.834862385321101,152.05733944954127,EXID
2020-03-01,409,4.133507853403142,175.9895287958115,EXID
2020-03-08,381,3.092140921409214,175.89159891598916,EXID
2020-03-15,632,3.0209339774557167,120.46859903381643,EXID
2020-03-22,370,3.219298245614035,199.26315789473685,EXID
2020-03-29,1075,1.3221797323135756,70.51816443594646,EXID
2020-04-05,327,3.9213836477987423,219.68553459119497,EXID
2020-04-12,357,3.4169096209912535,186.19825072886297,EXID
2020-04-19,445,2.4827586206896552,159.4528735632184,EXID
2020-04-26,577,2.0905861456483126,112.898756660746,EXID
2020-05-03,235,2.767543859649123,129.12719298245614,EXID
2018-03-25,27,0,77.75,EXO
2018-04-01,5503,1.7062063122219868,110.2497352255878,EXO
2018-04-08,6399,1.7718344440547176,99.1715187653455,EXO
2018-04-15,6905,1.8500425531914895,92.28493617021276,EXO
2018-04-22,5391,1.7835544920600392,121.63737219926038,EXO
2018-04-29,4168,1.6979166666666667,117.11875,EXO
2018-05-06,5397,1.2068801897983392,95.31577698695136,EXO
2018-05-13,4826,1.144180225281602,88.55394242803504,EXO
2018-05-20,4295,1.3001122964626615,81.23301516002246,EXO
2018-05-27,4629,1.8242621175196316,93.93582453290009,EXO
2018-06-03,6846,1.1929702453453976,79.45693405254916,EXO
2018-06-10,6527,0.6910453085979308,92.1628612201213,EXO
2018-06-17,7167,0.6220874561123524,73.17491222470476,EXO
2018-06-24,7229,0.6844969678121599,76.17462292023014,EXO
2018-07-01,5071,0.9249171009000474,98.74656560871625,EXO
2018-07-08,5269,0.8117892782548155,108.421443490369,EXO
2018-07-15,6399,0.7459571267393758,104.64178262504701,EXO
2018-07-22,4292,0.7150229357798165,109.1740252293578,EXO
2018-07-29,3370,1.2165898617511521,117.62034739454094,EXO
2018-08-05,2461,1.9836734693877551,138.2545918367347,EXO
2018-08-12,2177,1.8035307517084282,138.6366742596811,EXO
2018-08-19,2009,2.0521895620875825,131.13437312537494,EXO
2018-08-26,3749,1.3812925170068027,94.99285714285715,EXO
2018-09-02,3071,2.7609302325581395,127.90186046511629,EXO
2018-09-09,3830,1.8003826530612246,100.02232142857143,EXO
2018-09-16,4394,1.3940860215053763,78.94247311827957,EXO
2018-09-23,4407,0.8108389786347056,70.8381969775925,EXO
2018-09-30,4186,0.8320505772402419,80.03133589884553,EXO
2018-10-07,3861,0.9678972712680578,88.67704654895667,EXO
2018-10-14,5632,0.9333630488076666,88.44840650768887,EXO
2018-10-21,4954,1.38259526261586,103.2515447991761,EXO
2018-10-28,5321,1.7287831162999552,109.1549169286035,EXO
2018-11-04,5490,2.0868952559887273,125.45443870361672,EXO
2018-11-11,3655,2.470141525716258,146.5685191577494,EXO
2018-11-18,3592,1.5760495526496903,137.84583620096353,EXO
2018-11-25,3471,1.4032865457035262,114.37692571037316,EXO
2018-12-02,4051,1.348644793152639,111.3922967189729,EXO
2018-12-09,4027,2.22205392305362,128.0972432596183,EXO
2018-12-16,3606,1.9372834372834373,154.8014553014553,EXO
2018-12-23,3806,2.846041590660343,154.94855892010216,EXO
2018-12-30,4663,3.7796672828096116,269.2554528650647,EXO
2019-01-06,2807,1.9701149425287356,127.63390804597701,EXO
2019-01-13,5069,1.980249164387724,91.19082345791553,EXO
2019-01-20,2459,2.0254942767950053,117.88761706555671,EXO
2019-01-27,2838,1.3227693807898586,91.33154558751828,EXO
2019-02-03,1920,1.8773841961852862,112.43051771117166,EXO
2019-02-10,1932,2.307011070110701,118.7579335793358,EXO
2019-02-17,2287,2.7557427258805514,124.67687595712098,EXO
2019-02-24,1279,3.0730011587485517,129.40092699884124,EXO
2019-03-03,942,3.7394578313253013,181.38855421686748,EXO
2019-03-10,1814,4.525044722719142,215.56529516994632,EXO
2019-03-17,1630,1.6760869565217391,126.00760869565218,EXO
2019-03-24,1135,2.632162661737523,156.11645101663586,EXO
2019-03-31,958,2.502314814814815,165.84027777777777,EXO
2019-04-07,1794,2.478855721393035,142.7997512437811,EXO
2019-04-14,1330,1.659121171770972,136.52063914780294,EXO
2019-04-21,1009,2.109730848861284,131.66666666666666,EXO
2019-04-28,1207,2.738255033557047,137.1224832214765,EXO
2019-05-05,1048,3.633009708737864,180.1145631067961,EXO
2019-05-12,912,1.1242331288343559,107.03527607361963,EXO
2019-05-19,791,1.8928571428571428,117.51190476190476,EXO
2019-05-26,1679,1.9886104783599088,156.2870159453303,EXO
2019-06-02,1790,0.7855987055016181,105.50809061488673,EXO
2019-06-09,1470,1.3958333333333333,116.00390625,EXO
2019-06-16,1949,1.7694145758661888,110.95459976105137,EXO
2019-06-23,1337,1.925974025974026,101.24285714285715,EXO
2019-06-30,1169,2.6625,113.43333333333334,EXO
2019-07-07,1599,1.1089303238469088,70.7036310107949,EXO
2019-07-14,2341,0.8109452736318408,83.40156361051883,EXO
2019-07-21,2534,0.81375,85.963125,EXO
2019-07-28,2524,0.8850174216027874,99.401393728223,EXO
2019-08-04,511,2.412280701754386,167.89766081871346,EXO
2019-08-11,775,1.5947712418300655,135.91285403050108,EXO
2019-08-18,690,1.9104859335038362,138.153452685422,EXO
2019-08-25,534,1.3041237113402062,112.4201030927835,EXO
2019-09-01,567,1.856269113149847,104.31192660550458,EXO
2019-09-08,525,2.337386018237082,96.93920972644376,EXO
2019-09-15,391,2.419230769230769,124.7,EXO
2019-09-22,370,4.6289592760181,158.28506787330318,EXO
2019-09-29,394,2.586872586872587,170.67181467181467,EXO
2019-10-06,353,2.4056603773584904,172.27830188679246,EXO
2019-10-13,311,2.7777777777777777,178.97354497354496,EXO
2019-10-20,330,2.839662447257384,133.34599156118142,EXO
2019-10-27,535,3.015527950310559,140.85714285714286,EXO
2019-11-03,491,2.735294117647059,145.5,EXO
2019-11-10,413,2.7959866220735785,145.1772575250836,EXO
2019-11-17,459,1.7835820895522387,150.67164179104478,EXO
2019-11-24,1090,2.002444987775061,127.27506112469437,EXO
2019-12-01,942,3.3777777777777778,173.33185185185187,EXO
2019-12-08,836,3.8579545454545454,226.28219696969697,EXO
2019-12-15,327,3.180327868852459,218.09016393442624,EXO
2019-12-22,555,1.6604361370716512,125.78504672897196,EXO
2019-12-29,632,2.0846456692913384,201.5708661417323,EXO
2020-01-05,411,1.9472049689440993,166.6055900621118,EXO
2020-01-12,8169,4.450349650349651,382.28146853146853,EXO
2020-01-19,2433,4.947503201024328,267.48911651728554,EXO
2020-01-26,1953,4.584205518553758,200.77354900095148,EXO
2020-02-02,2616,4.080777860882573,153.04038893044128,EXO
2020-02-09,2365,3.8793565683646114,155.51742627345845,EXO
2020-02-16,2692,4.188135593220339,189.28474576271188,EXO
2020-02-23,1048,6.313653136531365,307.98154981549817,EXO
2020-03-01,564,6.338709677419355,524.8790322580645,EXO
2020-03-08,410,8.228571428571428,587.3857142857142,EXO
2020-03-15,1299,10.568115942028985,298.56231884057974,EXO
2020-03-22,262,11.871794871794872,545.9401709401709,EXO
2020-03-29,444,4.177536231884058,179.15579710144928,EXO
2020-04-05,726,6.103678929765886,321.5150501672241,EXO
2020-04-12,346,8.09433962264151,572.5377358490566,EXO
2020-04-19,145,9.25,1089.234375,EXO
2020-04-26,419,6.688,446.156,EXO
2020-05-03,188,5.130434782608695,388.7536231884058,EXO
2018-03-18,1,0,263,EXO-K
2018-04-01,2,2,266.5,EXO-K
2018-04-08,9,4.714285714285714,329.14285714285717,EXO-K
2018-04-15,1,13,323,EXO-K
2018-04-22,2,9.5,397,EXO-K
2018-04-29,2,1,13067.5,EXO-K
2018-05-06,2,1,301,EXO-K
2018-05-13,1,9,361,EXO-K
2018-05-20,1,2,262,EXO-K
2018-05-27,2,3,340.5,EXO-K
2018-06-03,1,12,235,EXO-K
2018-06-17,1,10,285,EXO-K
2018-07-15,1,0,211,EXO-K
2018-07-22,1,0,174,EXO-K
2018-07-29,3,0.5,233.5,EXO-K
2018-08-05,1,2,252,EXO-K
2018-08-19,1,0,181,EXO-K
2018-08-26,6,0.6666666666666666,170.33333333333334,EXO-K
2018-09-02,6,0.5,340.3333333333333,EXO-K
2018-09-09,4,0,206,EXO-K
2018-09-16,2,0,169.5,EXO-K
2018-09-23,3,0.3333333333333333,137.33333333333334,EXO-K
2018-10-07,2,0.5,179.5,EXO-K
2018-10-14,133,0.6538461538461539,194.2846153846154,EXO-K
2018-10-21,13,1.7,195.2,EXO-K
2018-10-28,10,5.8,262.2,EXO-K
2018-11-04,6,2.8,194.8,EXO-K
2018-11-11,9,2.7777777777777777,1134.6666666666667,EXO-K
2018-11-18,17,2.6666666666666665,201.93333333333334,EXO-K
2018-11-25,5,0,162.4,EXO-K
2018-12-02,25,0.14285714285714285,360.6190476190476,EXO-K
2018-12-09,12,0.2,153,EXO-K
2018-12-16,5,0.4,107,EXO-K
2018-12-23,23,0.19047619047619047,257.8095238095238,EXO-K
2018-12-30,23,0.5789473684210527,121.63157894736842,EXO-K
2019-01-06,19,0.5263157894736842,92.05263157894737,EXO-K
2019-01-13,16,0.375,345,EXO-K
2019-01-20,48,0.07142857142857142,413.9642857142857,EXO-K
2019-01-27,25,0.041666666666666664,65.95833333333333,EXO-K
2019-02-03,27,0.05,53.05,EXO-K
2019-02-10,25,0,65,EXO-K
2019-02-17,23,0,74.95454545454545,EXO-K
2019-02-24,22,0,53.95454545454545,EXO-K
2019-03-03,23,0.30434782608695654,72.6086956521739,EXO-K
2019-03-10,30,0,249.31034482758622,EXO-K
2019-03-17,25,0.04,64.4,EXO-K
2019-03-24,26,0,79.84615384615384,EXO-K
2019-03-31,28,0,70.03703703703704,EXO-K
2019-04-07,54,0.08163265306122448,61.83673469387755,EXO-K
2019-04-14,31,2.25,85.17857142857143,EXO-K
2019-04-21,27,0.38461538461538464,61.15384615384615,EXO-K
2019-04-28,27,0,46.52,EXO-K
2019-05-05,38,0,51.69444444444444,EXO-K
2019-05-12,25,0,45,EXO-K
2019-05-19,21,0.38095238095238093,50.76190476190476,EXO-K
2019-05-26,27,0.8461538461538461,51.61538461538461,EXO-K
2019-06-02,19,0.2631578947368421,51.526315789473685,EXO-K
2019-06-09,25,0.25,43.875,EXO-K
2019-06-16,25,0.125,52.791666666666664,EXO-K
2019-06-23,22,0,58.5,EXO-K
2019-06-30,24,0.17391304347826086,61,EXO-K
2019-07-07,22,0,50.5,EXO-K
2019-07-14,20,0,39.75,EXO-K
2019-07-21,21,0,46.95238095238095,EXO-K
2019-07-28,25,0,43.92,EXO-K
2019-08-04,21,0,34.31578947368421,EXO-K
2019-08-11,21,0.047619047619047616,40.666666666666664,EXO-K
2019-08-18,23,0,41.18181818181818,EXO-K
2019-08-25,20,0,37.4,EXO-K
2019-09-01,22,0.23809523809523808,45.095238095238095,EXO-K
2019-09-08,18,0.05555555555555555,53.44444444444444,EXO-K
2019-09-15,19,0.05263157894736842,68.42105263157895,EXO-K
2019-09-22,15,0,70.73333333333333,EXO-K
2019-09-29,17,0,77.17647058823529,EXO-K
2019-10-06,15,0,74.26666666666667,EXO-K
2019-10-13,15,0,72.6,EXO-K
2019-10-20,14,0,70.5,EXO-K
2019-10-27,15,0,79.13333333333334,EXO-K
2019-11-03,14,0,89,EXO-K
2019-11-10,14,0,94.42857142857143,EXO-K
2019-11-17,19,0,95.625,EXO-K
2019-11-24,16,0,90.875,EXO-K
2019-12-01,19,0.5263157894736842,137.94736842105263,EXO-K
2019-12-08,19,1.4210526315789473,143.73684210526315,EXO-K
2019-12-15,13,0,117,EXO-K
2019-12-22,13,0.07692307692307693,160.30769230769232,EXO-K
2020-01-12,23,25.952380952380953,471.76190476190476,EXO-K
2020-01-19,3,16,298,EXO-K
2020-01-26,3,0.6666666666666666,335.3333333333333,EXO-K
2020-02-02,3,12.666666666666666,264.6666666666667,EXO-K
2020-02-09,4,6.333333333333333,187.33333333333334,EXO-K
2020-02-16,5,16.4,396.2,EXO-K
2020-02-23,1,5,239,EXO-K
2020-03-01,1,7,174,EXO-K
2020-03-08,1,3,74,EXO-K
2020-03-15,6,2,117,EXO-K
2020-03-22,2,1.5,122.5,EXO-K
2020-04-05,2,2,146.5,EXO-K
2020-04-12,1,1,208,EXO-K
2020-04-19,1,5,124,EXO-K
2020-05-03,4,0.3333333333333333,14,EXO-K
2017-08-06,5,0.5,501.5,EXO-M
2017-08-13,2,0,479,EXO-M
2017-08-20,1,5,788,EXO-M
2017-08-27,1005,3,454.6666666666667,EXO-M
2017-09-03,1,0,614,EXO-M
2017-09-10,4,1,541.5,EXO-M
2017-09-17,2,0,452.5,EXO-M
2017-10-01,1,0,650,EXO-M
2017-10-08,1,0,358,EXO-M
2017-10-22,3,2,551,EXO-M
2017-10-29,1,1,532,EXO-M
2017-12-03,3,0,521.6666666666666,EXO-M
2017-12-31,589,0.5,478.5,EXO-M
2018-01-07,1,0,642,EXO-M
2018-01-28,1,0,727,EXO-M
2018-02-18,1,0,523,EXO-M
2018-06-10,1,0,241,EXO-M
2018-09-09,5,1,106.8,EXO-M
2018-09-16,17,0.5,75.125,EXO-M
2018-09-23,35,0.11764705882352941,137.85294117647058,EXO-M
2018-09-30,52,0.34615384615384615,154,EXO-M
2018-10-07,58,0.6153846153846154,201.6346153846154,EXO-M
2018-10-14,141,0.2765957446808511,112.72340425531915,EXO-M
2018-10-21,103,0.31,162.61,EXO-M
2018-10-28,8,0,6111.5,EXO-M
2018-11-04,13,0,3522.0833333333335,EXO-M
2018-11-18,1,0,275,EXO-M
2018-11-25,1,0,69273,EXO-M
2018-12-16,1,0,229,EXO-M
2018-12-30,2,0,15304.5,EXO-M
2019-01-20,23,0.2,256,EXO-M
2019-01-27,1,0,202,EXO-M
2019-02-03,1,0,220,EXO-M
2019-02-10,2,0,274.5,EXO-M
2019-02-17,2,0.5,248,EXO-M
2019-02-24,1,0,129,EXO-M
2019-03-03,2,0,426,EXO-M
2019-03-10,1,0,257,EXO-M
2019-03-17,9,0.1111111111111111,333.55555555555554,EXO-M
2019-03-24,3,0,321.5,EXO-M
2019-03-31,12,0.36363636363636365,1143.6363636363637,EXO-M
2019-04-07,4,0,598,EXO-M
2019-04-14,3,0,325,EXO-M
2019-04-28,3,1,567.3333333333334,EXO-M
2019-05-05,4,0,620.25,EXO-M
2019-05-12,1,0,597,EXO-M
2019-05-26,1,0,481,EXO-M
2019-06-09,1,0,777,EXO-M
2019-06-16,3,0,496,EXO-M
2019-06-23,2,0,600.5,EXO-M
2019-07-07,2,0,334.5,EXO-M
2019-07-14,2,0,347.5,EXO-M
2019-07-21,2,1.5,623,EXO-M
2019-08-04,1,0,812,EXO-M
2019-08-11,2,0,482,EXO-M
2019-08-18,2,0,384,EXO-M
2019-08-25,1,0,632,EXO-M
2019-09-01,2,1,668,EXO-M
2019-09-15,1,0,690,EXO-M
2019-10-20,2,0.5,550.5,EXO-M
2019-11-17,1,0,273,EXO-M
2019-11-24,1,0,164,EXO-M
2019-12-08,2,5.5,419.5,EXO-M
2019-12-15,1,0,195,EXO-M
2020-01-12,3,14.333333333333334,631,EXO-M
2020-01-19,1,2,252,EXO-M
2020-02-02,1,9,212,EXO-M
2020-02-09,1,0,98,EXO-M
2020-02-23,1,4,83,EXO-M
2020-03-01,1,0,163,EXO-M
2020-03-22,1,3,68,EXO-M
2020-05-03,2,0.5,9,EXO-M
2018-03-25,11,15.6,306.8,f(x)
2018-04-01,132,15.933884297520661,383.1900826446281,f(x)
2018-04-08,114,18.275510204081634,464.66326530612247,f(x)
2018-04-15,164,16.77304964539007,392.3900709219858,f(x)
2018-04-22,474,4.945578231292517,148.05668934240362,f(x)
2018-04-29,96,14.708333333333334,647.6111111111111,f(x)
2018-05-06,110,13.61111111111111,493.5444444444444,f(x)
2018-05-13,162,14.650943396226415,402.5,f(x)
2018-05-20,107,18.13,540.03,f(x)
2018-05-27,145,16.007874015748033,408.70866141732284,f(x)
2018-06-03,124,15.25242718446602,541.1553398058253,f(x)
2018-06-10,96,17.791208791208792,754.010989010989,f(x)
2018-06-17,60,12.481481481481481,664.5555555555555,f(x)
2018-06-24,89,15.03125,517.453125,f(x)
2018-07-01,107,15,704.1343283582089,f(x)
2018-07-08,119,16.742424242424242,642.439393939394,f(x)
2018-07-15,124,17.96875,620.3541666666666,f(x)
2018-07-22,115,12.21,444.69,f(x)
2018-07-29,106,16.0989010989011,719.5164835164835,f(x)
2018-08-05,153,9.066666666666666,355.81666666666666,f(x)
2018-08-12,142,9.316239316239317,506.4786324786325,f(x)
2018-08-19,83,16.64,757.0266666666666,f(x)
2018-08-26,109,13.97979797979798,450.44444444444446,f(x)
2018-09-02,287,5.600719424460432,224.0431654676259,f(x)
2018-09-09,62,21.6,739.1636363636363,f(x)
2018-09-16,334,6.204545454545454,167.34415584415584,f(x)
2018-09-23,129,18.33884297520661,515.9090909090909,f(x)
2018-09-30,104,14.653061224489797,906.9897959183673,f(x)
2018-10-07,130,12.479674796747968,777.040650406504,f(x)
2018-10-14,101,17.148936170212767,775.1914893617021,f(x)
2018-10-21,205,8.938144329896907,251.56701030927834,f(x)
2018-10-28,168,11.453237410071942,475.89208633093523,f(x)
2018-11-04,77,12.823529411764707,761.4411764705883,f(x)
2018-11-11,99,15.56578947368421,1040.4605263157894,f(x)
2018-11-18,53,16.613636363636363,1252.090909090909,f(x)
2018-11-25,72,19.50769230769231,992.7538461538461,f(x)
2018-12-02,65,16.982456140350877,1283.2631578947369,f(x)
2018-12-09,73,13.84375,1293.71875,f(x)
2018-12-16,62,18.83050847457627,1484.7627118644068,f(x)
2018-12-23,51,12.829268292682928,1174.6829268292684,f(x)
2018-12-30,188,6.32,228.5257142857143,f(x)
2019-01-06,128,11.88034188034188,930.4102564102565,f(x)
2019-01-13,67,15.417910447761194,2389.5671641791046,f(x)
2019-01-20,74,16.636363636363637,2570.0227272727275,f(x)
2019-01-27,93,13.038461538461538,1227.7948717948718,f(x)
2019-02-03,75,16,2200.2203389830506,f(x)
2019-02-10,76,20.892307692307693,2628.0307692307692,f(x)
2019-02-17,47,20.923076923076923,2607.025641025641,f(x)
2019-02-24,55,14.837209302325581,2567.3023255813955,f(x)
2019-03-03,42,19.945945945945947,2293.7297297297296,f(x)
2019-03-10,60,14.862745098039216,2431.3529411764707,f(x)
2019-03-17,65,16.366666666666667,3502.516666666667,f(x)
2019-03-24,31,15.206896551724139,3138.9310344827586,f(x)
2019-03-31,41,10.102564102564102,2752.5128205128203,f(x)
2019-04-07,51,13.583333333333334,273.6041666666667,f(x)
2019-04-14,49,12.434782608695652,163.1086956521739,f(x)
2019-04-21,76,9.716417910447761,211.8955223880597,f(x)
2019-04-28,86,8.775,155.125,f(x)
2019-05-05,35,13.620689655172415,244.24137931034483,f(x)
2019-05-12,61,12.72549019607843,192.72549019607843,f(x)
2019-05-19,67,6.209677419354839,214.5483870967742,f(x)
2019-05-26,126,8.581395348837209,281.5348837209302,f(x)
2019-06-02,50,16.21212121212121,188.54545454545453,f(x)
2019-06-09,69,16.338709677419356,167.38709677419354,f(x)
2019-06-16,50,17.644444444444446,186.4,f(x)
2019-06-23,33,15.178571428571429,157.32142857142858,f(x)
2019-06-30,34,15.033333333333333,172.4,f(x)
2019-07-07,50,13.051282051282051,195.5897435897436,f(x)
2019-07-14,39,10.236842105263158,157.57894736842104,f(x)
2019-07-21,31,12.709677419354838,175.90322580645162,f(x)
2019-07-28,80,6.074626865671642,445.7164179104478,f(x)
2019-08-04,156,10.839506172839506,586.4938271604939,f(x)
2019-08-11,166,1.8478260869565217,148.3985507246377,f(x)
2019-08-18,14,4.857142857142857,620.2857142857143,f(x)
2019-08-25,132,4.4576271186440675,128.1864406779661,f(x)
2019-09-01,553,7.38877755511022,428.7995991983968,f(x)
2019-09-08,35,3.303030303030303,328.969696969697,f(x)
2019-09-15,78,8.558823529411764,652.7941176470588,f(x)
2019-09-22,19,16.0625,1061.875,f(x)
2019-09-29,7,11,929.8571428571429,f(x)
2019-10-06,10,12.375,1148.625,f(x)
2019-10-13,557,11.17548076923077,852.7764423076923,f(x)
2019-10-20,82,12.483333333333333,622.15,f(x)
2019-10-27,7,5.833333333333333,624.8333333333334,f(x)
2019-11-03,15,6.666666666666667,483.2,f(x)
2019-11-10,5,2.5,324.75,f(x)
2019-11-17,7,3,415,f(x)
2019-11-24,10,13.5,757.625,f(x)
2019-12-01,1,7,282,f(x)
2019-12-08,4,8,482,f(x)
2019-12-15,29,2.7241379310344827,231.51724137931035,f(x)
2019-12-22,6,2.8333333333333335,256.1666666666667,f(x)
2019-12-29,11,4.2,480.6,f(x)
2020-01-05,6,7,441.1666666666667,f(x)
2020-01-12,4,3.75,564.5,f(x)
2020-01-19,2,7,674.5,f(x)
2020-01-26,4,1.25,408.5,f(x)
2020-02-02,4,7.75,535.25,f(x)
2020-02-09,5,4,466.8,f(x)
2020-02-16,4,0.6666666666666666,431.6666666666667,f(x)
2020-02-23,1,7,329,f(x)
2020-03-01,19,8.823529411764707,575.4705882352941,f(x)
2020-03-08,11,11.25,594.125,f(x)
2020-03-15,6,11.4,630.2,f(x)
2020-03-22,9,10.5,453.1666666666667,f(x)
2020-03-29,2,25.5,703,f(x)
2020-04-05,4,2,310.5,f(x)
2020-04-12,1,17,233,f(x)
2020-04-19,6,6,298.3333333333333,f(x)
2020-04-26,3,1,189.33333333333334,f(x)
2020-05-03,1,0,80,f(x)
2018-03-25,57,6.833333333333333,420.0833333333333,FTISLAND
2018-04-01,102,3.8241758241758244,378.989010989011,FTISLAND
