,name,production,distributor,artist,time,score,rank
254,눈 떠보니 이별이더라,메이저나인,카카오 M,포맨 ,2018.05.06~2018.05.12,10076620,55
255,빨간 맛 ,SM Entertainment,Dreamus,레드벨벳,2018.05.06~2018.05.12,10071560,56
256,미안해,브랜뉴뮤직,카카오 M,양다일,2018.05.06~2018.05.12,9917856,57
257,#첫사랑,"쇼파르뮤직, 딩고뮤직",카카오 M,볼빨간사춘기,2018.05.06~2018.05.12,9690874,58
258,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018.05.06~2018.05.12,9499803,59
259,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2018.05.06~2018.05.12,9389398,60
260,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018.05.06~2018.05.12,9362048,61
261,탓 ,Stone Music Entertainment,Stone Music Entertainment,이병재 ,2018.05.06~2018.05.12,9327625,62
262,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리 ,2018.05.06~2018.05.12,9317356,63
263,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018.05.06~2018.05.12,9270429,64
264,짙어져,스페이스오디티,카카오 M,멜로망스,2018.05.06~2018.05.12,9131767,65
265,주인공,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018.05.06~2018.05.12,8980059,66
266,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,8973543,67
267,내가 더 나빠,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.06~2018.05.12,8857583,68
268,노력,메이크어스엔터테인먼트,카카오 M,박원,2018.05.06~2018.05.12,8724779,69
269,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018.05.06~2018.05.12,8699402,70
270,약속해요 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,8644758,71
271,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.06~2018.05.12,8583205,72
272,Stand By Your Man,Universal Music,Universal Music,Carla Bruni,2018.05.06~2018.05.12,8489869,73
273,My Paradise ,H1GHR MUSIC,카카오 M,GroovyRoom ,2018.05.06~2018.05.12,8455196,74
274,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.06~2018.05.12,8429029,75
275,Like It ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.06~2018.05.12,8126920,76
276,SINKING DOWN WITH U,로맨틱팩토리,카카오 M,빈첸 ,2018.05.06~2018.05.12,7963651,77
277,애쓰지 마요,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,박보람,2018.05.06~2018.05.12,7888057,78
278,우리 둘만 아는,센토엔터테인먼트,지니뮤직,윤건,2018.05.06~2018.05.12,7558417,79
279,"별, 그대 ",How엔터테인먼트,NHN벅스,황치열,2018.05.06~2018.05.12,7546357,80
280,Universe,SM Entertainment,Dreamus,EXO,2018.05.06~2018.05.12,7333631,81
281,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,길구봉구,2018.05.06~2018.05.12,7313342,82
282,기억의 빈자리,"인넥스트트렌드, 롱플레이뮤직",Stone Music Entertainment,나얼,2018.05.06~2018.05.12,7239457,83
283,EASY ,RBW,카카오 M,휘인,2018.05.06~2018.05.12,7089384,84
284,Adios ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.06~2018.05.12,7002291,85
285,나타나줘 ,AOMG,카카오 M,로꼬 ,2018.05.06~2018.05.12,6775782,86
286,피카부 ,SM Entertainment,Dreamus,레드벨벳,2018.05.06~2018.05.12,6652880,87
287,그대들은 어떤 기분이신가요,로맨틱팩토리,카카오 M,빈첸 ,2018.05.06~2018.05.12,6605768,88
288,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2018.05.06~2018.05.12,6510502,89
289,비,뉴런뮤직,NHN벅스,폴킴,2018.05.06~2018.05.12,6483086,90
290,좋아,미스틱스토리,Stone Music Entertainment,"윤종신, 민서",2018.05.06~2018.05.12,6227270,91
291,폰서트,매직스트로베리사운드,카카오 M,10cm,2018.05.06~2018.05.12,6131730,92
292,너란 별,스타쉽엔터테인먼트,카카오 M,케이윌 ,2018.05.06~2018.05.12,5990269,93
293,고민보다 Go,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.06~2018.05.12,5857831,94
294,AIR,YG Entertainment,지니뮤직,WINNER,2018.05.06~2018.05.12,5746706,95
295,우리 서로,네버랜드엔터테인먼트,카카오 M,김나영,2018.05.06~2018.05.12,5686953,96
296,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2018.05.06~2018.05.12,5626471,97
297,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.06~2018.05.12,5447764,98
298,Playdate,SM Entertainment,Dreamus,EXO-CBX ,2018.05.06~2018.05.12,5405949,99
299,매일 듣는 노래 ,How엔터테인먼트,NHN벅스,황치열,2018.05.06~2018.05.12,5405245,100
300,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018.05.13~2018.05.19,44532910,1
301,밤 ,쏘스뮤직,카카오 M,여자친구 ,2018.05.13~2018.05.19,41006851,2
302,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2018.05.13~2018.05.19,37012350,3
303,You,JTBC,인터파크,멜로망스,2018.05.13~2018.05.19,33549905,4
304,What is Love?,JYP Entertainment,Dreamus,TWICE,2018.05.13~2018.05.19,30885357,5
305,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,27743479,6
306,잊을만하면,아메바컬쳐,Stone Music Entertainment,크러쉬 ,2018.05.13~2018.05.19,27697559,7
307,붕붕 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.13~2018.05.19,27529316,8
308,사랑을 했다 ,YG Entertainment,지니뮤직,iKON,2018.05.13~2018.05.19,27150645,9
309,별이 빛나는 밤,RBW,카카오 M,마마무 ,2018.05.13~2018.05.19,24402119,10
310,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2018.05.13~2018.05.19,23656933,11
311,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018.05.13~2018.05.19,23501140,12
312,소나기 ,어라운드 어스,카카오 M,용준형,2018.05.13~2018.05.19,22298612,13
313,그날처럼,리메즈,카카오 M,장덕철,2018.05.13~2018.05.19,22215101,14
314,욕심,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.13~2018.05.19,21993777,15
315,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018.05.13~2018.05.19,21619428,16
316,EVERYDAY,YG Entertainment,지니뮤직,WINNER,2018.05.13~2018.05.19,21042222,17
317,꽃 길,YG Entertainment,지니뮤직,빅뱅,2018.05.13~2018.05.19,20822599,18
318,LATATA,큐브엔터테인먼트,카카오 M,(여자)아이들,2018.05.13~2018.05.19,19604420,19
319,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2018.05.13~2018.05.19,18897092,20
320,바코드 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.13~2018.05.19,18844800,21
321,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.13~2018.05.19,18769667,22
322,Roller Coaster,MNH Entertainment,Stone Music Entertainment,청하,2018.05.13~2018.05.19,18556348,23
323,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018.05.13~2018.05.19,18207503,24
324,전하지 못한 진심 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,17252590,25
325,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2018.05.13~2018.05.19,16363886,26
326,빛나리,큐브엔터테인먼트,카카오 M,펜타곤 ,2018.05.13~2018.05.19,15668432,27
327,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로 ,2018.05.13~2018.05.19,14801328,28
328,비행운,덕선레코드,미러볼뮤직,문문 ,2018.05.13~2018.05.19,14723727,29
329,북 ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.13~2018.05.19,14360538,30
330,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2018.05.13~2018.05.19,14316066,31
331,134340,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,14295023,32
332,Jenga ,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.13~2018.05.19,14245234,33
333,낙원,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,14088843,34
334,Love Maze,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,13945631,35
335,비도 오고 그래서 ,Stone Music Entertainment,Stone Music Entertainment,헤이즈 ,2018.05.13~2018.05.19,13720144,36
336,Magic Shop,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,13540298,37
337,우리 서로,네버랜드엔터테인먼트,카카오 M,김나영,2018.05.13~2018.05.19,13432229,38
338,Bad Boy,SM Entertainment,Dreamus,레드벨벳,2018.05.13~2018.05.19,13409363,39
339,이 별,뮤직웍스,지니뮤직,길구봉구,2018.05.13~2018.05.19,13356958,40
340,전혀 ,Stone Music Entertainment,Stone Music Entertainment,이병재 ,2018.05.13~2018.05.19,13313276,41
341,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,13126641,42
342,어린 왕자 ,Stone Music Entertainment,Stone Music Entertainment,김하온,2018.05.13~2018.05.19,12877922,43
343,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2018.05.13~2018.05.19,12790875,44
344,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,12717995,45
345,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2018.05.13~2018.05.19,12644753,46
346,Airplane pt.2,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,12626338,47
347,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,12542113,48
348,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018.05.13~2018.05.19,12426659,49
349,밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,펀치 ,2018.05.13~2018.05.19,12298620,50
350,So What,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,12216280,51
351,花요일 ,SM Entertainment,Dreamus,EXO-CBX ,2018.05.13~2018.05.19,12187850,52
352,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2018.05.13~2018.05.19,12113236,53
353,Fly Away,Stone Music Entertainment,Stone Music Entertainment,"신승훈, 에일리",2018.05.13~2018.05.19,12055088,54
354,Intro _ Singularity,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,11757897,55
355,좋니,미스틱스토리,카카오 M,윤종신,2018.05.13~2018.05.19,11687577,56
356,눈사람,안테나뮤직,지니뮤직,정승환,2018.05.13~2018.05.19,11679107,57
357,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2018.05.13~2018.05.19,11568601,58
358,시차 ,AOMG,Stone Music Entertainment,우원재,2018.05.13~2018.05.19,11532481,59
359,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2018.05.13~2018.05.19,11418964,60
360,BOOMERANG ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.13~2018.05.19,11362411,61
361,Additional,"뉴런뮤직, 로엔엔터테인먼트",카카오 M,폴킴,2018.05.13~2018.05.19,11185763,62
362,REALLY REALLY,YG Entertainment,지니뮤직,WINNER,2018.05.13~2018.05.19,11074043,63
363,결혼,Stone Music Entertainment,Stone Music Entertainment,문문 ,2018.05.13~2018.05.19,11039186,64
364,Outro _ Tear,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.13~2018.05.19,10928441,65
365,미안해,브랜뉴뮤직,카카오 M,양다일,2018.05.13~2018.05.19,10871858,66
366,별 시 ,글러브엔터테인먼트,Stone Music Entertainment,박효신,2018.05.13~2018.05.19,10774951,67
367,무슨 말이 필요해 ,어라운드 어스,카카오 M,용준형,2018.05.13~2018.05.19,10501922,68
368,LIKEY,JYP Entertainment,Dreamus,TWICE,2018.05.13~2018.05.19,10496041,69
369,빨간 맛 ,SM Entertainment,Dreamus,레드벨벳,2018.05.13~2018.05.19,10471853,70
370,눈 떠보니 이별이더라,메이저나인,카카오 M,포맨 ,2018.05.13~2018.05.19,10348070,71
371,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018.05.13~2018.05.19,10088180,72
372,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리 ,2018.05.13~2018.05.19,9878087,73
373,우리 둘만 아는,센토엔터테인먼트,지니뮤직,윤건,2018.05.13~2018.05.19,9860508,74
374,#첫사랑,"쇼파르뮤직, 딩고뮤직",카카오 M,볼빨간사춘기,2018.05.13~2018.05.19,9807767,75
375,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2018.05.13~2018.05.19,9675085,76
376,이로한 ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.13~2018.05.19,9597033,77
377,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018.05.13~2018.05.19,9536081,78
378,짙어져,스페이스오디티,카카오 M,멜로망스,2018.05.13~2018.05.19,9447385,79
379,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018.05.13~2018.05.19,9263224,80
380,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.13~2018.05.19,9105650,81
381,노력,메이크어스엔터테인먼트,카카오 M,박원,2018.05.13~2018.05.19,9067981,82
382,주인공,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018.05.13~2018.05.19,8716140,83
383,비,뉴런뮤직,NHN벅스,폴킴,2018.05.13~2018.05.19,8696528,84
384,내가 더 나빠,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.13~2018.05.19,8686375,85
385,Stand By Your Man,Universal Music,Universal Music,Carla Bruni,2018.05.13~2018.05.19,8643053,86
386,탓 ,Stone Music Entertainment,Stone Music Entertainment,이병재 ,2018.05.13~2018.05.19,8550396,87
387,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.13~2018.05.19,8478448,88
388,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.13~2018.05.19,8240846,89
389,약속해요 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2018.05.13~2018.05.19,8219135,90
390,애쓰지 마요,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,박보람,2018.05.13~2018.05.19,8174215,91
391,열애중,메이저나인,지니뮤직,벤 ,2018.05.13~2018.05.19,7610981,92
392,Like It ,Stone Music Entertainment,Stone Music Entertainment,배연서 ,2018.05.13~2018.05.19,7316573,93
393,Universe,SM Entertainment,Dreamus,EXO,2018.05.13~2018.05.19,7068468,94
394,SINKING DOWN WITH U,로맨틱팩토리,카카오 M,빈첸 ,2018.05.13~2018.05.19,7041509,95
395,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,길구봉구,2018.05.13~2018.05.19,7040317,96
396,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2018.05.13~2018.05.19,6894252,97
397,폰서트,매직스트로베리사운드,카카오 M,10cm,2018.05.13~2018.05.19,6806617,98
398,My Paradise ,H1GHR MUSIC,카카오 M,GroovyRoom ,2018.05.13~2018.05.19,6806321,99
399,기억의 빈자리,"인넥스트트렌드, 롱플레이뮤직",Stone Music Entertainment,나얼,2018.05.13~2018.05.19,6516455,100
400,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,50584743,1
401,밤 ,쏘스뮤직,카카오 M,여자친구 ,2018.05.20~2018.05.26,37310435,2
402,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.20~2018.05.26,36808713,3
403,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018.05.20~2018.05.26,36038532,4
404,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2018.05.20~2018.05.26,32493972,5
405,You,JTBC,인터파크,멜로망스,2018.05.20~2018.05.26,27840784,6
406,전하지 못한 진심 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,26427591,7
407,What is Love?,JYP Entertainment,Dreamus,TWICE,2018.05.20~2018.05.26,25421622,8
408,사랑을 했다 ,YG Entertainment,지니뮤직,iKON,2018.05.20~2018.05.26,25414467,9
409,붕붕 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.20~2018.05.26,22557474,10
410,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2018.05.20~2018.05.26,21297524,11
411,별이 빛나는 밤,RBW,카카오 M,마마무 ,2018.05.20~2018.05.26,21036262,12
412,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018.05.20~2018.05.26,20476183,13
413,잊을만하면,아메바컬쳐,Stone Music Entertainment,크러쉬 ,2018.05.20~2018.05.26,20335444,14
414,그날처럼,리메즈,카카오 M,장덕철,2018.05.20~2018.05.26,19559850,15
415,LATATA,큐브엔터테인먼트,카카오 M,(여자)아이들,2018.05.20~2018.05.26,19342281,16
416,소나기 ,어라운드 어스,카카오 M,용준형,2018.05.20~2018.05.26,19043705,17
417,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018.05.20~2018.05.26,18908757,18
418,꽃 길,YG Entertainment,지니뮤직,빅뱅,2018.05.20~2018.05.26,17557344,19
419,EVERYDAY,YG Entertainment,지니뮤직,WINNER,2018.05.20~2018.05.26,17492663,20
420,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2018.05.20~2018.05.26,17430210,21
421,욕심,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.20~2018.05.26,17322792,22
422,낙원,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,17167680,23
423,Roller Coaster,MNH Entertainment,Stone Music Entertainment,청하,2018.05.20~2018.05.26,16915601,24
424,134340,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,16898298,25
425,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018.05.20~2018.05.26,16807400,26
426,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018.05.20~2018.05.26,16737516,27
427,Love Maze,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,16409073,28
428,바람사람,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.20~2018.05.26,16404557,29
429,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2018.05.20~2018.05.26,15824937,30
430,바코드 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2018.05.20~2018.05.26,15492342,31
431,Magic Shop,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,15448511,32
432,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,15294930,33
433,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,15112914,34
434,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,14403760,35
435,빛나리,큐브엔터테인먼트,카카오 M,펜타곤 ,2018.05.20~2018.05.26,14247086,36
436,Airplane pt.2,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018.05.20~2018.05.26,13825147,37
437,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로 ,2018.05.20~2018.05.26,13712390,38
438,비행운,덕선레코드,미러볼뮤직,문문 ,2018.05.20~2018.05.26,13380580,39
439,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2018.05.20~2018.05.26,13279052,40
440,Lonely,쇼파르뮤직,카카오 M,볼빨간사춘기,2018.05.20~2018.05.26,13025598,41
441,Jenga ,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈 ,2018.05.20~2018.05.26,12677747,42
