,name,production,distributor,artist,time,score,rank
12781,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.11.10~2019.11.16,2793653,182
12782,Wine,SM Entertainment,Dreamus,태연 ,2019.11.10~2019.11.16,2784375,183
12783,All I Want For Christmas Is You,Columbia/Legacy,Sony Music,Mariah Carey,2019.11.10~2019.11.16,2772824,184
12784,우리 사랑했던 추억을 아직 잊지 말아요,C9엔터테인먼트,카카오 M,이석훈,2019.11.10~2019.11.16,2771859,185
12785,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.11.10~2019.11.16,2770701,186
12786,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.11.10~2019.11.16,2770565,187
12787,그 끝에 그대,냠냠엔터테인먼트,카카오 M,청하,2019.11.10~2019.11.16,2767000,188
12788,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.11.10~2019.11.16,2766183,189
12789,미안해,브랜뉴뮤직,카카오 M,양다일,2019.11.10~2019.11.16,2764048,190
12790,BUNGEE ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.11.10~2019.11.16,2753774,191
12791,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.11.10~2019.11.16,2739337,192
12792,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.11.10~2019.11.16,2734910,193
12793,열 밤 ,RBW,카카오 M,마마무 ,2019.11.10~2019.11.16,2729312,194
12794,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.11.10~2019.11.16,2727703,195
12795,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.11.10~2019.11.16,2701916,196
12796,SOSO,YG Entertainment,YG PLUS,WINNER,2019.11.10~2019.11.16,2693710,197
12797,신용재,인디안레이블,지니뮤직,하은 ,2019.11.10~2019.11.16,2683092,198
12798,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.11.10~2019.11.16,2679735,199
12799,Circles,Republic Records,Universal Music,Post Malone,2019.11.10~2019.11.16,2679383,200
12800,Blueming,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,64133366,1
12801,Love poem,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,52417406,2
12802,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,카카오 M,노을,2019.11.17~2019.11.23,50960308,3
12803,이 번호로 전화해줘,메이저나인,지니뮤직,바이브 ,2019.11.17~2019.11.23,40560655,4
12804,시간의 바깥,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,38995917,5
12805,HIP,RBW,카카오 M,마마무 ,2019.11.17~2019.11.23,38855268,6
12806,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,35137847,7
12807,unlucky,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,33471306,8
12808,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019.11.17~2019.11.23,29974845,9
12809,그 사람,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,28587451,10
12810,새 사랑,더하기미디어,카카오 M,송하예,2019.11.17~2019.11.23,28429757,11
12811,인기 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,28125071,12
12812,조금 취했어 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.17~2019.11.23,26829160,13
12813,자장가,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,26118284,14
12814,불티 ,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,25964158,15
12815,사랑이란 멜로는 없어,스튜디오 오드리,카카오 M,전상근,2019.11.17~2019.11.23,25127113,16
12816,있어줘요,리메즈,카카오 M,장덕철,2019.11.17~2019.11.23,22943094,17
12817,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019.11.17~2019.11.23,22080944,18
12818,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.11.17~2019.11.23,21904016,19
12819,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.17~2019.11.23,20646643,20
12820,니 소식,더하기미디어,카카오 M,송하예,2019.11.17~2019.11.23,19797781,21
12821,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019.11.17~2019.11.23,19010015,22
12822,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,17926392,23
12823,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.11.17~2019.11.23,17612154,24
12824,이별주,How엔터테인먼트,NHN벅스,황인욱,2019.11.17~2019.11.23,16945123,25
12825,샤넬 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,16939209,26
12826,LION,Stone Music Entertainment,지니뮤직,(여자)아이들,2019.11.17~2019.11.23,16217893,27
12827,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.17~2019.11.23,15986736,28
12828,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019.11.17~2019.11.23,15801162,29
12829,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시 ,2019.11.17~2019.11.23,15439724,30
12830,허전해,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,15189677,31
12831,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.11.17~2019.11.23,15039463,32
12832,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.11.17~2019.11.23,14835162,33
12833,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019.11.17~2019.11.23,14817282,34
12834,차가워진 이 바람엔 우리가 써있어,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.17~2019.11.23,14633915,35
12835,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019.11.17~2019.11.23,14465928,36
12836,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,14017028,37
12837,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,13793077,38
12838,5월의 밤,The Black Label,YG PLUS,자이언티,2019.11.17~2019.11.23,13634612,39
12839,그대라는 시,냠냠엔터테인먼트,카카오 M,태연 ,2019.11.17~2019.11.23,13373742,40
12840,Feel Special,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,13105674,41
12841,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019.11.17~2019.11.23,13083047,42
12842,떨어지는 낙엽까지도,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,12907353,43
12843,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,12654869,44
12844,헤어지자 ,RBW,카카오 M,휘인,2019.11.17~2019.11.23,12609060,45
12845,사계 ,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,12211457,46
12846,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.11.17~2019.11.23,11734709,47
12847,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.11.17~2019.11.23,11285505,48
12848,영화 속에 나오는 주인공처럼,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,펀치 ,2019.11.17~2019.11.23,11194614,49
12849,헤어져줘서 고마워,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,11100225,50
12850,운명이 내게 말해요,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,헤이즈 ,2019.11.17~2019.11.23,10984384,51
12851,이별은 늘 그렇게 ,플레이엠엔터테인먼트,카카오 M,허각,2019.11.17~2019.11.23,10785262,52
12852,우리 어떻게 할까요,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,10776266,53
12853,벗,리메즈,Universal Music,닐로 ,2019.11.17~2019.11.23,10549802,54
12854,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.11.17~2019.11.23,10482902,55
12855,내 생애 가장 행복한 시간 Part.2 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,10445631,56
12856,Speechless ,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019.11.17~2019.11.23,10381517,57
12857,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019.11.17~2019.11.23,10351165,58
12858,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019.11.17~2019.11.23,10192108,59
12859,FLOWER SHOWER,피네이션,카카오 M,현아 ,2019.11.17~2019.11.23,10117227,60
12860,꿈속에 너 ,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드 ,2019.11.17~2019.11.23,9904805,61
12861,천둥벌거숭이 ,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,9889002,62
12862,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019.11.17~2019.11.23,9842036,63
12863,노래방에서,버스커버스커,카카오 M,장범준,2019.11.17~2019.11.23,9643410,64
12864,가끔 이러다,냠냠엔터테인먼트,카카오 M,펀치 ,2019.11.17~2019.11.23,9129323,65
12865,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.11.17~2019.11.23,9096778,66
12866,이별행동,케이에이치컴퍼니,카카오 M,이우,2019.11.17~2019.11.23,8982339,67
12867,Done For Me,냠냠엔터테인먼트,카카오 M,펀치 ,2019.11.17~2019.11.23,8721236,68
12868,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤 ,2019.11.17~2019.11.23,8584696,69
12869,내 안부,소리바다,소리바다,이우,2019.11.17~2019.11.23,8342347,70
12870,ICY,JYP Entertainment,Dreamus,ITZY ,2019.11.17~2019.11.23,8150962,71
12871,비,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,8139562,72
12872,Into the Unknown,Walt Disney Records,Universal Music,"Idina Menzel, AURORA",2019.11.17~2019.11.23,8119253,73
12873,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.11.17~2019.11.23,8047736,74
12874,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈 ,2019.11.17~2019.11.23,8017838,75
12875,FANCY,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,7988985,76
12876,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,7852733,77
12877,사람,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,7811835,78
12878,인사,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,7736823,79
12879,축제,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,7597810,80
12880,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,7532486,81
12881,을 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,7465321,82
12882,Gravity,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,7465086,83
12883,남겨짐에 대해 ,KOZ 엔터테인먼트,카카오 M,지코 ,2019.11.17~2019.11.23,7383939,84
12884,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.11.17~2019.11.23,7098813,85
12885,Snapping,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.11.17~2019.11.23,6993963,86
12886,Lose You To Love Me,Interscope Records,Universal Music,Selena Gomez,2019.11.17~2019.11.23,6813940,87
12887,날라리 ,메이크어스엔터테인먼트,카카오 M,선미,2019.11.17~2019.11.23,6675554,88
12888,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,6499228,89
12889,호랑이소굴 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,6490607,90
12890,우린 결국 다시 만날 운명이었지 ,Stone Music Entertainment,지니뮤직,마마무,2019.11.17~2019.11.23,6353966,91
12891,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.11.17~2019.11.23,6281074,92
12892,안녕이라는 말,뮤직디자인,카카오 M,송이한,2019.11.17~2019.11.23,6227210,93
12893,Forever 84,"AOMG, 딩고뮤직, Hi-Lite Records, ILLIONAIRE RECORDS, VMC, YUMDDA",Dreamus,"염따, 딥플로우, 팔로알토 ",2019.11.17~2019.11.23,5979303,94
12894,널 안지 않을 수 있어야지,SM Entertainment,Dreamus,첸 ,2019.11.17~2019.11.23,5870341,95
12895,괜찮아도 괜찮아 ,SM Entertainment,Dreamus,디오 ,2019.11.17~2019.11.23,5849907,96
12896,가라사대,Dejavu Group,카카오 M,비와이,2019.11.17~2019.11.23,5664334,97
12897,낙서 ,AOMG,카카오 M,펀치넬로 ,2019.11.17~2019.11.23,5502280,98
12898,합정역 5번 출구,MBC,YG PLUS,유산슬,2019.11.17~2019.11.23,5458558,99
12899,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.11.17~2019.11.23,5398720,100
12900,나빠,피네이션,Dreamus,크러쉬 ,2019.11.17~2019.11.23,5389796,101
12901,everything i wanted,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,5252701,102
12902,아퍼 ,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,5149457,103
12903,달,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,5109851,104
12904,담아 ,Stone Music Entertainment,지니뮤직,스윙스,2019.11.17~2019.11.23,5087949,105
12905,이루리,스타쉽엔터테인먼트,카카오 M,우주소녀,2019.11.17~2019.11.23,5057051,106
12906,이혼서류,린치핀뮤직,카카오 M,기리보이,2019.11.17~2019.11.23,5043063,107
12907,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.11.17~2019.11.23,4962100,108
12908,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.11.17~2019.11.23,4807023,109
12909,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.11.17~2019.11.23,4736820,110
12910,겨울이 오면,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,김필,2019.11.17~2019.11.23,4694317,111
12911,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019.11.17~2019.11.23,4677288,112
12912,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.11.17~2019.11.23,4674080,113
12913,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.17~2019.11.23,4670943,114
12914,숨겨진 세상 ,Walt Disney Records,Universal Music,태연 ,2019.11.17~2019.11.23,4666552,115
12915,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈 ,2019.11.17~2019.11.23,4652418,116
12916,All I Want For Christmas Is You,Columbia/Legacy,Sony Music,Mariah Carey,2019.11.17~2019.11.23,4419542,117
12917,원더우먼,"에이팝, 미스틱스토리",카카오 M,브라운 아이드 걸스,2019.11.17~2019.11.23,4369343,118
12918,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.11.17~2019.11.23,4334180,119
12919,Show Yourself,Walt Disney Records,Universal Music,"Idina Menzel, Evan Rachel Wood",2019.11.17~2019.11.23,4303853,120
12920,온도 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,4269040,121
12921,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.11.17~2019.11.23,4197061,122
12922,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,4156768,123
12923,Don`t Start Now,Warner Records,Warner Music,Dua Lipa,2019.11.17~2019.11.23,4059032,124
12924,FLASH,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.11.17~2019.11.23,4052637,125
12925,Here I Am,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,4048136,126
12926,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.11.17~2019.11.23,4024019,127
12927,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,4021793,128
12928,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.11.17~2019.11.23,4002767,129
12929,Memories,222 Records/Interscope Records,Universal Music,Maroon 5,2019.11.17~2019.11.23,3959684,130
12930,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.11.17~2019.11.23,3895123,131
12931,그 무렵,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,김나영,2019.11.17~2019.11.23,3887631,132
12932,이상한 사람,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,존박,2019.11.17~2019.11.23,3787227,133
12933,Attention,Artist Partners,Warner Music,Charlie Puth,2019.11.17~2019.11.23,3784279,134
12934,삐삐,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,3736373,135
12935,Santa Tell Me,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,3691487,136
12936,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.11.17~2019.11.23,3635241,137
12937,We don`t talk together ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,3630627,138
12938,비가 내리는 날에는,C9엔터테인먼트,카카오 M,윤하,2019.11.17~2019.11.23,3615005,139
12939,만추 ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,3589920,140
12940,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.11.17~2019.11.23,3584789,141
12941,Youth,Universal Music,Universal Music,Troye Sivan,2019.11.17~2019.11.23,3583803,142
12942,EX,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Kiana Lede,2019.11.17~2019.11.23,3554184,143
12943,초록빛,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,3533009,144
12944,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019.11.17~2019.11.23,3503254,145
12945,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019.11.17~2019.11.23,3496133,146
12946,사랑의 재개발,MBC,YG PLUS,유산슬,2019.11.17~2019.11.23,3485375,147
12947,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.11.17~2019.11.23,3410885,148
12948,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019.11.17~2019.11.23,3387251,149
12949,음파음파 ,SM Entertainment,Dreamus,레드벨벳,2019.11.17~2019.11.23,3370664,150
12950,우리 왜 헤어져야 해,스튜디오 오드리,카카오 M,신예영,2019.11.17~2019.11.23,3328880,151
12951,고백,브랜뉴뮤직,카카오 M,양다일,2019.11.17~2019.11.23,3219146,152
12952,미리 메리 크리스마스 ,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,3170452,153
12953,게릴라 ,Stone Music Entertainment,지니뮤직,오마이걸 ,2019.11.17~2019.11.23,3156570,154
12954,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.11.17~2019.11.23,3140179,155
12955,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,3135557,156
12956,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.11.17~2019.11.23,3135196,157
12957,한숨만,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,벤 ,2019.11.17~2019.11.23,3127044,158
12958,우린 결국 다시 만날 운명이었지 ,RBW,카카오 M,마마무 ,2019.11.17~2019.11.23,3085149,159
12959,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.11.17~2019.11.23,3081086,160
12960,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,3055689,161
12961,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.11.17~2019.11.23,3048450,162
12962,180도,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,3024169,163
12963,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,2997000,164
12964,Honesty,"Human Re Sources, LLC",Warner Music,Pink Sweat$,2019.11.17~2019.11.23,2993758,165
12965,열애중,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,2956725,166
12966,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.11.17~2019.11.23,2938006,167
12967,별의노래 ,뷰티플노이즈,카카오 M,마미손,2019.11.17~2019.11.23,2899056,168
12968,Empty Head,앰비션뮤직,"지니뮤직, Stone Music Entertainment",ASH ISLAND,2019.11.17~2019.11.23,2853038,169
12969,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019.11.17~2019.11.23,2849950,170
12970,Painkiller,Rca Records Label,Sony Music,Ruel,2019.11.17~2019.11.23,2821979,171
12971,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.11.17~2019.11.23,2814647,172
12972,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,2814054,173
12973,무인도 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,2804516,174
12974,그날처럼,리메즈,카카오 M,장덕철,2019.11.17~2019.11.23,2800442,175
12975,뱃노래,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2785999,176
12976,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.11.17~2019.11.23,2769108,177
12977,야생화,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",박효신,2019.11.17~2019.11.23,2737644,178
12978,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,2729486,179
12979,Love Shot,SM Entertainment,Dreamus,EXO,2019.11.17~2019.11.23,2723568,180
12980,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.11.17~2019.11.23,2700581,181
12981,너였다면,Stone Music Entertainment,지니뮤직,정승환,2019.11.17~2019.11.23,2691694,182
12982,쓰레기,인디고뮤직,카카오 M,저스디스 ,2019.11.17~2019.11.23,2680649,183
12983,나만 아픈 일,Stone Music Entertainment,지니뮤직,이해리,2019.11.17~2019.11.23,2678359,184
12984,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.11.17~2019.11.23,2677829,185
12985,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.11.17~2019.11.23,2638190,186
12986,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,2633735,187
12987,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.11.17~2019.11.23,2630722,188
12988,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.11.17~2019.11.23,2613139,189
12989,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.11.17~2019.11.23,2610438,190
12990,미안해,브랜뉴뮤직,카카오 M,양다일,2019.11.17~2019.11.23,2604883,191
12991,밤 끝없는 밤,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2601609,192
12992,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.11.17~2019.11.23,2591238,193
12993,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,2590792,194
12994,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.11.17~2019.11.23,2588609,195
12995,FREEDOM,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2553582,196
12996,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.11.17~2019.11.23,2539727,197
12997,신용재,인디안레이블,지니뮤직,하은 ,2019.11.17~2019.11.23,2539106,198
12998,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.11.17~2019.11.23,2536615,199
12999,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.11.17~2019.11.23,2531521,200
13000,Blueming,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,55037317,1
13001,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,카카오 M,노을,2019.11.24~2019.11.30,44046549,2
13002,Love poem,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,42214649,3
13003,HIP,RBW,카카오 M,마마무 ,2019.11.24~2019.11.30,37289867,4
13004,Into the Unknown,Walt Disney Records,Universal Music,"Idina Menzel, AURORA",2019.11.24~2019.11.30,37065320,5
13005,이 번호로 전화해줘,메이저나인,지니뮤직,바이브 ,2019.11.24~2019.11.30,31534009,6
13006,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.24~2019.11.30,31465953,7
13007,시간의 바깥,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,28039921,8
13008,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019.11.24~2019.11.30,27541875,9
13009,새 사랑,더하기미디어,카카오 M,송하예,2019.11.24~2019.11.30,24659027,10
13010,조금 취했어 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.24~2019.11.30,23862343,11
13011,인기 ,밀리언마켓,Dreamus,MC몽,2019.11.24~2019.11.30,23799346,12
13012,Obsession,SM Entertainment,Dreamus,EXO,2019.11.24~2019.11.30,23351448,13
13013,Show Yourself,Walt Disney Records,Universal Music,"Idina Menzel, Evan Rachel Wood",2019.11.24~2019.11.30,22397037,14
13014,unlucky,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,22377245,15
13015,사랑이란 멜로는 없어,스튜디오 오드리,카카오 M,전상근,2019.11.24~2019.11.30,22248335,16
13016,불티 ,SM Entertainment,Dreamus,태연 ,2019.11.24~2019.11.30,21752685,17
13017,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019.11.24~2019.11.30,20282294,18
13018,있어줘요,리메즈,카카오 M,장덕철,2019.11.24~2019.11.30,20075126,19
13019,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.11.24~2019.11.30,20066264,20
13020,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.24~2019.11.30,18849818,21
13021,그 사람,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,18060616,22
13022,니 소식,더하기미디어,카카오 M,송하예,2019.11.24~2019.11.30,17681764,23
13023,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019.11.24~2019.11.30,17201753,24
13024,자장가,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,16458998,25
13025,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.11.24~2019.11.30,16387784,26
13026,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.24~2019.11.30,15872341,27
13027,숨겨진 세상 ,Walt Disney Records,Universal Music,태연 ,2019.11.24~2019.11.30,15845887,28
13028,이별주,How엔터테인먼트,NHN벅스,황인욱,2019.11.24~2019.11.30,15490659,29
13029,차가워진 이 바람엔 우리가 써있어,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.24~2019.11.30,14785404,30
