"","제목","시청률","주차"
"1457","4시사건반장","3.193","20180703"
"1458","5시정치부회의","3.138","20180703"
"1459","MBN뉴스와이드","2.915","20180703"
"1460","엄지의제왕","2.756","20180703"
"1461","JTBC뉴스룸","6.472","20180704"
"1462","나는자연인이다","5.888","20180704"
"1463","식큐멘터리한끼줍쇼","5.056","20180704"
"1464","질문있습니다차이나는클라스","3.483","20180704"
"1465","5시정치부회의","3.291","20180704"
"1466","4시사건반장","3.073","20180704"
"1467","MBN뉴스8","2.957","20180704"
"1468","강적들","2.919","20180704"
"1469","탐사보도세븐","2.759","20180704"
"1470","보도본부핫라인","2.433","20180704"
"1471","JTBC뉴스룸","6.472","20180704"
"1472","나는자연인이다","5.888","20180704"
"1473","식큐멘터리한끼줍쇼","5.056","20180704"
"1474","질문있습니다차이나는클라스","3.483","20180704"
"1475","5시정치부회의","3.291","20180704"
"1476","4시사건반장","3.073","20180704"
"1477","MBN뉴스8","2.957","20180704"
"1478","강적들","2.919","20180704"
"1479","탐사보도세븐","2.759","20180704"
"1480","보도본부핫라인","2.433","20180704"
"1481","JTBC뉴스룸","6.008","20180705"
"1482","나만믿고따라와도시어부","4.478","20180705"
"1483","썰전","3.891","20180705"
"1484","인생다큐(마이웨이)","3.540","20180705"
"1485","살림9단의만물상","3.447","20180705"
"1486","이규연의스포트라이트","3.398","20180705"
"1487","여행생활자집시맨","3.211","20180705"
"1488","5시정치부회의","3.098","20180705"
"1489","뉴스파이터","3.065","20180705"
"1490","MBN뉴스8","3.043","20180705"
"1491","JTBC뉴스룸","6.008","20180705"
"1492","나만믿고따라와도시어부","4.478","20180705"
"1493","썰전","3.891","20180705"
"1494","인생다큐(마이웨이)","3.540","20180705"
"1495","살림9단의만물상","3.447","20180705"
"1496","이규연의스포트라이트","3.398","20180705"
"1497","여행생활자집시맨","3.211","20180705"
"1498","5시정치부회의","3.098","20180705"
"1499","뉴스파이터","3.065","20180705"
"1500","MBN뉴스8","3.043","20180705"
"1501","JTBC뉴스룸","4.204","20180706"
"1502","MBN뉴스8","3.616","20180706"
"1503","5시정치부회의","3.159","20180706"
"1504","구조신호시그널","3.139","20180706"
"1505","현장르포특종세상","3.086","20180706"
"1506","4시사건반장","3.027","20180706"
"1507","랜선라이프크리에이터가사는법","2.860","20180706"
"1508","MBN뉴스와이드","2.848","20180706"
"1509","뉴스TOP10","2.402","20180706"
"1510","뉴스앤이슈","2.289","20180706"
"1511","JTBC뉴스룸","4.204","20180706"
"1512","MBN뉴스8","3.616","20180706"
"1513","5시정치부회의","3.159","20180706"
"1514","구조신호시그널","3.139","20180706"
"1515","현장르포특종세상","3.086","20180706"
"1516","4시사건반장","3.027","20180706"
"1517","랜선라이프크리에이터가사는법","2.860","20180706"
"1518","MBN뉴스와이드","2.848","20180706"
"1519","뉴스TOP10","2.402","20180706"
"1520","뉴스앤이슈","2.289","20180706"
"1521","아는형님","5.145","20180707"
"1522","속풀이쇼동치미","3.695","20180707"
"1523","기막힌이야기실제상황","3.092","20180707"
"1524","MBN뉴스8","2.615","20180707"
"1525","금토드라마(내일을그리는손스케치)","2.487","20180707"
"1526","TV조선뉴스현장","2.281","20180707"
"1527","JTBC뉴스룸","2.272","20180707"
"1528","속풀이쇼동치미","2.266","20180707"
"1529","신통방통","2.141","20180707"
"1530","기막힌이야기실제상황","1.986","20180707"
"1531","아는형님","5.145","20180707"
"1532","속풀이쇼동치미","3.695","20180707"
"1533","기막힌이야기실제상황","3.092","20180707"
"1534","MBN뉴스8","2.615","20180707"
"1535","금토드라마(내일을그리는손스케치)","2.487","20180707"
"1536","TV조선뉴스현장","2.281","20180707"
"1537","JTBC뉴스룸","2.272","20180707"
"1538","속풀이쇼동치미","2.266","20180707"
"1539","신통방통","2.141","20180707"
"1540","기막힌이야기실제상황","1.986","20180707"
"1541","히든싱어5","6.905","20180708"
"1542","알토란","4.151","20180708"
"1543","뭉쳐야뜬다패키지로세계일주","3.604","20180708"
"1544","MBN뉴스8","3.444","20180708"
"1545","이제만나러갑니다","3.020","20180708"
"1546","JTBC뉴스룸","2.923","20180708"
"1547","속풀이쇼동치미","2.908","20180708"
"1548","천기누설","2.349","20180708"
"1549","MBN뉴스와이드","2.142","20180708"
"1550","구조신호시그널","1.863","20180708"
"1551","히든싱어5","6.905","20180708"
"1552","알토란","4.151","20180708"
"1553","뭉쳐야뜬다패키지로세계일주","3.604","20180708"
"1554","MBN뉴스8","3.444","20180708"
"1555","이제만나러갑니다","3.020","20180708"
"1556","JTBC뉴스룸","2.923","20180708"
"1557","속풀이쇼동치미","2.908","20180708"
"1558","천기누설","2.349","20180708"
"1559","MBN뉴스와이드","2.142","20180708"
"1560","구조신호시그널","1.863","20180708"
"1561","JTBC뉴스룸","7.413","20180709"
"1562","냉장고를부탁해","4.671","20180709"
"1563","월화드라마(미스함무라비)","4.121","20180709"
"1564","MBN뉴스8","3.866","20180709"
"1565","판도라","3.518","20180709"
"1566","인생감정쇼얼마예요","3.484","20180709"
"1567","5시정치부회의","3.309","20180709"
"1568","MBN뉴스와이드","3.190","20180709"
"1569","4시사건반장","3.061","20180709"
"1570","뉴스앤이슈","2.832","20180709"
"1571","JTBC뉴스룸","7.413","20180709"
"1572","냉장고를부탁해","4.671","20180709"
"1573","월화드라마(미스함무라비)","4.121","20180709"
"1574","MBN뉴스8","3.866","20180709"
"1575","판도라","3.518","20180709"
"1576","인생감정쇼얼마예요","3.484","20180709"
"1577","5시정치부회의","3.309","20180709"
"1578","MBN뉴스와이드","3.190","20180709"
"1579","4시사건반장","3.061","20180709"
"1580","뉴스앤이슈","2.832","20180709"
"1581","JTBC뉴스룸","6.266","20180710"
"1582","월화드라마(미스함무라비)","4.490","20180710"
"1583","나는몸신이다","3.682","20180710"
"1584","휴먼다큐(사노라면)","3.436","20180710"
"1585","MBN뉴스8","3.414","20180710"
"1586","세상어디에도없는아내의맛","3.395","20180710"
"1587","김제동의톡투유행복한가요그대","3.382","20180710"
"1588","엄지의제왕","2.938","20180710"
"1589","뉴스파이터","2.821","20180710"
"1590","5시정치부회의","2.702","20180710"
"1591","JTBC뉴스룸","6.266","20180710"
"1592","월화드라마(미스함무라비)","4.490","20180710"
"1593","나는몸신이다","3.682","20180710"
"1594","휴먼다큐(사노라면)","3.436","20180710"
"1595","MBN뉴스8","3.414","20180710"
"1596","세상어디에도없는아내의맛","3.395","20180710"
"1597","김제동의톡투유행복한가요그대","3.382","20180710"
"1598","엄지의제왕","2.938","20180710"
"1599","뉴스파이터","2.821","20180710"
"1600","5시정치부회의","2.702","20180710"
"1601","JTBC뉴스룸","6.362","20180711"
"1602","나는자연인이다","6.138","20180711"
"1603","식큐멘터리한끼줍쇼","5.313","20180711"
"1604","MBN뉴스8","3.589","20180711"
"1605","4시사건반장","3.075","20180711"
"1606","5시정치부회의","2.914","20180711"
"1607","강적들","2.800","20180711"
"1608","MBN뉴스와이드","2.790","20180711"
"1609","뉴스파이터","2.778","20180711"
"1610","질문있습니다차이나는클라스","2.494","20180711"
"1611","JTBC뉴스룸","6.362","20180711"
"1612","나는자연인이다","6.138","20180711"
"1613","식큐멘터리한끼줍쇼","5.313","20180711"
"1614","MBN뉴스8","3.589","20180711"
"1615","4시사건반장","3.075","20180711"
"1616","5시정치부회의","2.914","20180711"
"1617","강적들","2.800","20180711"
"1618","MBN뉴스와이드","2.790","20180711"
"1619","뉴스파이터","2.778","20180711"
"1620","질문있습니다차이나는클라스","2.494","20180711"
"1621","JTBC뉴스룸","7.008","20180712"
"1622","나만믿고따라와도시어부","4.791","20180712"
"1623","이규연의스포트라이트","4.169","20180712"
"1624","썰전","3.864","20180712"
"1625","여행생활자집시맨","3.194","20180712"
"1626","4시사건반장","3.082","20180712"
"1627","인생다큐(마이웨이)","3.070","20180712"
"1628","5시정치부회의","3.002","20180712"
"1629","MBN뉴스8","2.721","20180712"
"1630","뉴스파이터","2.710","20180712"
"1631","JTBC뉴스룸","7.008","20180712"
"1632","나만믿고따라와도시어부","4.791","20180712"
"1633","이규연의스포트라이트","4.169","20180712"
"1634","썰전","3.864","20180712"
"1635","여행생활자집시맨","3.194","20180712"
"1636","4시사건반장","3.082","20180712"
"1637","인생다큐(마이웨이)","3.070","20180712"
"1638","5시정치부회의","3.002","20180712"
"1639","MBN뉴스8","2.721","20180712"
"1640","뉴스파이터","2.710","20180712"
"1641","JTBC뉴스룸","4.608","20180713"
"1642","4시사건반장","3.217","20180713"
"1643","5시정치부회의","3.163","20180713"
"1644","현장르포특종세상","3.089","20180713"
"1645","MBN뉴스8","3.072","20180713"
"1646","뉴스TOP10","2.720","20180713"
"1647","MBN뉴스와이드","2.708","20180713"
"1648","금토드라마(내일을그리는손스케치)","2.620","20180713"
"1649","뉴스앤이슈","2.501","20180713"
"1650","뉴스A","2.410","20180713"
"1651","JTBC뉴스룸","4.608","20180713"
"1652","4시사건반장","3.217","20180713"
"1653","5시정치부회의","3.163","20180713"
"1654","현장르포특종세상","3.089","20180713"
"1655","MBN뉴스8","3.072","20180713"
"1656","뉴스TOP10","2.720","20180713"
"1657","MBN뉴스와이드","2.708","20180713"
"1658","금토드라마(내일을그리는손스케치)","2.620","20180713"
"1659","뉴스앤이슈","2.501","20180713"
"1660","뉴스A","2.410","20180713"
"1661","아는형님","4.496","20180714"
"1662","속풀이쇼동치미","3.057","20180714"
"1663","기막힌이야기실제상황","2.953","20180714"
"1664","기막힌이야기실제상황","2.512","20180714"
"1665","나만믿고따라와도시어부","2.328","20180714"
"1666","금토드라마(내일을그리는손스케치)","2.324","20180714"
"1667","속풀이쇼동치미","2.239","20180714"
"1668","MBN뉴스8","2.204","20180714"
"1669","김광일의신통방통","2.152","20180714"
"1670","식큐멘터리한끼줍쇼스페셜","2.139","20180714"
"1671","아는형님","4.496","20180714"
"1672","속풀이쇼동치미","3.057","20180714"
"1673","기막힌이야기실제상황","2.953","20180714"
"1674","기막힌이야기실제상황","2.512","20180714"
"1675","나만믿고따라와도시어부","2.328","20180714"
"1676","금토드라마(내일을그리는손스케치)","2.324","20180714"
"1677","속풀이쇼동치미","2.239","20180714"
"1678","MBN뉴스8","2.204","20180714"
"1679","김광일의신통방통","2.152","20180714"
"1680","식큐멘터리한끼줍쇼스페셜","2.139","20180714"
"1681","히든싱어5","7.339","20180715"
"1682","알토란","2.942","20180715"
"1683","MBN뉴스8","2.855","20180715"
"1684","JTBC뉴스룸","2.779","20180715"
"1685","속풀이쇼동치미","2.733","20180715"
"1686","뭉쳐야뜬다패키지로세계일주","2.704","20180715"
"1687","MBN뉴스와이드","2.430","20180715"
"1688","이제만나러갑니다","2.346","20180715"
"1689","인생감정쇼얼마예요","2.336","20180715"
"1690","모란봉클럽통일준비위원회","2.032","20180715"
"1691","히든싱어5","7.339","20180715"
"1692","알토란","2.942","20180715"
"1693","MBN뉴스8","2.855","20180715"
"1694","JTBC뉴스룸","2.779","20180715"
"1695","속풀이쇼동치미","2.733","20180715"
"1696","뭉쳐야뜬다패키지로세계일주","2.704","20180715"
"1697","MBN뉴스와이드","2.430","20180715"
"1698","이제만나러갑니다","2.346","20180715"
"1699","인생감정쇼얼마예요","2.336","20180715"
"1700","모란봉클럽통일준비위원회","2.032","20180715"
"1701","JTBC뉴스룸","6.399","20180716"
"1702","월화드라마(미스함무라비)","5.333","20180716"
"1703","냉장고를부탁해","3.856","20180716"
"1704","MBN뉴스8","3.827","20180716"
"1705","인생감정쇼얼마예요","3.494","20180716"
"1706","판도라","3.097","20180716"
"1707","MBN뉴스와이드","2.884","20180716"
"1708","4시사건반장","2.853","20180716"
"1709","5시정치부회의","2.736","20180716"
"1710","뉴스BIG5","2.712","20180716"
"1711","JTBC뉴스룸","6.399","20180716"
"1712","월화드라마(미스함무라비)","5.333","20180716"
"1713","냉장고를부탁해","3.856","20180716"
"1714","MBN뉴스8","3.827","20180716"
"1715","인생감정쇼얼마예요","3.494","20180716"
"1716","판도라","3.097","20180716"
"1717","MBN뉴스와이드","2.884","20180716"
"1718","4시사건반장","2.853","20180716"
"1719","5시정치부회의","2.736","20180716"
"1720","뉴스BIG5","2.712","20180716"
"1721","JTBC뉴스룸","6.298","20180717"
"1722","휴먼다큐(사노라면)","3.534","20180717"
"1723","김제동의톡투유행복한가요그대","3.504","20180717"
"1724","MBN뉴스8","3.387","20180717"
"1725","5시정치부회의","3.377","20180717"
"1726","세상어디에도없는아내의맛","3.256","20180717"
"1727","나는몸신이다","3.064","20180717"
"1728","4시사건반장","2.853","20180717"
"1729","엄지의제왕","2.778","20180717"
"1730","MBN뉴스와이드","2.745","20180717"
"1731","JTBC뉴스룸","6.298","20180717"
"1732","휴먼다큐(사노라면)","3.534","20180717"
"1733","김제동의톡투유행복한가요그대","3.504","20180717"
"1734","MBN뉴스8","3.387","20180717"
"1735","5시정치부회의","3.377","20180717"
"1736","세상어디에도없는아내의맛","3.256","20180717"
"1737","나는몸신이다","3.064","20180717"
"1738","4시사건반장","2.853","20180717"
"1739","엄지의제왕","2.778","20180717"
"1740","MBN뉴스와이드","2.745","20180717"
"1741","나는자연인이다","6.394","20180718"
"1742","식큐멘터리한끼줍쇼","5.235","20180718"
"1743","JTBC뉴스룸","4.666","20180718"
"1744","MBN뉴스8","2.916","20180718"
"1745","뉴스파이터","2.851","20180718"
"1746","5시정치부회의","2.796","20180718"
"1747","질문있습니다차이나는클라스","2.782","20180718"
"1748","4시사건반장","2.717","20180718"
"1749","강적들","2.475","20180718"
"1750","TV조선뉴스9","2.410","20180718"
"1751","나는자연인이다","6.394","20180718"
"1752","식큐멘터리한끼줍쇼","5.235","20180718"
"1753","JTBC뉴스룸","4.666","20180718"
"1754","MBN뉴스8","2.916","20180718"
"1755","뉴스파이터","2.851","20180718"
"1756","5시정치부회의","2.796","20180718"
"1757","질문있습니다차이나는클라스","2.782","20180718"
"1758","4시사건반장","2.717","20180718"
"1759","강적들","2.475","20180718"
"1760","TV조선뉴스9","2.410","20180718"
"1761","JTBC뉴스룸","5.373","20180719"
"1762","이규연의스포트라이트","4.835","20180719"
"1763","나만믿고따라와도시어부","4.715","20180719"
"1764","인생다큐(마이웨이)","3.037","20180719"
"1765","4시사건반장","2.831","20180719"
"1766","MBN뉴스8","2.790","20180719"
"1767","5시정치부회의","2.683","20180719"
"1768","썰전","2.632","20180719"
"1769","여행생활자집시맨","2.575","20180719"
"1770","뉴스파이터","2.564","20180719"
"1771","JTBC뉴스룸","5.373","20180719"
"1772","이규연의스포트라이트","4.835","20180719"
"1773","나만믿고따라와도시어부","4.715","20180719"
"1774","인생다큐(마이웨이)","3.037","20180719"
"1775","4시사건반장","2.831","20180719"
"1776","MBN뉴스8","2.790","20180719"
"1777","5시정치부회의","2.683","20180719"
"1778","썰전","2.632","20180719"
"1779","여행생활자집시맨","2.575","20180719"
"1780","뉴스파이터","2.564","20180719"
"1781","JTBC뉴스룸","4.077","20180720"
"1782","MBN뉴스8","3.029","20180720"
"1783","5시정치부회의","2.990","20180720"
"1784","현장르포특종세상","2.917","20180720"
"1785","뉴스파이터","2.683","20180720"
"1786","김광일의신통방통","2.549","20180720"
"1787","4시사건반장","2.518","20180720"
"1788","구조신호시그널","2.278","20180720"
"1789","MBN뉴스와이드","2.227","20180720"
"1790","뉴스TOP10","2.223","20180720"
"1791","JTBC뉴스룸","4.077","20180720"
"1792","MBN뉴스8","3.029","20180720"
"1793","5시정치부회의","2.990","20180720"
"1794","현장르포특종세상","2.917","20180720"
"1795","뉴스파이터","2.683","20180720"
"1796","김광일의신통방통","2.549","20180720"
"1797","4시사건반장","2.518","20180720"
"1798","구조신호시그널","2.278","20180720"
"1799","MBN뉴스와이드","2.227","20180720"
"1800","뉴스TOP10","2.223","20180720"
"1801","아는형님","4.237","20180721"
"1802","속풀이쇼동치미","4.030","20180721"
"1803","기막힌이야기실제상황","2.365","20180721"
"1804","기막힌이야기실제상황","2.350","20180721"
"1805","식큐멘터리한끼줍쇼스페셜","2.119","20180721"
"1806","속풀이쇼동치미","2.087","20180721"
"1807","MBN뉴스8","2.083","20180721"
"1808","김광일의신통방통","2.049","20180721"
"1809","JTBC뉴스룸","1.908","20180721"
"1810","TV조선뉴스현장","1.845","20180721"
"1811","아는형님","4.237","20180721"
"1812","속풀이쇼동치미","4.030","20180721"
"1813","기막힌이야기실제상황","2.365","20180721"
"1814","기막힌이야기실제상황","2.350","20180721"
"1815","식큐멘터리한끼줍쇼스페셜","2.119","20180721"
"1816","속풀이쇼동치미","2.087","20180721"
"1817","MBN뉴스8","2.083","20180721"
"1818","김광일의신통방통","2.049","20180721"
"1819","JTBC뉴스룸","1.908","20180721"
"1820","TV조선뉴스현장","1.845","20180721"
"1821","히든싱어5","4.399","20180722"
"1822","알토란","2.959","20180722"
"1823","JTBC뉴스룸","2.955","20180722"
"1824","MBN뉴스8","2.917","20180722"
"1825","속풀이쇼동치미","2.882","20180722"
"1826","이제만나러갑니다","2.680","20180722"
"1827","MBN뉴스와이드","2.512","20180722"
"1828","뭉쳐야뜬다패키지로세계일주","2.315","20180722"
"1829","TV조선뉴스현장","2.127","20180722"
"1830","엄마의봄날","1.983","20180722"
"1831","히든싱어5","4.399","20180722"
"1832","알토란","2.959","20180722"
"1833","JTBC뉴스룸","2.955","20180722"
"1834","MBN뉴스8","2.917","20180722"
"1835","속풀이쇼동치미","2.882","20180722"
"1836","이제만나러갑니다","2.680","20180722"
"1837","MBN뉴스와이드","2.512","20180722"
"1838","뭉쳐야뜬다패키지로세계일주","2.315","20180722"
"1839","TV조선뉴스현장","2.127","20180722"
"1840","엄마의봄날","1.983","20180722"
"1841","JTBC뉴스룸","6.694","20180723"
"1842","MBN뉴스8","4.526","20180723"
"1843","월화특별기획드라마(라이프)","4.334","20180723"
"1844","인생감정쇼얼마예요","4.064","20180723"
"1845","MBN뉴스와이드","4.058","20180723"
"1846","보도본부핫라인","3.946","20180723"
"1847","냉장고를부탁해","3.659","20180723"
"1848","판도라","3.302","20180723"
"1849","5시정치부회의","3.191","20180723"
"1850","4시사건반장","3.181","20180723"
"1851","JTBC뉴스룸","6.694","20180723"
"1852","MBN뉴스8","4.526","20180723"
"1853","월화특별기획드라마(라이프)","4.334","20180723"
"1854","인생감정쇼얼마예요","4.064","20180723"
"1855","MBN뉴스와이드","4.058","20180723"
"1856","보도본부핫라인","3.946","20180723"
"1857","냉장고를부탁해","3.659","20180723"
"1858","판도라","3.302","20180723"
"1859","5시정치부회의","3.191","20180723"
"1860","4시사건반장","3.181","20180723"
"1861","JTBC뉴스룸","6.300","20180724"
"1862","월화특별기획드라마(라이프)","4.971","20180724"
"1863","휴먼다큐(사노라면)","4.166","20180724"
"1864","김제동의톡투유행복한가요그대","3.717","20180724"
"1865","MBN뉴스8","3.640","20180724"
"1866","세상어디에도없는아내의맛","3.107","20180724"
"1867","4시사건반장","2.918","20180724"
"1868","뉴스BIG5","2.880","20180724"
"1869","뉴스앤이슈","2.871","20180724"
"1870","뉴스파이터","2.837","20180724"
"1871","JTBC뉴스룸","6.300","20180724"
"1872","월화특별기획드라마(라이프)","4.971","20180724"
"1873","휴먼다큐(사노라면)","4.166","20180724"
"1874","김제동의톡투유행복한가요그대","3.717","20180724"
"1875","MBN뉴스8","3.640","20180724"
"1876","세상어디에도없는아내의맛","3.107","20180724"
"1877","4시사건반장","2.918","20180724"
"1878","뉴스BIG5","2.880","20180724"
"1879","뉴스앤이슈","2.871","20180724"
"1880","뉴스파이터","2.837","20180724"
"1881","JTBC뉴스룸","5.808","20180725"
"1882","나는자연인이다","4.926","20180725"
"1883","식큐멘터리한끼줍쇼","4.458","20180725"
"1884","MBN뉴스8","3.643","20180725"
"1885","질문있습니다차이나는클라스","3.365","20180725"
"1886","5시정치부회의","3.174","20180725"
"1887","MBN뉴스와이드","3.098","20180725"
"1888","보도본부핫라인","3.003","20180725"
"1889","4시사건반장","2.767","20180725"
"1890","뉴스BIG5","2.552","20180725"
"1891","JTBC뉴스룸","5.808","20180725"
"1892","나는자연인이다","4.926","20180725"
"1893","식큐멘터리한끼줍쇼","4.458","20180725"
"1894","MBN뉴스8","3.643","20180725"
"1895","질문있습니다차이나는클라스","3.365","20180725"
"1896","5시정치부회의","3.174","20180725"
"1897","MBN뉴스와이드","3.098","20180725"
"1898","보도본부핫라인","3.003","20180725"
"1899","4시사건반장","2.767","20180725"
"1900","뉴스BIG5","2.552","20180725"
"1901","JTBC뉴스룸","6.293","20180726"
"1902","나만믿고따라와도시어부","4.373","20180726"
"1903","이규연의스포트라이트","4.164","20180726"
"1904","살림9단의만물상","2.880","20180726"
"1905","MBN뉴스와이드","2.855","20180726"
"1906","MBN뉴스8","2.785","20180726"
"1907","보도본부핫라인","2.662","20180726"
"1908","4시사건반장","2.551","20180726"
"1909","5시정치부회의","2.534","20180726"
"1910","김광일의신통방통","2.495","20180726"
"1911","JTBC뉴스룸","6.293","20180726"
"1912","나만믿고따라와도시어부","4.373","20180726"
"1913","이규연의스포트라이트","4.164","20180726"
"1914","살림9단의만물상","2.880","20180726"
"1915","MBN뉴스와이드","2.855","20180726"
"1916","MBN뉴스8","2.785","20180726"
"1917","보도본부핫라인","2.662","20180726"
"1918","4시사건반장","2.551","20180726"
"1919","5시정치부회의","2.534","20180726"
"1920","김광일의신통방통","2.495","20180726"
"1921","JTBC뉴스룸","4.363","20180727"
"1922","보도본부핫라인","3.127","20180727"
"1923","4시사건반장","3.124","20180727"
"1924","금토드라마(내아이디는강남미인)","2.885","20180727"
"1925","MBN뉴스8","2.690","20180727"
"1926","현장르포특종세상","2.665","20180727"
"1927","TV조선뉴스9","2.631","20180727"
"1928","MBN뉴스와이드","2.566","20180727"
"1929","5시정치부회의","2.386","20180727"
"1930","뉴스앤이슈","2.372","20180727"
"1931","JTBC뉴스룸","4.363","20180727"
"1932","보도본부핫라인","3.127","20180727"
"1933","4시사건반장","3.124","20180727"
"1934","금토드라마(내아이디는강남미인)","2.885","20180727"
"1935","MBN뉴스8","2.690","20180727"
"1936","현장르포특종세상","2.665","20180727"
"1937","TV조선뉴스9","2.631","20180727"
"1938","MBN뉴스와이드","2.566","20180727"
"1939","5시정치부회의","2.386","20180727"
"1940","뉴스앤이슈","2.372","20180727"
"1941","아는형님","4.670","20180728"
"1942","속풀이쇼동치미","4.043","20180728"
"1943","금토드라마(내아이디는강남미인)","3.302","20180728"
"1944","기막힌이야기실제상황","2.896","20180728"
"1945","JTBC뉴스룸","2.786","20180728"
"1946","MBN뉴스8","2.296","20180728"
"1947","TV조선뉴스현장","2.193","20180728"
"1948","기막힌이야기실제상황","1.971","20180728"
"1949","아침엔매일경제","1.951","20180728"
"1950","나만믿고따라와도시어부","1.948","20180728"
"1951","아는형님","4.670","20180728"
"1952","속풀이쇼동치미","4.043","20180728"
"1953","금토드라마(내아이디는강남미인)","3.302","20180728"
"1954","기막힌이야기실제상황","2.896","20180728"
"1955","JTBC뉴스룸","2.786","20180728"
"1956","MBN뉴스8","2.296","20180728"
"1957","TV조선뉴스현장","2.193","20180728"
"1958","기막힌이야기실제상황","1.971","20180728"
"1959","아침엔매일경제","1.951","20180728"
"1960","나만믿고따라와도시어부","1.948","20180728"
"1961","히든싱어5","7.229","20180729"
"1962","알토란","3.265","20180729"
"1963","MBN뉴스와이드","2.877","20180729"
"1964","JTBC뉴스룸","2.730","20180729"
"1965","속풀이쇼동치미","2.680","20180729"
"1966","뭉쳐야뜬다패키지로세계일주","2.538","20180729"
"1967","MBN뉴스8","2.509","20180729"
"1968","이제만나러갑니다","2.280","20180729"
"1969","MBN뉴스와이드","2.094","20180729"
"1970","TV조선뉴스현장","1.978","20180729"
"1971","히든싱어5","7.229","20180729"
"1972","알토란","3.265","20180729"
"1973","MBN뉴스와이드","2.877","20180729"
"1974","JTBC뉴스룸","2.730","20180729"
"1975","속풀이쇼동치미","2.680","20180729"
"1976","뭉쳐야뜬다패키지로세계일주","2.538","20180729"
"1977","MBN뉴스8","2.509","20180729"
"1978","이제만나러갑니다","2.280","20180729"
"1979","MBN뉴스와이드","2.094","20180729"
"1980","TV조선뉴스현장","1.978","20180729"
"1981","JTBC뉴스룸","6.643","20180730"
"1982","월화특별기획드라마(라이프)","4.601","20180730"
"1983","냉장고를부탁해","4.479","20180730"
"1984","인생감정쇼얼마예요","4.073","20180730"
"1985","MBN뉴스8","3.164","20180730"
"1986","4시사건반장","3.107","20180730"
"1987","판도라","3.049","20180730"
"1988","뉴스파이터","2.780","20180730"
"1989","5시정치부회의","2.772","20180730"
"1990","MBN뉴스와이드","2.703","20180730"
"1991","JTBC뉴스룸","6.643","20180730"
"1992","월화특별기획드라마(라이프)","4.601","20180730"
"1993","냉장고를부탁해","4.479","20180730"
"1994","인생감정쇼얼마예요","4.073","20180730"
"1995","MBN뉴스8","3.164","20180730"
"1996","4시사건반장","3.107","20180730"
"1997","판도라","3.049","20180730"
"1998","뉴스파이터","2.780","20180730"
"1999","5시정치부회의","2.772","20180730"
"2000","MBN뉴스와이드","2.703","20180730"
"2001","JTBC뉴스룸","5.428","20180731"
"2002","휴먼다큐(사노라면)","4.984","20180731"
"2003","월화특별기획드라마(라이프)","4.493","20180731"
"2004","MBN뉴스8","3.299","20180731"
"2005","김제동의톡투유행복한가요그대","3.012","20180731"
"2006","4시사건반장","2.991","20180731"
"2007","뉴스파이터","2.986","20180731"
"2008","세상어디에도없는아내의맛","2.849","20180731"
"2009","5시정치부회의","2.815","20180731"
"2010","뉴스BIG5","2.693","20180731"
"2011","JTBC뉴스룸","5.428","20180731"
"2012","휴먼다큐(사노라면)","4.984","20180731"
"2013","월화특별기획드라마(라이프)","4.493","20180731"
"2014","MBN뉴스8","3.299","20180731"
"2015","김제동의톡투유행복한가요그대","3.012","20180731"
"2016","4시사건반장","2.991","20180731"
"2017","뉴스파이터","2.986","20180731"
"2018","세상어디에도없는아내의맛","2.849","20180731"
"2019","5시정치부회의","2.815","20180731"
"2020","뉴스BIG5","2.693","20180731"
"2021","JTBC뉴스룸","5.502","20180801"
"2022","식큐멘터리한끼줍쇼","4.854","20180801"
"2023","나는자연인이다","4.618","20180801"
"2024","질문있습니다차이나는클라스","4.350","20180801"
"2025","4시사건반장","3.527","20180801"
"2026","MBN뉴스8","3.185","20180801"
"2027","5시정치부회의","2.883","20180801"
"2028","강적들","2.874","20180801"
"2029","뉴스TOP10","2.739","20180801"
"2030","뉴스파이터","2.676","20180801"
"2031","JTBC뉴스룸","5.502","20180801"
"2032","식큐멘터리한끼줍쇼","4.854","20180801"
"2033","나는자연인이다","4.618","20180801"
"2034","질문있습니다차이나는클라스","4.350","20180801"
"2035","4시사건반장","3.527","20180801"
"2036","MBN뉴스8","3.185","20180801"
"2037","5시정치부회의","2.883","20180801"
"2038","강적들","2.874","20180801"
"2039","뉴스TOP10","2.739","20180801"
"2040","뉴스파이터","2.676","20180801"
"2041","JTBC뉴스룸","5.435","20180802"
"2042","나만믿고따라와도시어부","4.617","20180802"
"2043","이규연의스포트라이트","3.010","20180802"
"2044","사건파일24","2.979","20180802"
"2045","뉴스파이터","2.904","20180802"
"2046","MBN뉴스8","2.839","20180802"
"2047","4시사건반장","2.811","20180802"
"2048","MBN뉴스와이드","2.548","20180802"
"2049","뉴스앤이슈","2.544","20180802"
"2050","뉴스BIG5","2.507","20180802"
"2051","JTBC뉴스룸","5.435","20180802"
"2052","나만믿고따라와도시어부","4.617","20180802"
"2053","이규연의스포트라이트","3.010","20180802"
"2054","사건파일24","2.979","20180802"
"2055","뉴스파이터","2.904","20180802"
"2056","MBN뉴스8","2.839","20180802"
"2057","4시사건반장","2.811","20180802"
"2058","MBN뉴스와이드","2.548","20180802"
"2059","뉴스앤이슈","2.544","20180802"
"2060","뉴스BIG5","2.507","20180802"
"2061","JTBC뉴스룸","4.452","20180803"
