,artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,rank_g_pred
677,TWICE,Heart Shaker,8,3,8,Dance,summer,female,K_POP,Group,0,2018.6.10,0.476331361,0.25,0.55,0.5687107370000001,0.8323814420000001,0.394525289,0.565547483,0.0,0.0,0.0,0.0,8
678,TWICE,LIKEY,9,10,9,Dance,summer,female,K_POP,Group,0,2018.6.10,0.538461538,0.115384615,0.55,0.5687107370000001,0.0,0.394525289,0.565547483,0.0,0.0,0.0,0.0,10
679,Wanna One,11,7,10,2,Dance,summer,male,K_POP,Group,0,2018.6.10,0.621301775,0.048076923,0.6,0.876803517,0.0,0.394525289,0.700047677,0.0,0.0,0.0,0.0,3
680,Wanna One,Beautiful,7,10,8,Ballad,summer,male,K_POP,Group,0,2018.6.10,0.50591716,0.394230769,0.6,0.876803517,0.0,0.47595999,0.726613033,0.0,0.0,0.0,0.0,8
681,Wanna One,약속해요,9,10,9,Dance,summer,male,K_POP,Group,0,2018.6.10,0.576923077,0.173076923,0.6,0.876803517,0.0,0.394525289,0.726613033,0.0,0.0,0.0,0.0,9
682,Wanna One,영원+1,5,10,2,Ballad,summer,male,K_POP,Group,0,2018.6.10,0.718934911,0.057692308,0.6,0.876803517,0.0,0.47595999,0.700047677,0.0,0.0,0.0,0.0,2
683,WINNER,REALLY REALLY,7,10,7,Dance,summer,male,K_POP,Group,0,2018.6.10,0.5236686389999999,0.25,0.78,0.791021216,0.0,0.394525289,0.725854087,0.0,0.0,0.0,0.0,7
684,길구봉구,"다시, 우리",10,6,9,Ballad,summer,male,K_POP,Group,0,2018.6.10,0.75443787,0.019230768999999998,0.45,0.485514881,0.793932038,0.47595999,0.300380966,0.0,0.0,0.0,0.0,10
685,김하온,어린 왕자,9,10,8,Rap/Hiphop,summer,male,K_POP,Project,0,2018.6.10,0.40828402399999997,0.067307692,0.0,0.536614026,0.7653902909999999,0.605437097,0.838356331,0.0,0.0,0.0,0.0,9
686,닐로,넋두리,4,3,4,Ballad,summer,male,K_POP,Solo,0,2018.6.10,0.8313609470000001,0.528846154,0.51,0.207039327,0.845253505,0.47595999,0.0,0.0,0.0,0.0,0.0,4
687,방탄소년단,134340,9,10,6,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.10,0.603550296,0.076923077,0.47,0.8437177359999999,0.0,0.605437097,0.529205473,0.312133078,0.060795483,0.023176497,0.0,7
688,방탄소년단,Airplane pt.2,6,10,5,All,summer,male,K_POP,Group,0,2018.6.10,0.571005917,0.173076923,0.47,0.8437177359999999,0.0,0.644064791,0.529205473,0.312133078,0.060795483,0.023176497,0.0,6
689,방탄소년단,Anpanman,4,10,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.10,0.612426036,0.307692308,0.47,0.8437177359999999,0.0,0.605437097,0.529205473,0.312133078,0.060795483,0.023176497,0.0,4
690,방탄소년단,Love Maze,8,10,6,R&B/Soul,summer,male,K_POP,Group,0,2018.6.10,0.579881657,0.125,0.47,0.8437177359999999,0.0,0.509702644,0.529205473,0.312133078,0.060795483,0.023176497,0.0,7
691,방탄소년단,Magic Shop,8,10,6,Electronica,summer,male,K_POP,Group,0,2018.6.10,0.73964497,0.134615385,0.47,0.8437177359999999,0.0,0.514429632,0.529205473,0.312133078,0.060795483,0.023176497,0.0,7
692,방탄소년단,So What,9,10,8,Electronica,summer,male,K_POP,Group,0,2018.6.10,0.75739645,0.038461537999999997,0.47,0.8437177359999999,0.0,0.514429632,0.529205473,0.312133078,0.060795483,0.023176497,0.0,9
693,방탄소년단,낙원,8,10,5,All,summer,male,K_POP,Group,0,2018.6.10,0.547337278,0.125,0.47,0.8437177359999999,0.0,0.644064791,0.529205473,0.312133078,0.060795483,0.023176497,0.0,6
694,볼빨간사춘기,Lonely,6,10,5,Indi,summer,female,K_POP,Solo,0,2018.6.10,0.565088757,0.038461537999999997,0.57,0.61768842,0.0,0.501741531,0.683131895,0.0,0.0,0.0,0.0,6
695,볼빨간사춘기,바람사람,8,10,5,Indi,summer,female,K_POP,Solo,0,2018.6.10,0.565088757,0.038461537999999997,0.57,0.61768842,0.0,0.501741531,0.683131895,0.0,0.0,0.0,0.0,6
696,볼빨간사춘기,썸 탈꺼야,10,10,10,Indi,summer,female,K_POP,Solo,0,2018.6.10,0.45857988200000005,0.086538462,0.57,0.61768842,0.0,0.501741531,0.683131895,0.0,0.0,0.0,0.0,10
697,볼빨간사춘기,야경,10,10,8,Indi,summer,female,K_POP,Solo,0,2018.6.10,0.541420118,0.028846154,0.57,0.61768842,0.0,0.501741531,0.683131895,0.0,0.0,0.0,0.0,10
698,폴킴,비,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2018.6.10,0.627218935,0.9807692309999999,0.14,0.321032687,0.0,0.509702644,0.335324398,0.0,0.0,0.0,0.0,10
699,BLACKPINK,마지막처럼,6,10,8,Dance,summer,female,K_POP,Group,0,2018.6.17,0.553254438,0.317307692,1.0,0.9503044620000001,0.0,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,8
700,Camila Cabello,Havana,3,3,4,Pop,summer,female,POP,Solo,1,2018.6.17,0.565088757,0.8557692309999999,0.3,0.843275985,0.8243027479999999,0.469414754,0.0,0.0,0.0,0.0,0.0,4
701,DEAN,instagram,8,10,8,R&B/Soul,summer,male,K_POP,Solo,1,2018.6.17,0.680473373,0.25,0.56,0.747540077,0.0,0.509702644,0.0,0.0,0.0,0.0,0.0,8
702,Ed Sheeran,Shape of You,4,10,4,Pop,summer,male,POP,Solo,1,2018.6.17,0.615384615,1.0,0.49,0.866723603,0.0,0.469414754,0.0,0.0,0.0,0.0,0.0,4
703,EXO-CBX,花요일,10,10,10,Dance,summer,male,K_POP,Group,1,2018.6.17,0.514792899,0.125,0.0,0.300380966,0.0,0.394525289,0.695722602,0.0,0.0,0.0,0.0,10
704,Fitz & The Tantrums,HandClap,3,5,3,Pop,summer,mixed,POP,Band,1,2018.6.17,0.49408284,0.740384615,0.0,0.8683052090000001,0.8053674120000001,0.469414754,0.562337364,0.0,0.0,0.0,0.0,3
705,iKON,사랑을 했다,2,10,2,Rap/Hiphop,summer,male,K_POP,Group,1,2018.6.17,0.5443786979999999,0.615384615,0.29,0.5310814939999999,0.0,0.605437097,0.7034466340000001,0.36550362799999997,0.079660117,0.015501514,0.0,2
706,Imagine Dragons,Thunder,6,10,6,Rock,summer,male,POP,Group,1,2018.6.17,0.476331361,0.673076923,0.3,0.6021119629999999,0.0,0.392176011,0.0,0.0,0.0,0.0,0.0,6
707,Shawn Mendes,There`s Nothing Holdin` Me Back,9,10,9,Pop,summer,male,POP,Solo,1,2018.6.17,0.514792899,0.548076923,0.53,0.899443447,0.0,0.469414754,0.9293557170000001,0.0,0.0,0.0,0.0,9
708,Sondia,어른,10,10,8,Drama,summer,female,OST,Solo,1,2018.6.17,0.689349112,0.096153846,0.0,0.686804509,0.0,0.406205251,0.765359351,0.0,0.0,0.0,0.0,9
709,TWICE,What is Love?,2,1,2,Dance,summer,female,K_POP,Group,1,2018.6.17,0.538461538,0.5,0.5,0.543777623,0.894315297,0.394525289,0.6151688679999999,0.0,0.0,0.0,0.0,2
710,Wanna One,BOOMERANG,5,5,5,Dance,summer,male,K_POP,Group,0,2018.6.17,0.467455621,0.317307692,0.39,0.851944303,0.799613523,0.394525289,0.660713632,0.0,0.0,0.0,0.0,5
711,WINNER,EVERYDAY,5,5,4,Rap/Hiphop,summer,male,K_POP,Group,1,2018.6.17,0.532544379,0.182692308,0.7,0.80884049,0.8053674120000001,0.605437097,0.7034466340000001,0.0,0.0,0.0,0.0,5
712,길구봉구,이 별,6,4,5,Ballad,summer,male,K_POP,Group,1,2018.6.17,0.627218935,0.490384615,0.46,0.47122317,0.811662126,0.47595999,0.300380966,0.0,0.0,0.0,0.0,5
713,김하온,바코드,6,6,5,Rap/Hiphop,summer,male,K_POP,Project,0,2018.6.17,0.582840237,0.115384615,0.0,0.519573706,0.7970829209999999,0.605437097,0.765359351,0.0,0.0,0.0,0.0,6
714,김하온,붕붕,3,3,2,Rap/Hiphop,summer,male,K_POP,Solo,1,2018.6.17,0.618343195,0.46153846200000004,0.0,0.519573706,0.839088635,0.605437097,0.765359351,0.0,0.0,0.0,0.0,2
715,닐로,지나오다,1,1,1,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.75443787,0.923076923,0.53,0.207039327,0.889366601,0.47595999,0.0,0.0,0.0,0.0,0.0,1
716,레드벨벳,Bad Boy,7,2,6,Dance,summer,female,K_POP,Group,1,2018.6.17,0.547337278,0.173076923,0.39,0.5671348829999999,0.8462163290000001,0.394525289,0.695722602,0.08235287200000001,0.010211214,0.006442785,0.0,6
717,"로꼬, 화사",주지마,1,10,1,Ballad,summer,mixed,K_POP,Project,1,2018.6.17,0.609467456,0.586538462,0.33,0.223096973,0.0,0.47595999,0.933768886,0.0,0.0,0.0,0.0,1
718,로이킴,그때 헤어지면 돼,3,3,3,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.659763314,0.509615385,0.08,0.056848844,0.8276258040000001,0.47595999,0.621413654,0.25754282,0.044843245,0.017283752,0.0,3
719,마마무,별이 빛나는 밤,2,10,2,Dance,summer,female,K_POP,Group,1,2018.6.17,0.547337278,0.451923077,0.31,0.591068601,0.0,0.394525289,0.809874759,0.21670575399999997,0.034764803999999996,0.015477623000000001,0.0,2
720,먼데이 키즈,가을 안부,5,3,5,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.819526627,0.788461538,0.25,0.305731339,0.827356506,0.47595999,0.49892198600000004,0.0,0.0,0.0,0.0,5
721,멜로망스,You,2,2,1,Ballad,summer,male,K_POP,Duet,1,2018.6.17,0.727810651,0.596153846,0.34,0.189695748,0.849368039,0.47595999,0.60873875,0.0,0.0,0.0,0.0,1
722,모모랜드,뿜뿜,2,10,2,Dance,summer,female,K_POP,Group,1,2018.6.17,0.541420118,0.567307692,0.35,0.485514881,0.0,0.394525289,0.13907629999999999,0.0,0.0,0.0,0.0,2
723,문문,비행운,10,10,9,Indi,summer,male,K_POP,Solo,1,2018.6.17,0.452662722,0.096153846,0.09,0.087855801,0.0,0.501741531,0.0,0.0,0.0,0.0,0.0,10
724,박원,all of my life,8,10,7,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.659763314,0.307692308,0.51,0.7949254490000001,0.0,0.47595999,0.127361065,0.0,0.0,0.0,0.0,7
725,방탄소년단,DNA,3,2,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.17,0.582840237,0.673076923,0.4,0.793817113,0.841430991,0.605437097,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,3
726,배연서,북,10,10,9,Rap/Hiphop,summer,male,K_POP,Project,1,2018.6.17,0.553254438,0.076923077,0.22,0.523477939,0.0,0.605437097,0.765359351,0.0,0.0,0.0,0.0,10
727,비투비,그리워하다,5,10,7,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.624260355,0.644230769,1.0,0.815476645,0.0,0.47595999,0.305731339,0.0,0.0,0.0,0.0,7
728,빅뱅,꽃 길,4,8,4,Trot,summer,female,K_POP,Solo,1,2018.6.17,0.50887574,0.307692308,0.31,0.238046284,0.7706133059999999,0.0,0.7034466340000001,0.251765497,0.043327785,0.007619965,0.0,4
729,아이유,밤편지,5,10,5,Ballad,summer,female,K_POP,Solo,1,2018.6.17,0.671597633,1.0,0.48,0.35722981,0.0,0.47595999,0.49232211299999995,0.0,0.0,0.0,0.0,5
730,양다일,미안해,6,10,5,R&B/Soul,summer,male,K_POP,Solo,1,2018.6.17,0.600591716,0.788461538,0.27,0.18047397,0.0,0.509702644,0.207039327,0.0,0.0,0.0,0.0,5
731,에일리,첫눈처럼 너에게 가겠다,10,10,10,Drama,summer,female,OST,Solo,1,2018.6.17,0.603550296,0.836538462,0.22,0.25203043,0.0,0.406205251,0.7034466340000001,0.0,0.0,0.0,0.0,10
732,용준형,소나기,3,10,3,Rap/Hiphop,summer,male,K_POP,Solo,1,2018.6.17,0.529585799,0.375,0.02,0.020651721,0.0,0.605437097,0.056848844,0.0,0.0,0.0,0.0,3
733,우원재,시차,8,10,8,Rap/Hiphop,summer,male,K_POP,Solo,1,2018.6.17,0.50295858,0.451923077,0.0,0.265166517,0.0,0.605437097,0.700902428,0.0,0.0,0.0,0.0,8
734,윤종신,좋니,7,10,6,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.8934911240000001,0.528846154,0.29,0.289266783,0.0,0.47595999,0.65233852,0.09859883400000001,0.012600013,0.02080837,0.0,6
735,이수,My Way,3,2,3,Drama,summer,male,OST,Solo,1,2018.6.17,0.74852071,0.567307692,0.4,0.114976033,0.845640682,0.406205251,0.47122317,0.0,0.0,0.0,0.0,3
736,장덕철,그날처럼,3,4,3,Ballad,summer,male,K_POP,Group,1,2018.6.17,0.612426036,0.807692308,0.15,0.384595016,0.818269076,0.47595999,0.277551548,0.0,0.0,0.0,0.0,3
737,정승환,눈사람,8,7,7,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.621301775,0.355769231,0.43,0.580921239,0.782290238,0.47595999,0.8437177359999999,0.19112229600000002,0.02915162,0.016418434,0.0,7
738,청하,Roller Coaster,3,3,3,Dance,summer,female,K_POP,Solo,1,2018.6.17,0.553254438,0.586538462,0.29,0.305731339,0.8321347379999999,0.394525289,0.0,0.09758108199999999,0.012446311000000002,0.005377995,0.0,3
739,펀치,밤이 되니까,6,10,6,R&B/Soul,summer,female,K_POP,Solo,0,2018.6.17,0.532544379,0.355769231,0.46,0.48319743600000004,0.0,0.509702644,0.24515115199999998,0.0,0.0,0.0,0.0,6
740,포맨,눈 떠보니 이별이더라,8,5,9,Ballad,summer,male,K_POP,Duet,1,2018.6.17,0.76035503,0.096153846,0.19,0.8328588929999999,0.8013827240000001,0.47595999,0.283488333,0.0,0.0,0.0,0.0,10
741,폴킴,"모든 날, 모든 순간",1,3,1,Drama,summer,male,OST,Solo,1,2018.6.17,0.547337278,1.0,0.18,0.265166517,0.836412778,0.406205251,0.695722602,0.0,0.0,0.0,0.0,1
742,헤이즈,Jenga,7,10,6,R&B/Soul,summer,female,K_POP,Solo,1,2018.6.17,0.5443786979999999,0.10576923099999999,0.44,0.39880857399999997,0.0,0.509702644,0.644734965,0.0,0.0,0.0,0.0,7
743,멜로망스,욕심,5,10,4,Indi,summer,male,K_POP,Duet,0,2018.6.17,0.636094675,0.16346153800000002,0.34,0.189695748,0.0,0.501741531,0.718901221,0.0,0.0,0.0,0.0,4
744,여자친구,밤,1,1,1,Dance,summer,female,K_POP,Group,1,2018.6.17,0.594674556,0.384615385,0.3,0.48085493700000004,0.888933147,0.394525289,0.150190483,0.155067348,0.022053207999999998,0.009694952,0.0,1
745,윤건,우리 둘만 아는,7,10,7,Ballad,summer,male,K_POP,Solo,1,2018.6.17,0.535502959,0.115384615,0.36,0.6151688679999999,0.0,0.47595999,0.612619673,0.0,0.0,0.044879006,0.0,7
746,크러쉬,잊을만하면,4,10,4,R&B/Soul,summer,male,K_POP,Solo,1,2018.6.17,0.624260355,0.144230769,0.46,0.458548267,0.0,0.509702644,0.238046284,0.0,0.0,0.0,0.0,4
747,펜타곤,빛나리,6,10,5,Dance,summer,male,K_POP,Group,1,2018.6.17,0.51183432,0.125,0.41,0.289266783,0.0,0.394525289,0.305731339,0.023935106,0.002668733,0.00315815,0.0,6
748,(여자)아이들,LATATA,2,10,2,Dance,summer,female,K_POP,Group,1,2018.6.17,0.5236686389999999,0.22115384600000002,0.37,0.557431214,0.0,0.394525289,0.305731339,0.0,0.0,0.0,0.0,2
749,방탄소년단,FAKE LOVE,1,1,1,Rap/Hiphop,summer,male,K_POP,Group,1,2018.6.17,0.639053254,0.653846154,0.4,0.793817113,0.885798231,0.605437097,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,1
750,벤,열애중,4,10,5,Ballad,summer,female,K_POP,Solo,1,2018.6.17,0.7248520709999999,0.7692307690000001,0.38,0.19854101899999999,0.0,0.47595999,0.283488333,0.0,0.0,0.0,0.0,5
751,헤이즈,비도 오고 그래서,7,10,6,Rap/Hiphop,summer,female,K_POP,Solo,1,2018.6.17,0.529585799,0.682692308,0.44,0.39880857399999997,0.0,0.605437097,0.765359351,0.0,0.0,0.0,0.0,6
752,방탄소년단,전하지 못한 진심,4,10,3,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.639053254,0.5,0.4,0.793817113,0.0,0.47595999,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,3
753,볼빨간사춘기,여행,1,10,1,Indi,summer,female,K_POP,Solo,1,2018.6.17,0.576923077,0.951923077,0.43,0.478486836,0.0,0.501741531,0.648026356,0.0,0.0,0.0,0.0,1
754,AOA,빙글뱅글,1,10,1,Dance,summer,female,K_POP,Group,1,2018.6.17,0.579881657,0.16346153800000002,0.28,0.5310814939999999,0.0,0.394525289,0.373287456,0.129738858,0.017579643,0.006346193000000001,0.0,1
755,샤이니,데리러 가,5,6,5,Electronica,summer,male,K_POP,Group,1,2018.6.17,0.585798817,0.057692308,0.49,0.623862031,0.795892543,0.514429632,0.695722602,0.11458026,0.015087297,0.019740497,0.0,5
756,Wanna One,모래시계,4,10,3,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.600591716,0.096153846,0.39,0.851944303,0.0,0.47595999,0.628677319,0.0,0.0,0.0,0.0,4
757,Wanna One,캥거루,2,4,2,Dance,summer,male,K_POP,Group,1,2018.6.17,0.582840237,0.134615385,0.39,0.851944303,0.8129086190000001,0.394525289,0.628677319,0.0,0.0,0.0,0.0,2
758,Wanna One,켜줘,2,2,1,Dance,summer,male,K_POP,Group,1,2018.6.17,0.5443786979999999,0.240384615,0.39,0.851944303,0.854273644,0.394525289,0.628677319,0.0,0.0,0.0,0.0,1
759,펀치,이 밤의 끝,5,10,4,Ballad,summer,female,K_POP,Solo,1,2018.6.17,0.520710059,0.057692308,0.46,0.48319743600000004,0.0,0.47595999,0.24515115199999998,0.0,0.0,0.0,0.0,5
760,BLACKPINK,뚜두뚜두,1,1,1,Dance,summer,female,K_POP,Group,1,2018.6.17,0.541420118,0.653846154,1.0,0.9503044620000001,0.9923067529999999,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,1
761,Troye Sivan,Youth,6,10,6,Pop,summer,male,POP,Solo,1,2018.6.17,0.47041420100000003,0.846153846,0.94,0.9064932720000001,0.0,0.469414754,0.734059782,0.0,0.0,0.0,0.0,6
762,비투비,The Feeling,4,10,2,Electronica,summer,male,K_POP,Group,0,2018.6.17,0.624260355,0.038461537999999997,1.0,0.815476645,0.0,0.514429632,0.305731339,0.0,0.0,0.0,0.0,3
763,샤이니,I Want You,6,7,2,Electronica,summer,male,K_POP,Group,0,2018.6.17,0.47041420100000003,0.019230768999999998,0.49,0.623862031,0.787866892,0.514429632,0.695722602,0.11458026,0.015087297,0.019740497,0.0,3
764,BLACKPINK,Forever Young,1,10,2,Dance,summer,female,K_POP,Group,1,2018.6.17,0.624260355,0.586538462,1.0,0.9503044620000001,0.0,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,2
765,레드벨벳,빨간 맛,7,10,7,Dance,summer,female,K_POP,Group,1,2018.6.17,0.48816568,0.43269230799999997,0.39,0.5671348829999999,0.0,0.394525289,0.695722602,0.08235287200000001,0.010211214,0.006442785,0.0,7
766,비투비,너 없인 안 된다,1,2,2,Ballad,summer,male,K_POP,Group,1,2018.6.17,0.594674556,0.548076923,1.0,0.815476645,0.8804750579999999,0.47595999,0.305731339,0.0,0.0,0.0,0.0,2
767,사이먼 도미닉,귀가본능,9,10,10,Rap/Hiphop,summer,male,K_POP,Solo,1,2018.6.17,0.541420118,0.019230768999999998,1.0,0.878689334,0.0,0.605437097,0.700902428,0.0,0.0,0.0,0.0,10
768,"서은광, 이창섭, 임현식, 육성재","1, 2, 3",10,10,10,Ballad,summer,male,K_POP,Project,1,2018.6.17,0.535502959,0.0,0.27,0.238046284,0.0,0.47595999,0.305731339,0.0,0.0,0.0,0.0,10
769,양요섭,길에서,9,10,10,Drama,summer,male,OST,Solo,1,2018.6.17,0.6686390529999999,0.0,1.0,0.693085501,0.0,0.406205251,0.828168687,0.0,0.0,0.0,0.0,10
770,오반,불행,9,10,10,Rap/Hiphop,summer,male,K_POP,Solo,1,2018.6.17,0.467455621,0.076923077,0.36,0.215216866,0.0,0.605437097,0.056848844,0.0,0.0,0.0,0.0,10
771,태연,Something New,2,3,10,R&B/Soul,summer,female,K_POP,Solo,1,2018.6.17,0.514792899,0.009615385,0.58,0.46624182299999994,0.8251527359999999,0.509702644,0.695722602,0.178297467,0.02652268,0.009230021,0.0,10
772,사이먼 도미닉,정진철,10,10,6,Rap/Hiphop,summer,male,K_POP,Solo,0,2018.6.17,0.834319527,0.019230768999999998,1.0,0.878689334,0.0,0.605437097,0.700902428,0.0,0.0,0.0,0.0,7
773,Wanna One,에너제틱,5,10,6,Dance,summer,male,K_POP,Group,0,2018.6.17,0.48224852100000004,0.44230769200000003,0.39,0.851944303,0.0,0.394525289,0.660713632,0.0,0.0,0.0,0.0,6
774,멜로망스,선물,4,10,3,Indi,summer,male,K_POP,Duet,0,2018.6.17,0.695266272,0.961538462,0.34,0.189695748,0.0,0.501741531,0.718901221,0.0,0.0,0.0,0.0,3
775,방탄소년단,봄날,4,10,4,Dance,summer,male,K_POP,Group,0,2018.6.17,0.733727811,1.0,0.4,0.793817113,0.0,0.394525289,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,4
776,BLACKPINK,Really,2,8,7,Dance,summer,female,K_POP,Group,0,2018.6.17,0.50887574,0.048076923,1.0,0.9503044620000001,0.770228865,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,8
777,BLACKPINK,See U Later,3,10,8,Dance,summer,female,K_POP,Group,0,2018.6.17,0.51183432,0.028846154,1.0,0.9503044620000001,0.0,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,10
778,TWICE,Heart Shaker,8,3,8,Dance,summer,female,K_POP,Group,0,2018.6.17,0.476331361,0.25,0.5,0.543777623,0.8387612640000001,0.394525289,0.6151688679999999,0.0,0.0,0.0,0.0,8
779,TWICE,LIKEY,10,10,9,Dance,summer,female,K_POP,Group,0,2018.6.17,0.538461538,0.115384615,0.5,0.543777623,0.0,0.394525289,0.6151688679999999,0.0,0.0,0.0,0.0,10
780,Wanna One,11,8,10,7,Dance,summer,male,K_POP,Group,0,2018.6.17,0.621301775,0.048076923,0.39,0.851944303,0.0,0.394525289,0.628677319,0.0,0.0,0.0,0.0,8
781,Wanna One,Beautiful,7,10,7,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.50591716,0.394230769,0.39,0.851944303,0.0,0.47595999,0.660713632,0.0,0.0,0.0,0.0,7
782,Wanna One,약속해요,8,10,9,Dance,summer,male,K_POP,Group,0,2018.6.17,0.576923077,0.173076923,0.39,0.851944303,0.0,0.394525289,0.660713632,0.0,0.0,0.0,0.0,9
783,Wanna One,영원+1,6,10,5,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.718934911,0.057692308,0.39,0.851944303,0.0,0.47595999,0.628677319,0.0,0.0,0.0,0.0,6
784,WINNER,REALLY REALLY,7,10,7,Dance,summer,male,K_POP,Group,0,2018.6.17,0.5236686389999999,0.25,0.7,0.80884049,0.0,0.394525289,0.7034466340000001,0.0,0.0,0.0,0.0,7
785,닐로,넋두리,4,2,4,Ballad,summer,male,K_POP,Solo,0,2018.6.17,0.8313609470000001,0.528846154,0.53,0.207039327,0.8495478679999999,0.47595999,0.0,0.0,0.0,0.0,0.0,4
786,방탄소년단,134340,10,10,9,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.17,0.603550296,0.076923077,0.4,0.793817113,0.0,0.605437097,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,10
787,방탄소년단,Airplane pt.2,7,10,6,All,summer,male,K_POP,Group,0,2018.6.17,0.571005917,0.173076923,0.4,0.793817113,0.0,0.644064791,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,7
788,방탄소년단,Anpanman,5,10,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.17,0.612426036,0.307692308,0.4,0.793817113,0.0,0.605437097,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,4
789,방탄소년단,Love Maze,9,10,8,R&B/Soul,summer,male,K_POP,Group,0,2018.6.17,0.579881657,0.125,0.4,0.793817113,0.0,0.509702644,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,9
790,방탄소년단,Magic Shop,9,10,8,Electronica,summer,male,K_POP,Group,0,2018.6.17,0.73964497,0.134615385,0.4,0.793817113,0.0,0.514429632,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,9
791,방탄소년단,낙원,9,10,8,All,summer,male,K_POP,Group,0,2018.6.17,0.547337278,0.125,0.4,0.793817113,0.0,0.644064791,0.48085493700000004,0.37414719700000004,0.083063434,0.028333228,0.0,9
792,볼빨간사춘기,Lonely,9,10,6,Indi,summer,female,K_POP,Solo,0,2018.6.17,0.565088757,0.038461537999999997,0.43,0.478486836,0.0,0.501741531,0.648026356,0.0,0.0,0.0,0.0,7
793,볼빨간사춘기,바람사람,10,10,8,Indi,summer,female,K_POP,Solo,0,2018.6.17,0.565088757,0.038461537999999997,0.43,0.478486836,0.0,0.501741531,0.648026356,0.0,0.0,0.0,0.0,10
794,비투비,Blue Moon,7,10,10,Dance,summer,male,K_POP,Group,0,2018.6.17,0.636094675,0.0,1.0,0.815476645,0.0,0.394525289,0.305731339,0.0,0.0,0.0,0.0,10
795,비투비,Call me,8,10,10,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.50295858,0.0,1.0,0.815476645,0.0,0.47595999,0.305731339,0.0,0.0,0.0,0.0,10
796,비투비,Yeah,9,10,10,Ballad,summer,male,K_POP,Group,0,2018.6.17,0.452662722,0.0,1.0,0.815476645,0.0,0.47595999,0.305731339,0.0,0.0,0.0,0.0,10
797,태연,Circus,9,10,10,R&B/Soul,summer,female,K_POP,Solo,0,2018.6.17,0.615384615,0.0,0.58,0.46624182299999994,0.0,0.509702644,0.695722602,0.178297467,0.02652268,0.009230021,0.0,10
798,태연,저녁의 이유,8,10,10,Dance,summer,female,K_POP,Solo,0,2018.6.17,0.582840237,0.0,0.58,0.46624182299999994,0.0,0.394525289,0.695722602,0.178297467,0.02652268,0.009230021,0.0,10
799,BLACKPINK,마지막처럼,6,10,6,Dance,summer,female,K_POP,Group,0,2018.6.24,0.553254438,0.317307692,0.56,0.869091704,0.0,0.394525289,0.66877704,0.0,0.0,0.0,0.0,6
800,Camila Cabello,Havana,3,4,3,Pop,summer,female,POP,Solo,1,2018.6.24,0.565088757,0.8557692309999999,0.1,0.809874759,0.8173034029999999,0.469414754,0.0,0.0,0.0,0.0,0.0,3
801,DEAN,instagram,9,10,8,R&B/Soul,summer,male,K_POP,Solo,1,2018.6.24,0.680473373,0.25,0.57,0.739124298,0.0,0.509702644,0.0,0.0,0.0,0.0,0.0,8
802,Ed Sheeran,Shape of You,4,10,4,Pop,summer,male,POP,Solo,1,2018.6.24,0.615384615,1.0,0.29,0.84238977,0.0,0.469414754,0.0,0.0,0.0,0.0,0.0,4
803,EXO,Universe,10,10,10,Ballad,summer,male,K_POP,Group,1,2018.6.24,0.704142012,0.259615385,0.2,0.501078014,0.0,0.47595999,0.71653312,0.147876821,0.020742332,0.008788281,0.0,10
